Attribute: index, MSE: nan, Jaccard: 0.0
Attribute: fname, MSE: nan, Jaccard: 0.0
Attribute: lname, MSE: nan, Jaccard: 0.0
Attribute: gender, MSE: nan, Jaccard: 0.0
Attribute: areacode, MSE: nan, Jaccard: 0.0
Attribute: phone, MSE: nan, Jaccard: 0.0
Attribute: city, MSE: nan, Jaccard: 0.005597079069145416
Attribute: state, MSE: nan, Jaccard: 0.0
Attribute: zip, MSE: nan, Jaccard: 0.003884294259882237
Attribute: maritalstatus, MSE: nan, Jaccard: 0.007968128299487676
Attribute: haschild, MSE: nan, Jaccard: 0.007968291861908616
Attribute: salary, MSE: nan, Jaccard: 0.0
Attribute: rate, MSE: nan, Jaccard: 0.0
Attribute: singleexemp, MSE: nan, Jaccard: 0.010560166516542902
Attribute: marriedexemp, MSE: nan, Jaccard: 0.01119964619203695
Attribute: childexemp, MSE: nan, Jaccard: 0.010407003753743371
加权混合距离: 0.001799519061023349
