187.city,birmingham,guntersville
517.measurename,heart attack patients fgiven aspirin at arrival,heart attack patients given aspirin at arrival
954.hospitalowner,voluntary noon-profit - private,voluntary non-profit - private
803.zipcode,3a5903,35903
216.hospitalname,callahan eye foundation hospital,st vincents east
465.hospitalowner,government - hospital district or auhtority,government - hospital district or authority
339.emergencyservice,es,yes
422.stateavg,alhf-1,al_hf-1
399.measurename,heart failure patients given discharge instructiovns,heart failure patients given discharge instructions
59.hospitalname,callahan eye foundation hospital,marshall medical center south
412.stateavg,alh_scip-inf-3,al_scip-inf-3
376.condition,surgical infection prevetnion,surgical infection prevention
107.hospitalname,mizell mmeorial hospital,mizell memorial hospital
335.emergencyservice,eys,yes
762.state,l,al
368.address1,1530k u s highway 43,1530 u s highway 43
47.hospitalname,callahan eye foundation hospital,marshall medical center south
493.hospitalowner,voluntary non-profit  private,voluntary non-profit - private
900.phonenumber,20593v25966,2059325966
942.zipcode,6033,36033
440.address1,2081 debarr road,2801 debarr road
152.state,l,al
739.stateavg,al_sciap-inf-6,al_scip-inf-6
347.zipcode,3630g5,36305
109.measurename,surgery patients who were taking heart drugs called beta blockers before coming to the hospital who were kept on the beta blockers during the period just before and after their surgery,pneumonia patients given initial antibiotic(s) within 6 hours after arrival
60.hospitalname,callahan eye foundation hospital,marshall medical center south
213.hospitalname,callahan eye foundation hospital,st vincents east
311.state,abl,al
296.hospitalname,callahan eye founadtion hospital,callahan eye foundation hospital
737.state,la,al
426.city,sylaacuga,sylacauga
16.zipcode,35660***,35660
295.hospitalname,callahan eyhe foundation hospital,callahan eye foundation hospital
399.address1,124 s memoprial dr,124 s memorial dr
12.hospitalname,callahan eye foundation hospital,helen keller memorial hospital
187.hospitalname,marshall medical centernorth,marshall medical center north
300.address1,1720 universityj blvd,1720 university blvd
297.hospitalname,callahan eye foutndation hospital,callahan eye foundation hospital
298.hospitalname,callaha eye foundation hospital,callahan eye foundation hospital
215.hospitalname,callahan eye foundation hospital,st vincents east
355.countyname,mlarion,marion
466.phonenumber,5263864556,2563864556
460.emergencyservice,ryes,yes
740.stateavg,al_sci-pvte-1,al_scip-vte-1
356.hospitalowner,proprietray,proprietary
45.measurename,heart attack aptients given aspirin at arrival,heart attack patients given aspirin at arrival
301.address1,720 university blvd,1720 university blvd
487.stateavg,al_scip-inf3-,al_scip-inf-3
592.measurename,hart attack patients given aspirin at arrival,heart attack patients given aspirin at arrival
391.measurename,pneumonia patients assessedand given pneumococcal vaccination,pneumonia patients assessed and given pneumococcal vaccination
380.measurename,heart attack patietns given aspirin at arrival,heart attack patients given aspirin at arrival
765.address1,849 south three notch treet,849 south three notch street
258.hospitalname,callahan eye foundation hospital,southwest alabama medical center
10.hospitalname,callahan eye foundation hospital,helen keller memorial hospital
96.zipcode,35233,36467
275.measurename,heart attack patisents given fibrinolytic medication within 30 minutes of arrival,heart attack patients given fibrinolytic medication within 30 minutes of arrival
799.hospitalname,xhuntsville hospital,huntsville hospital
559.state,la,al
298.city,birmingam,birmingham
35.city,dyothan,dothan
893.stateavg,al_p-6,al_pn-6
113.measurename,surgery patients who were taking heart drugs called beta blockers before coming to the hospital who were kept on the beta blockers during the period just before and after their surgery,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection
408.address1,124 sh memorial dr,124 s memorial dr
46.hospitalname,callahan eye foundation hospital,marshall medical center south
70.countyname,luderdale,lauderdale
9.hospitalname,callahan eye foundation hospital,helen keller memorial hospital
958.zipcode,3630,36330
290.condition,surgical infection prevntion,surgical infection prevention
410.condition,surgical infexction prevention,surgical infection prevention
466.hospitalowner,government - hospital district or authoritsy,government - hospital district or authority
339.hospitalowner,prorpietary,proprietary
77.condition,heartfailure,heart failure
111.measurename,surgery patients who were taking heart drugs called beta blockers before coming to the hospital who were kept on the beta blockers during the period just before and after their surgery,pneumonia patients assessed and given influenza vaccination
322.measurename,heart failure patients given anr evaluation of left ventricular systolic (lvs) function,heart failure patients given an evaluation of left ventricular systolic (lvs) function
212.hospitalname,callahan eye foundation hospital,st vincents east
