Attribute,Index,Clean Value,Dirty Value
gender,23,F,empty
gender,129,M,empty
gender,151,M,empty
gender,154,M,***
gender,201,M,empty
gender,284,M,empty
gender,293,M,***
gender,326,F,***
gender,356,F,empty
gender,378,F,empty
gender,468,M,empty
gender,485,F,empty
gender,502,M,empty
gender,578,M,***
gender,695,M,vM
gender,726,F,empty
gender,882,M,empty
gender,954,F,empty
gender,1028,F,***
gender,1035,F,empty
gender,1066,M,empty
gender,1124,F,empty
gender,1173,M,empty
gender,1181,M,***
gender,1227,F,***
gender,1252,M,empty
gender,1384,F,empty
gender,1415,F,empty
gender,1578,F,***
gender,1599,F,***
gender,1650,M,empty
gender,1705,F,empty
gender,1706,F,empty
gender,1770,M,oM
gender,1813,F,empty
gender,1876,M,***
gender,1936,F,hF
gender,2109,F,dF
gender,2151,M,***
gender,2166,M,empty
gender,2192,M,empty
gender,2291,F,***
gender,2340,F,empty
gender,2442,M,***
gender,2457,M,***
gender,2460,M,empty
gender,2487,M,***
gender,2493,M,empty
gender,2507,M,empty
gender,2675,F,empty
gender,2699,F,empty
gender,2818,M,empty
gender,2939,M,empty
gender,3077,F,cF
gender,3115,M,empty
gender,3118,M,empty
gender,3193,M,empty
gender,3223,F,empty
gender,3314,M,***
gender,3354,M,empty
gender,3367,M,empty
gender,3401,M,empty
gender,3435,M,empty
gender,3436,M,***
gender,3442,M,empty
gender,3446,M,empty
gender,3461,F,***
gender,3500,F,empty
gender,3517,M,empty
gender,3600,F,empty
gender,3661,F,pF
gender,3786,M,empty
gender,3855,F,empty
gender,3873,M,***
gender,3912,M,empty
gender,3952,M,fM
gender,3961,M,empty
gender,4057,M,empty
gender,4132,M,empty
gender,4139,M,empty
gender,4335,F,empty
gender,4398,M,empty
gender,4408,M,empty
gender,4424,F,empty
gender,4456,M,empty
gender,4514,F,***
gender,4521,F,empty
gender,4539,F,empty
gender,4543,M,yM
gender,4570,M,empty
gender,4574,M,empty
gender,4828,F,eF
gender,4858,F,cF
gender,4888,F,***
gender,4934,M,empty
gender,4948,F,empty
gender,5036,F,***
gender,5058,F,empty
gender,5059,F,rF
gender,5250,F,empty
gender,5260,F,***
gender,5287,M,gM
gender,5302,M,empty
gender,5312,M,empty
gender,5449,M,xM
gender,5495,M,empty
gender,5591,M,empty
gender,5625,F,eF
gender,5626,F,empty
gender,5627,F,***
gender,5628,F,***
gender,5629,F,jF
gender,5630,F,***
gender,5631,F,empty
gender,5632,F,***
gender,5633,F,bF
gender,5634,F,***
gender,5635,F,pF
gender,5636,F,qF
gender,5637,F,***
gender,5638,F,zF
gender,5639,F,aF
gender,5640,F,***
gender,5641,F,empty
gender,5642,F,empty
gender,5643,F,wF
gender,5644,F,***
gender,5645,F,hF
gender,5646,F,cF
gender,5676,F,gF
gender,5677,F,empty
gender,5678,F,empty
gender,5679,F,***
gender,5680,F,empty
gender,5681,F,kF
gender,5682,F,yF
gender,5683,F,***
gender,5684,F,***
gender,5685,F,nF
gender,5686,F,***
gender,5687,F,uF
gender,5688,F,***
gender,5689,F,***
gender,5690,F,sF
gender,5691,F,fF
gender,5692,F,empty
gender,5693,F,***
gender,5694,F,empty
gender,5695,F,empty
gender,5761,F,***
gender,5762,F,***
gender,5763,F,hF
gender,5764,F,yF
gender,5765,F,empty
gender,5766,F,jF
gender,5767,F,empty
gender,5768,F,***
gender,5769,F,tF
gender,5770,F,bF
gender,5771,F,***
gender,5772,F,fF
gender,5773,F,xF
gender,5774,F,***
gender,5775,F,sF
gender,5776,F,oF
gender,5777,F,empty
gender,5778,F,***
gender,5779,F,empty
gender,5780,F,empty
gender,5781,F,empty
gender,5783,F,empty
gender,5784,F,***
gender,5785,F,empty
gender,5786,F,***
gender,5787,F,iF
gender,5788,F,empty
gender,5789,F,empty
gender,5790,F,empty
gender,5791,F,***
gender,5792,F,***
gender,5793,F,empty
gender,5794,F,vF
gender,5795,F,sF
gender,5796,F,empty
gender,5797,F,dF
gender,5798,F,***
gender,5799,F,***
gender,5800,F,***
gender,5801,F,***
gender,5807,M,***
gender,5824,M,empty
gender,5867,F,empty
gender,5868,F,empty
gender,5869,F,***
gender,5870,F,empty
gender,5871,F,empty
gender,5872,F,empty
gender,5873,F,***
gender,5874,F,rF
gender,5875,F,empty
gender,5876,F,empty
gender,5877,F,aF
gender,5878,F,empty
gender,5879,F,vF
gender,5880,F,***
gender,5881,F,***
gender,5882,F,empty
gender,5883,F,***
gender,5884,F,empty
gender,5885,F,***
gender,5886,F,empty
gender,5887,F,***
gender,5888,F,***
gender,5889,M,***
gender,5909,F,empty
gender,5910,F,***
gender,5911,F,***
gender,5912,F,***
gender,5913,F,***
gender,5914,F,***
gender,5915,F,***
gender,5916,F,***
gender,5917,F,***
gender,5918,F,vF
gender,5919,F,empty
gender,5920,F,empty
gender,5942,M,empty
gender,5980,M,***
gender,5984,F,empty
gender,5985,F,empty
gender,5986,F,empty
gender,5987,F,wF
gender,5988,F,***
gender,5989,F,***
gender,5990,F,mF
gender,5991,F,empty
gender,5992,F,uF
gender,5993,F,tF
gender,5994,F,empty
gender,5995,F,lF
gender,5996,F,***
gender,5997,F,aF
gender,5998,F,tF
gender,5999,F,pF
gender,6000,F,empty
gender,6001,F,empty
gender,6002,F,oF
gender,6003,F,***
gender,6004,F,empty
gender,6005,F,***
gender,6006,F,***
gender,6007,F,***
gender,6050,F,empty
gender,6051,F,empty
gender,6052,F,***
gender,6053,F,jF
gender,6054,F,jF
gender,6055,F,lF
gender,6056,F,empty
gender,6057,F,jF
gender,6058,F,empty
gender,6059,F,empty
gender,6060,F,***
gender,6061,F,pF
gender,6062,F,***
gender,6063,F,tF
gender,6064,F,empty
gender,6065,F,***
gender,6067,F,yF
gender,6068,F,xF
gender,6069,F,lF
gender,6070,F,yF
gender,6071,F,qF
gender,6072,F,***
gender,6073,F,empty
gender,6074,F,***
gender,6075,F,empty
gender,6076,F,jF
gender,6077,F,tF
gender,6078,F,sF
gender,6079,F,aF
gender,6080,F,***
gender,6081,F,sF
gender,6082,F,empty
gender,6083,F,empty
gender,6084,F,***
gender,6085,F,kF
gender,6086,F,empty
gender,6087,F,empty
gender,6089,F,dF
gender,6090,F,empty
gender,6091,F,empty
gender,6092,F,***
gender,6093,F,empty
gender,6094,F,***
gender,6095,F,mF
gender,6097,F,sF
gender,6098,F,***
gender,6099,F,pF
gender,6100,F,empty
gender,6101,F,iF
gender,6102,F,qF
gender,6103,F,empty
gender,6104,F,empty
gender,6105,F,empty
gender,6106,F,***
gender,6107,F,zF
gender,6108,F,***
gender,6109,F,***
gender,6110,F,empty
gender,6111,F,uF
gender,6112,F,empty
gender,6113,F,rF
gender,6114,F,empty
gender,6115,F,***
gender,6116,F,empty
gender,6117,F,empty
gender,6118,F,yF
gender,6119,F,***
gender,6120,F,empty
gender,6121,F,cF
gender,6122,F,***
gender,6123,F,mF
gender,6124,F,empty
gender,6125,F,***
gender,6126,F,***
gender,6127,F,empty
gender,6128,F,***
gender,6129,F,empty
gender,6138,M,empty
gender,6163,F,***
gender,6164,F,***
gender,6165,F,***
gender,6166,F,empty
gender,6167,F,empty
gender,6168,F,empty
gender,6169,F,cF
gender,6170,F,nF
gender,6171,F,empty
gender,6172,F,sF
gender,6173,F,empty
gender,6174,F,gF
gender,6175,F,sF
gender,6176,F,empty
gender,6177,F,cF
gender,6178,F,***
gender,6179,F,empty
gender,6180,F,***
gender,6181,F,mF
gender,6182,F,***
gender,6183,F,bF
gender,6184,F,jF
gender,6185,F,wF
gender,6186,F,empty
gender,6188,F,***
gender,6189,F,***
gender,6190,F,empty
gender,6191,F,wF
gender,6192,F,xF
gender,6193,F,***
gender,6194,F,uF
gender,6195,F,empty
gender,6196,F,empty
gender,6197,F,empty
gender,6198,F,***
gender,6199,F,mF
gender,6200,F,cF
gender,6201,F,***
gender,6202,F,empty
gender,6203,F,empty
gender,6204,F,zF
gender,6205,F,empty
gender,6206,F,***
gender,6207,F,***
gender,6208,F,empty
gender,6209,F,empty
gender,6210,F,empty
gender,6211,F,***
gender,6213,F,***
gender,6214,F,***
gender,6215,F,***
gender,6216,F,empty
gender,6217,F,***
gender,6218,F,***
gender,6219,F,lF
gender,6220,F,***
gender,6221,F,***
gender,6222,F,empty
gender,6223,F,***
gender,6224,F,vF
gender,6225,F,yF
gender,6226,F,empty
gender,6291,M,***
gender,6307,F,***
gender,6308,F,dF
gender,6309,F,qF
gender,6310,F,***
gender,6311,F,xF
gender,6312,F,empty
gender,6313,F,gF
gender,6314,F,***
gender,6315,F,zF
gender,6316,F,empty
gender,6317,F,***
gender,6318,F,eF
gender,6319,F,***
gender,6320,F,***
gender,6337,F,empty
gender,6338,F,nF
gender,6339,F,empty
gender,6340,F,***
gender,6341,F,empty
gender,6342,F,***
gender,6343,F,empty
gender,6344,F,empty
gender,6345,F,***
gender,6346,F,gF
gender,6347,F,***
gender,6348,F,mF
gender,6349,F,***
gender,6350,F,***
gender,6351,F,empty
gender,6373,F,empty
gender,6374,F,***
gender,6375,F,xF
gender,6376,F,***
gender,6377,F,***
gender,6378,F,empty
gender,6379,F,***
gender,6380,F,empty
gender,6381,F,***
gender,6382,F,jF
gender,6383,F,empty
gender,6384,F,empty
gender,6385,F,***
gender,6386,F,***
gender,6387,F,***
