Attribute: index, MSE: nan, Jaccard: 0.0
Attribute: ProviderNumber, MSE: nan, Jaccard: 0.06615599505795589
Attribute: HospitalName, MSE: nan, Jaccard: 0.41081350200456135
Attribute: Address1, MSE: nan, Jaccard: 0.1075342801557635
Attribute: Address2, MSE: nan, Jaccard: nan
Attribute: Address3, MSE: nan, Jaccard: nan
Attribute: City, MSE: nan, Jaccard: 0.11667500521159047
Attribute: State, MSE: nan, Jaccard: 0.0
Attribute: ZipCode, MSE: nan, Jaccard: 0.13057477913704219
Attribute: CountyName, MSE: nan, Jaccard: 0.1640160965794768
Attribute: PhoneNumber, MSE: nan, Jaccard: 0.06615599505795589
Attribute: HospitalType, MSE: nan, Jaccard: 0.0
Attribute: HospitalOwner, MSE: nan, Jaccard: 0.19903047271955243
Attribute: EmergencyService, MSE: nan, Jaccard: 0.11240676377553016
Attribute: Condition, MSE: nan, Jaccard: 0.0
Attribute: MeasureCode, MSE: nan, Jaccard: 0.0
Attribute: MeasureName, MSE: nan, Jaccard: 0.0
Attribute: Score, MSE: nan, Jaccard: 0.0
Attribute: Sample, MSE: nan, Jaccard: 0.0
Attribute: Stateavg, MSE: nan, Jaccard: 0.4271864619445652
º”»®ªÏ∫œæ‡¿Î: 0.050015259767888724
