Attribute: index, MSE: nan, Jaccard: 0.0
Attribute: ProviderNumber, MSE: nan, Jaccard: 0.0
Attribute: HospitalName, MSE: nan, Jaccard: 0.11352023809523815
Attribute: Address1, MSE: nan, Jaccard: 0.10391428571428563
Attribute: Address2, MSE: nan, Jaccard: nan
Attribute: Address3, MSE: nan, Jaccard: nan
Attribute: City, MSE: nan, Jaccard: 0.07363095238095241
Attribute: State, MSE: nan, Jaccard: 0.610815494393476
Attribute: ZipCode, MSE: nan, Jaccard: 0.1260954248366013
Attribute: CountyName, MSE: nan, Jaccard: 0.08523310372366977
Attribute: PhoneNumber, MSE: nan, Jaccard: 0.10391428571428563
Attribute: HospitalType, MSE: nan, Jaccard: 0.0
Attribute: HospitalOwner, MSE: nan, Jaccard: 0.3873976382297759
Attribute: EmergencyService, MSE: nan, Jaccard: 0.33411488862837047
Attribute: Condition, MSE: nan, Jaccard: 0.5019164285286065
Attribute: MeasureCode, MSE: nan, Jaccard: 0.0
Attribute: MeasureName, MSE: nan, Jaccard: 0.13127786413148257
检查你指定的属性 Score 是否为数值型！
Attribute: Score, MSE: nan, Jaccard: 0.0
Attribute: Sample, MSE: nan, Jaccard: 0.0
Attribute: Stateavg, MSE: nan, Jaccard: 0.06030668677727502
加权混合距离: 0.07311492475427832
