Attribute: index, MSE: nan, Jaccard: 0.0
Attribute: fname, MSE: nan, Jaccard: 0.0025441246621084046
Attribute: lname, MSE: nan, Jaccard: 0.007587733164717059
Attribute: gender, MSE: nan, Jaccard: 0.0
Attribute: areacode, MSE: nan, Jaccard: 0.19661478143014544
Attribute: phone, MSE: nan, Jaccard: 0.0
Attribute: city, MSE: nan, Jaccard: 0.005081808454444503
Attribute: state, MSE: nan, Jaccard: 0.10573103280745322
Attribute: zip, MSE: nan, Jaccard: 0.00380167824561628
Attribute: maritalstatus, MSE: nan, Jaccard: 0.0
Attribute: haschild, MSE: nan, Jaccard: 0.0
Attribute: salary, MSE: nan, Jaccard: 0.0
Attribute: rate, MSE: nan, Jaccard: 0.0
Attribute: singleexemp, MSE: nan, Jaccard: 0.8972185542679976
Attribute: marriedexemp, MSE: nan, Jaccard: 0.9220800839939686
Attribute: childexemp, MSE: nan, Jaccard: 0.8762666666666666
º”»®ªÏ∫œæ‡¿Î: 0.09427895199040992
