Attribute: index, MSE: nan, Jaccard: 0.0
Attribute: ProviderNumber, MSE: nan, Jaccard: 0.09535921776117862
Attribute: HospitalName, MSE: nan, Jaccard: 0.4873614429049211
Attribute: Address1, MSE: nan, Jaccard: 0.13424889859369127
Attribute: Address2, MSE: nan, Jaccard: nan
Attribute: Address3, MSE: nan, Jaccard: nan
Attribute: City, MSE: nan, Jaccard: 0.14835779749749067
Attribute: State, MSE: nan, Jaccard: 0.3547570506286103
Attribute: ZipCode, MSE: nan, Jaccard: 0.22894615794411843
Attribute: CountyName, MSE: nan, Jaccard: 0.26472477887279955
Attribute: PhoneNumber, MSE: nan, Jaccard: 0.0956184770204378
Attribute: HospitalType, MSE: nan, Jaccard: 0.0
Attribute: HospitalOwner, MSE: nan, Jaccard: 0.3014751348143343
Attribute: EmergencyService, MSE: nan, Jaccard: 0.37781132475237034
Attribute: Condition, MSE: nan, Jaccard: 0.20858895705521474
Attribute: MeasureCode, MSE: nan, Jaccard: 0.0
Attribute: MeasureName, MSE: nan, Jaccard: 0.1333333333333333
Attribute: Score, MSE: nan, Jaccard: 0.0
Attribute: Sample, MSE: nan, Jaccard: 0.0
Attribute: Stateavg, MSE: nan, Jaccard: 0.4271864619445652
º”»®ªÏ∫œæ‡¿Î: 0.0904935842534185
