Attribute: index, MSE: nan, Jaccard: 0.0
Attribute: fname, MSE: nan, Jaccard: 0.002596624388295221
Attribute: lname, MSE: nan, Jaccard: 0.007372720932549592
Attribute: gender, MSE: nan, Jaccard: 0.33340620104200824
Attribute: areacode, MSE: nan, Jaccard: 0.0
Attribute: phone, MSE: nan, Jaccard: 0.0
Attribute: city, MSE: nan, Jaccard: 0.004644127923460584
Attribute: state, MSE: nan, Jaccard: 0.0
Attribute: zip, MSE: nan, Jaccard: 0.0
Attribute: maritalstatus, MSE: nan, Jaccard: 0.0
Attribute: haschild, MSE: nan, Jaccard: 0.0
Attribute: salary, MSE: nan, Jaccard: 0.0
Attribute: rate, MSE: 0.0, Jaccard: 0.0
Attribute: singleexemp, MSE: nan, Jaccard: 0.6269618976579991
Attribute: marriedexemp, MSE: nan, Jaccard: 0.6629331416296744
Attribute: childexemp, MSE: nan, Jaccard: 0.5359773861903254
加权混合距离: 0.06793412811763477
