Attribute: index, MSE: nan, Jaccard: 0.0
Attribute: id, MSE: nan, Jaccard: 0.0
Attribute: beer_name, MSE: nan, Jaccard: 0.01721170395869187
Attribute: style, MSE: nan, Jaccard: 0.03883495145631066
Attribute: ounces, MSE: nan, Jaccard: 0.2222222222222222
Attribute: abv, MSE: 8.339011925042586e-07, Jaccard: 0.04105263157894745
Attribute: ibu, MSE: 0.0, Jaccard: 0.0
Attribute: brewery_id, MSE: nan, Jaccard: 0.0011904761904760752
Attribute: brewery_name, MSE: nan, Jaccard: 0.08807192515598816
Attribute: city, MSE: nan, Jaccard: 0.09495872418246476
Attribute: state, MSE: nan, Jaccard: 0.16120553871265353
加权混合距离: 0.030215863970861238
