Attribute: tno, MSE: nan, Jaccard: 0.0
Attribute: fname, MSE: nan, Jaccard: 0.0
Attribute: lname, MSE: nan, Jaccard: 0.0
Attribute: gender, MSE: nan, Jaccard: 0.9205883751836504
Attribute: areacode, MSE: nan, Jaccard: 0.09162976551548219
Attribute: phone, MSE: nan, Jaccard: 0.0
Attribute: city, MSE: nan, Jaccard: 0.026409592206718013
Attribute: state, MSE: nan, Jaccard: 0.7574130571191418
Attribute: zip, MSE: nan, Jaccard: 0.0
Attribute: maritalstatus, MSE: nan, Jaccard: 0.0
Attribute: haschild, MSE: nan, Jaccard: 0.0
Attribute: salary, MSE: nan, Jaccard: 0.0
Attribute: rate, MSE: nan, Jaccard: 0.23121387283236994
Attribute: singleexemp, MSE: nan, Jaccard: 0.9977410433424114
Attribute: marriedexemp, MSE: nan, Jaccard: 0.9791025043957139
Attribute: childexemp, MSE: nan, Jaccard: 0.9622294117647059
��Ȩ��Ͼ���: 0.15519773819875604
