Attribute: index, MSE: nan, Jaccard: 0.0
Attribute: fname, MSE: nan, Jaccard: 0.0025441246621084046
Attribute: lname, MSE: nan, Jaccard: 0.007587733164717059
Attribute: gender, MSE: nan, Jaccard: 0.0
Attribute: areacode, MSE: nan, Jaccard: 0.0
Attribute: phone, MSE: nan, Jaccard: 0.0
Attribute: city, MSE: nan, Jaccard: 0.0011219566924717261
Attribute: state, MSE: nan, Jaccard: 0.021813698447001095
Attribute: zip, MSE: nan, Jaccard: 0.00380167824561628
Attribute: maritalstatus, MSE: nan, Jaccard: 0.0
Attribute: haschild, MSE: nan, Jaccard: 0.0
Attribute: salary, MSE: nan, Jaccard: 0.0
Attribute: rate, MSE: 0.0, Jaccard: 0.0
Attribute: singleexemp, MSE: nan, Jaccard: 0.0
Attribute: marriedexemp, MSE: nan, Jaccard: 0.0
Attribute: childexemp, MSE: nan, Jaccard: 0.0
加权混合距离: 0.0011521622253723302
