Attribute,Index,Dirty Value,Cleaned Value
article_title,30,"Responses to open peer commentaries on ""the subjective brain identity and neuroethics""","\Responses to open peer commentaries on \""\""the subjective brain identity and neuroethics\""\""\"""""
article_title,134, Mobilisation with movement and exercise corticosteroid injection or wait and see for tennis elbow,Mobilisation with movement and exercise corticosteroid injection or wait and see for tennis elbow
article_title,162,"Cyclin d1 gene expression in oral mucosa of tobacco chewers""-an immunohistochemical study.","\Cyclin d1 gene expression in oral mucosa of tobacco chewers\""\""-an immunohistochemical study.\"""""
article_title,538,"Employing a youth-led adult-guided framework: ""why drive high?"" social marketing campaign.","\Employing a youth-led adult-guided framework: \""\""why drive high?\""\"" social marketing campaign.\"""""
article_title,614,"The Chinese medicine construct ""stagnation"" in mind-body connection mediates the effects of mindfulness training on depression and anxiety","\The Chinese medicine construct \""\""stagnation\""\"" in mind-body connection mediates the effects of mindfulness training on depression and anxiety\"""""
article_title,644,"Letter by Raposeiras-Roubin et al regarding article ""mortality associated with atrial fibrillation in patients with myocardial infarction: a systematic review and meta-analysis"".","\Letter by Raposeiras-Roubin et al regarding article \""\""mortality associated with atrial fibrillation in patients with myocardial infarction: a systematic review and meta-analysis\""\"".\"""""
article_title,671,"Wirkungen und Risiken neuartiger psychoaktiver Substanzen: Fehldeklaration und Verkauf als ""Badesalze"" ""Spice"" und ""Forschungschemikalien""","\Wirkungen und Risiken neuartiger psychoaktiver Substanzen: Fehldeklaration und Verkauf als \""\""Badesalze\""\"" \""\""Spice\""\"" und \""\""Forschungschemikalien\""\""\"""""
article_title,999,"Long-term survival after ""liver first"" approach for locally advanced rectal cancer and synchronous liver metastases","\Long-term survival after \""\""liver first\""\"" approach for locally advanced rectal cancer and synchronous liver metastases\"""""
journal_title,16,British Journal of Dermatology. ,British Journal of Dermatology.
journal_title,134, BMJ 2006 333:939,BMJ 2006 333:939
journal_issn,106,1057-9249,1099-1611
journal_issn,644,1524-4539,Sep-22
author_list,1,"{""A. G. Parks""""J. F. McPartlin""}","\{\""\""A. G. Parks\""\""\""\""J. F. McPartlin\""\""}\"""""
author_list,2,"{""Valentina A Volchkova""""Jaroslav Vorac""""Philip Lawrence""""Laurie Repiquet-Paire""""Viktor E Volchkov""}","\{\""\""Valentina A Volchkova\""\""\""\""Jaroslav Vorac\""\""\""\""Philip Lawrence\""\""\""\""Laurie Repiquet-Paire\""\""\""\""Viktor E Volchkov\""\""}\"""""
author_list,3,"{""Jitendra Jethani""""Shashikant Shetty""""Sucheta Parija""""P Vijayalakshmi""}","\{\""\""Jitendra Jethani\""\""\""\""Shashikant Shetty\""\""\""\""Sucheta Parija\""\""\""\""P Vijayalakshmi\""\""}\"""""
author_list,4,"{""G. Jakiel""""K. Gorzelnik""""J. G. Zimowski""""T. CN  - PubMed DA  - Aug DP  - NLM ET  - 2013/11/07 Roszkowski""""J. Bijok""}","\{\""\""G. Jakiel\""\""\""\""K. Gorzelnik\""\""\""\""J. G. Zimowski\""\""\""\""T. CN  - PubMed DA  - Aug DP  - NLM ET  - 2013/11/07 Roszkowski\""\""\""\""J. Bijok\""\""}\"""""
author_list,5,"{""Lauren C Pinter-Brown""}","\{\""\""Lauren C Pinter-Brown\""\""}\"""""
author_list,6,"{""C. L. Romano""""G. Mineo""""C. Bonora""""D. Romano""}","\{\""\""C. L. Romano\""\""\""\""G. Mineo\""\""\""\""C. Bonora\""\""\""\""D. Romano\""\""}\"""""
author_list,7,"{""B N Prichard""""J W Black""}","\{\""\""B N Prichard\""\""\""\""J W Black\""\""}\"""""
author_list,8,"{""St��_ber F""""Mutz N""""Wrigge H""""Putensen C""""Zinserling J""""Zech S""""Von Spiegel T""}","\{\""\""St��_ber F\""\""\""\""Mutz N\""\""\""\""Wrigge H\""\""\""\""Putensen C\""\""\""\""Zinserling J\""\""\""\""Zech S\""\""\""\""Von Spiegel T\""\""}\"""""
author_list,9,"{""L. J. Rapport""""J. A. Griffen""""L. A. Bieliauskas""""C. Burt""""R. C. Bryer""}","\{\""\""L. J. Rapport\""\""\""\""J. A. Griffen\""\""\""\""L. A. Bieliauskas\""\""\""\""C. Burt\""\""\""\""R. C. Bryer\""\""}\"""""
author_list,10,"{""K. Fleming""""K. Donato""""K. Leszczynski""}","\{\""\""K. Fleming\""\""\""\""K. Donato\""\""\""\""K. Leszczynski\""\""}\"""""
