Attribute: index, MSE: nan, Jaccard: 0.0
Attribute: ProviderNumber, MSE: nan, Jaccard: 0.0
Attribute: HospitalName, MSE: nan, Jaccard: 0.47692239858906527
Attribute: Address1, MSE: nan, Jaccard: 0.08496598639455766
Attribute: Address2, MSE: nan, Jaccard: nan
Attribute: Address3, MSE: nan, Jaccard: nan
Attribute: City, MSE: nan, Jaccard: 0.05830703012912486
Attribute: State, MSE: nan, Jaccard: 0.0
Attribute: ZipCode, MSE: nan, Jaccard: 0.13194789915966387
Attribute: CountyName, MSE: nan, Jaccard: 0.3525213791757632
Attribute: PhoneNumber, MSE: nan, Jaccard: 0.07059493401447414
Attribute: HospitalType, MSE: nan, Jaccard: 0.0
Attribute: HospitalOwner, MSE: nan, Jaccard: 0.12787119806931235
Attribute: EmergencyService, MSE: nan, Jaccard: 0.01209307933445869
Attribute: Condition, MSE: nan, Jaccard: 0.16786140979689357
Attribute: MeasureCode, MSE: nan, Jaccard: 0.0
Attribute: MeasureName, MSE: nan, Jaccard: 0.08697501910916539
检查你指定的属性 Score 是否为数值型！
Attribute: Score, MSE: nan, Jaccard: 0.0
Attribute: Sample, MSE: nan, Jaccard: 0.0
Attribute: Stateavg, MSE: nan, Jaccard: 0.2966215053666915
加权混合距离: 0.0518522733094214
