Attribute,Index,Dirty Value,Clean Value
HospitalName,5,cayllahan eye foundation hospital,callahan eye foundation hospital
HospitalName,6,callahan eye foundation hosfpital,callahan eye foundation hospital
HospitalName,8,callahan eye foundation hospoital,callahan eye foundation hospital
HospitalName,302,callahan eye founation hospital,callahan eye foundation hospital
HospitalName,303,callahan eye foundtaion hospital,callahan eye foundation hospital
HospitalName,305,callahan eye foundtaion hospital,callahan eye foundation hospital
Address1,5,empty,1720 university blvd
City,32,dthan,dothan
City,120,lpuverne,luverne
City,304,birmingam,birmingham
State,60,la,al
State,123,empty,al
State,239,empty,al
State,306,l,al
State,307,yal,al
State,308,la,al
State,309,l,al
State,310,yal,al
State,311,apl,al
State,414,empty,al
ZipCode,81,empty,35631
ZipCode,87,empty,35631
ZipCode,209,3235,35235
ZipCode,295,3j5233,35233
ZipCode,296,3523,35233
ZipCode,297,3523,35233
ZipCode,298,35l233,35233
ZipCode,299,m35233,35233
ZipCode,300,3z5233,35233
ZipCode,452,99559***,99559
ZipCode,971,3a6330,36330
PhoneNumber,125,3343353347,3343353374
PhoneNumber,277,empty,2056208100
HospitalOwner,9,government - hopital district or authority,government - hospital district or authority
HospitalOwner,225,empty,voluntary non-profit - church
HospitalOwner,277,oluntary non-profit - church,voluntary non-profit - church
HospitalOwner,310,empty,voluntary non-profit - private
