1413.act_dep_time,11:52 MA,11:52 AM
1601.act_arr_time,9:05 AM,09:05 AM
393.act_arr_time,09:53g PM,09:53 PM
278.act_arr_time,03:30 MP,03:30 PM
69.sched_arr_time,90:55 AM,09:55 AM
1279.sched_dep_time,08:0 PM,08:00 PM
586.sched_arr_time,073:0 AM,07:30 AM
2203.act_arr_time,12:09 MP,12:09 PM
1204.sched_arr_time,09:43 MA,09:43 AM
1709.sched_dep_time,065:9 AM,06:59 AM
1709.act_arr_time,10:04r AM,10:04 AM
204.sched_dep_time,08:0 PM,08:00 PM
71.act_arr_time,1:40 PM,01:40 PM
1196.sched_dep_time,08:00 MP,08:00 PM
1984.act_arr_time,03:2m1 PM,03:21 PM
2101.act_arr_time,0755 PM,07:55 PM
1180.act_dep_time,05:22k PM,05:22 PM
2066.sched_arr_time,01:16 MP,01:16 PM
393.act_dep_time,08:23 M,08:23 PM
603.act_dep_time,0:722 AM,07:22 AM
1582.act_arr_time,12:50PM,12:50 PM
363.sched_arr_time,01:1m7 PM,01:17 PM
265.sched_dep_time,09:4 AM,09:45 AM
1377.sched_dep_time,08:00 wPM,08:00 PM
488.sched_dep_time,04:l55 PM,04:55 PM
1124.act_dep_time,8:23 PM,08:23 PM
768.sched_dep_time,0:800 PM,08:00 PM
2303.act_dep_time,07:22p AM,07:22 AM
775.sched_dep_time,0:59 AM,06:59 AM
1032.act_dep_time,08:23 PuM,08:23 PM
1702.sched_dep_time,08:00PM,08:00 PM
138.act_arr_time,10:1 6AM,10:16 AM
298.sched_dep_time,01:25 AM,10:25 AM
1621.sched_dep_time,6:59 AM,06:59 AM
726.sched_dep_time,04:j00 PM,04:00 PM
830.act_dep_time,0:725 AM,07:25 AM
702.sched_dep_time,0145 PM,01:45 PM
2115.act_arr_time,10:i04 AM,10:04 AM
1839.sched_dep_time,07:5 AM,07:15 AM
592.act_arr_time,095:3 PM,09:53 PM
2294.act_arr_time,7:55 PM,07:55 PM
215.sched_dep_time,6:59 AM,06:59 AM
79.sched_dep_time,06:00 M,06:00 AM
491.sched_dep_time,08:00 MP,08:00 PM
1496.sched_arr_time,05r:25 PM,05:25 PM
2076.sched_arr_time,01:17P M,01:17 PM
1315.sched_dep_time,1:35 AM,11:35 AM
502.act_dep_time,07:2z2 AM,07:22 AM
2360.sched_dep_time,06:59 MA,06:59 AM
1613.act_arr_time,07:55 M,07:55 PM
694.sched_dep_time,0:659 AM,06:59 AM
1990.sched_arr_time,0:245 PM,02:45 PM
794.act_dep_time,07:2b2 AM,07:22 AM
2289.act_dep_time,1211 PM,12:11 PM
1615.act_dep_time,08:2l3 PM,08:23 PM
25.sched_arr_time,0315 PM,03:15 PM
1472.act_dep_time,11:05A M,11:05 AM
876.act_arr_time,10:04 MA,10:04 AM
1611.sched_arr_time,07:30 sAM,07:30 AM
1240.act_dep_time,1b0:10 AM,10:10 AM
1377.act_dep_time,08v:23 PM,08:23 PM
134.act_dep_time,12:10 tPM,12:10 PM
323.sched_arr_time,11:05 M,11:05 AM
1388.sched_dep_time,06:5 AM,06:59 AM
1116.sched_dep_time,07:15P M,07:15 PM
1135.sched_dep_time,06:59d AM,06:59 AM
1554.act_arr_time,10:0 AM,10:04 AM
811.sched_dep_time,09:1 AM,09:15 AM
404.sched_dep_time,6:59 AM,06:59 AM
837.sched_arr_time,01:17o PM,01:17 PM
592.sched_dep_time,08:00 PM***,08:00 PM
2103.sched_arr_time,0:735 PM,07:35 PM
1233.sched_arr_time,1:19 AM,11:19 AM
865.act_arr_time,09:53 MP,09:53 PM
2152.sched_arr_time,0m1:17 PM,01:17 PM
463.sched_arr_time,0117 PM,01:17 PM
1290.sched_dep_time,60:59 AM,06:59 AM
1539.act_arr_time,70:55 PM,07:55 PM
1175.sched_arr_time,10:s30 PM,10:30 PM
425.sched_dep_time,08:35 oAM,08:35 AM
2212.sched_dep_time,10x:40 AM,10:40 AM
1709.act_dep_time,7:22 AM,07:22 AM
1823.act_arr_time,10:04 AjM,10:04 AM
1659.act_dep_time,08:56 uAM,08:56 AM
117.act_arr_time,100:4 AM,10:04 AM
1520.sched_arr_time,1:39 PM,01:39 PM
1580.act_arr_time,05:26 PqM,05:26 PM
170.sched_dep_time,04:15 MP,04:15 PM
1801.act_dep_time,07:21AM,07:21 AM
2048.act_dep_time,06:1p0 AM,06:10 AM
237.sched_arr_time,063:0 PM,06:30 PM
2220.act_arr_time,1p0:04 AM,10:04 AM
1456.act_dep_time,01:31 PgM,01:31 PM
2117.act_arr_time,0:13 AM,09:13 AM
204.act_arr_time,09:u53 PM,09:53 PM
470.sched_arr_time,01:3 9PM,01:39 PM
1245.act_dep_time,20:48 PM,02:48 PM
2007.sched_dep_time,1:40 AM,10:40 AM
1439.sched_arr_time,1:16 PM,01:16 PM
2089.act_dep_time,08:2 PM,08:25 PM
1395.sched_arr_time,8:27 AM,08:27 AM
2015.act_dep_time,70:22 AM,07:22 AM
1429.sched_arr_time,01b:17 PM,01:17 PM
1871.act_arr_time,05r:26 AM,05:26 AM
2015.act_arr_time,10:04 MA,10:04 AM
1913.sched_dep_time,0800 PM,08:00 PM
1965.act_arr_time,09s:14 AM,09:14 AM
1774.sched_arr_time,01:16 PmM,01:16 PM
184.sched_dep_time,1x2:30 PM,12:30 PM
2019.sched_arr_time,04:48 M,04:48 PM
306.sched_dep_time,06:5s9 AM,06:59 AM
45.sched_arr_time,06:30 mPM,06:30 PM
1621.act_dep_time,0:22 AM,07:22 AM
2251.sched_arr_time,07:45 AcM,07:45 AM
830.act_arr_time,09:45A M,09:45 AM
1714.act_arr_time,0920 PM,09:20 PM
794.sched_dep_time,6:59 AM,06:59 AM
297.sched_dep_time,08:00 PM***,08:00 PM
1810.act_arr_time,0638 PM,06:38 PM
1290.act_arr_time,10:4 AM,10:04 AM
370.sched_arr_time,01:39 MP,01:39 PM
1220.sched_arr_time,05:w25 PM,05:25 PM
561.sched_arr_time,1:17 PM,01:17 PM
2095.sched_arr_time,0p9:10 PM,09:10 PM
1686.act_dep_time,05i:22 PM,05:22 PM
502.act_arr_time,10:04o AM,10:04 AM
448.sched_arr_time,06:55AM,06:55 AM
862.act_arr_time,07:55 PM***,07:55 PM
2171.sched_arr_time,1:16 PM,01:16 PM
2004.act_dep_time,08:32 PM,08:23 PM
1423.act_dep_time,12:12PM,12:12 PM
1349.sched_arr_time,01:17 hPM,01:17 PM
306.act_dep_time,07:22 MA,07:22 AM
1924.sched_dep_time,06:9 AM,06:59 AM
1939.act_arr_time,03:f13 PM,03:13 PM
1274.act_arr_time,09:31 M,09:31 AM
1275.act_arr_time,07:55P M,07:55 PM
1207.act_dep_time,1:15 AM,11:15 AM
876.sched_dep_time,06:59b AM,06:59 AM
1924.act_dep_time,07:2v2 AM,07:22 AM
502.sched_dep_time,06g:59 AM,06:59 AM
675.act_arr_time,12:12 AM,12:21 AM
491.act_arr_time,9:53 PM,09:53 PM
1356.sched_arr_time,013:9 PM,01:39 PM
592.act_dep_time,0823 PM,08:23 PM
1854.sched_arr_time,07:45 M,07:45 AM
1032.sched_dep_time,8:00 PM,08:00 PM
204.act_dep_time,08:2 PM,08:23 PM
768.act_arr_time,09:53 MP,09:53 PM
1621.act_arr_time,0:04 AM,10:04 AM
2076.act_arr_time,1:14 PM,01:14 PM
1046.act_arr_time,08:4 AM,08:45 AM
612.sched_arr_time,04:5 3PM,04:53 PM
937.sched_dep_time,08:00 MP,08:00 PM
656.sched_dep_time,06:00f AM,06:00 AM
2010.act_arr_time,04:1 PM,04:17 PM
1388.act_arr_time,01:04 AM,10:04 AM
701.act_arr_time,6:40 PM,06:40 PM
1342.sched_arr_time,9:55 AM,09:55 AM
293.sched_arr_time,7:30 AM,07:30 AM
1795.act_dep_time,03:11 AM***,03:11 AM
142.sched_arr_time,022:5 PM,02:25 PM
1198.sched_arr_time,02:59 uPM,02:59 PM
604.sched_dep_time,y08:35 AM,08:35 AM
809.sched_dep_time,08:0y0 PM,08:00 PM
1118.sched_arr_time,2:18 PM,12:18 PM
2004.sched_dep_time,08:00 MP,08:00 PM
531.sched_dep_time,11:55 M,11:55 AM
1372.sched_arr_time,07:g30 AM,07:30 AM
848.act_arr_time,0:115 PM,01:15 PM
2257.sched_dep_time,06:0 AM,06:40 AM
275.act_dep_time,01:55 AM,10:55 AM
1702.act_dep_time,08:2 PM,08:23 PM
1388.act_dep_time,07:22A M,07:22 AM
1812.sched_dep_time,08:v00 PM,08:00 PM
619.sched_arr_time,0:139 PM,01:39 PM
768.act_dep_time,08:32 PM,08:23 PM
937.act_dep_time,08:23PM,08:23 PM
775.act_dep_time,0722 AM,07:22 AM
2303.act_arr_time,0:04 AM,10:04 AM
2097.act_dep_time,02:1k0 PM,02:10 PM
297.act_arr_time,09:53 MP,09:53 PM
270.sched_dep_time,j11:50 AM,11:50 AM
2063.act_arr_time,05:2u6 AM,05:26 AM
1206.act_dep_time,0:30 PM,05:30 PM
1217.sched_arr_time,01:39 mPM,01:39 PM
1165.act_arr_time,2:50 PM,12:50 PM
297.act_dep_time,0:823 PM,08:23 PM
1096.sched_arr_time,01:1 PM,01:17 PM
1155.sched_dep_time,0:05 PM,01:05 PM
1378.sched_arr_time,06:44 MP,06:44 PM
106.act_dep_time,0s8:23 PM,08:23 PM
1940.act_dep_time,07:49 MA,07:49 AM
459.act_arr_time,07:1 0PM,07:10 PM
844.sched_arr_time,01:3 PM,01:39 PM
1088.sched_dep_time,0815 AM,08:15 AM
1125.act_arr_time,06:34 MP,06:34 PM
211.sched_dep_time,11:55 dPM,11:55 PM
734.act_dep_time,08:42 MA,08:42 AM
1597.sched_arr_time,0:116 PM,01:16 PM
846.sched_arr_time,02:0 PM,02:00 PM
2115.sched_dep_time,06:5 9AM,06:59 AM
2001.act_arr_time,07:5 5PM,07:55 PM
99.sched_dep_time,09:t15 AM,09:15 AM
995.act_dep_time,0f6:30 PM,06:30 PM
1223.sched_dep_time,07:10AM,07:10 AM
326.sched_arr_time,01:39PM,01:39 PM
1674.sched_arr_time,1:17 PM,01:17 PM
889.act_arr_time,11:56 oAM,11:56 AM
404.act_dep_time,0:722 AM,07:22 AM
2104.sched_dep_time,08:00 PlM,08:00 PM
982.act_arr_time,06:1 5PM,06:15 PM
1800.sched_dep_time,03:35 M,03:35 PM
2115.act_dep_time,07:22 AM***,07:22 AM
1124.sched_dep_time,08y:00 PM,08:00 PM
58.act_dep_time,113:2 AM,11:32 AM
1135.act_arr_time,1:004 AM,10:04 AM
1643.act_dep_time,80:23 PM,08:23 PM
683.sched_dep_time,r08:00 PM,08:00 PM
2060.act_arr_time,11:21q AM,11:21 AM
2069.act_arr_time,09:4 5AM,09:45 AM
1040.act_arr_time,10x:04 AM,10:04 AM
