Attribute: index, MSE: nan, Jaccard: 0.0
Attribute: name, MSE: nan, Jaccard: 0.0
Attribute: surname, MSE: nan, Jaccard: 0.09039574248397153
Attribute: birthyear, MSE: nan, Jaccard: 0.0
Attribute: birthplace, MSE: nan, Jaccard: 0.0
Attribute: position, MSE: nan, Jaccard: 0.8442353219710121
Attribute: team, MSE: nan, Jaccard: 0.5789279027765264
Attribute: city, MSE: nan, Jaccard: 0.032658029376493314
Attribute: stadium, MSE: nan, Jaccard: 0.3288682598600847
Attribute: season, MSE: nan, Jaccard: 0.9729005803035321
Attribute: manager, MSE: nan, Jaccard: 0.0
º”»®ªÏ∫œæ‡¿Î: 0.1294539016714373
