Attribute: index, MSE: nan, Jaccard: 0.0
Attribute: ProviderNumber, MSE: nan, Jaccard: 0.09183574879227052
Attribute: HospitalName, MSE: nan, Jaccard: 0.2694620547783698
Attribute: Address1, MSE: nan, Jaccard: 0.0
Attribute: Address2, MSE: nan, Jaccard: nan
Attribute: Address3, MSE: nan, Jaccard: nan
Attribute: City, MSE: nan, Jaccard: 0.07323267518389454
Attribute: State, MSE: nan, Jaccard: 0.6676881171263194
Attribute: ZipCode, MSE: nan, Jaccard: 0.14136582633053218
Attribute: CountyName, MSE: nan, Jaccard: 0.010188599279508326
Attribute: PhoneNumber, MSE: nan, Jaccard: 0.14344537815126046
Attribute: HospitalType, MSE: nan, Jaccard: 0.0
Attribute: HospitalOwner, MSE: nan, Jaccard: 0.12750655279278889
Attribute: EmergencyService, MSE: nan, Jaccard: 0.0
Attribute: Condition, MSE: nan, Jaccard: 0.0
Attribute: MeasureCode, MSE: nan, Jaccard: 0.13730935937102096
Attribute: MeasureName, MSE: nan, Jaccard: 0.0
检查你指定的属性 Score 是否为数值型！
Attribute: Score, MSE: nan, Jaccard: 0.0
Attribute: Sample, MSE: nan, Jaccard: 0.0
Attribute: Stateavg, MSE: nan, Jaccard: 0.4271864619445652
加权混合距离: 0.05803391038195917
