Attribute: index, MSE: nan, Jaccard: 0.0
Attribute: id, MSE: nan, Jaccard: 0.0
Attribute: beer_name, MSE: nan, Jaccard: 0.018916595012897663
Attribute: style, MSE: nan, Jaccard: 0.03883495145631066
Attribute: ounces, MSE: nan, Jaccard: 0.0
Attribute: abv, MSE: nan, Jaccard: 0.0
Attribute: ibu, MSE: nan, Jaccard: 0.0
Attribute: brewery_id, MSE: nan, Jaccard: 0.050126513756194035
Attribute: brewery_name, MSE: nan, Jaccard: 0.14134591558324938
Attribute: city, MSE: nan, Jaccard: 0.08900812596802632
Attribute: state, MSE: nan, Jaccard: 0.19974009917216806
加权混合距离: 0.024453281861311186
