Attribute: index, MSE: nan, Jaccard: 0.0
Attribute: ProviderNumber, MSE: nan, Jaccard: 0.0
Attribute: HospitalName, MSE: nan, Jaccard: 0.0
Attribute: Address1, MSE: nan, Jaccard: 0.04347826086956519
Attribute: Address2, MSE: nan, Jaccard: nan
Attribute: Address3, MSE: nan, Jaccard: nan
Attribute: City, MSE: nan, Jaccard: 0.0
Attribute: State, MSE: nan, Jaccard: 0.0
Attribute: ZipCode, MSE: nan, Jaccard: 0.0
Attribute: CountyName, MSE: nan, Jaccard: 0.0
Attribute: PhoneNumber, MSE: nan, Jaccard: 0.0
Attribute: HospitalType, MSE: nan, Jaccard: 0.501
Attribute: HospitalOwner, MSE: nan, Jaccard: 0.0
Attribute: EmergencyService, MSE: nan, Jaccard: 0.0
Attribute: Condition, MSE: nan, Jaccard: 0.0
Attribute: MeasureCode, MSE: nan, Jaccard: 0.5006726201366767
Attribute: MeasureName, MSE: nan, Jaccard: 0.05747126436781613
Check if attribute Score contains numeric data!
Attribute: Score, MSE: nan, Jaccard: 0.21276480412597165
Attribute: Sample, MSE: nan, Jaccard: 0.11908780284510911
Attribute: Stateavg, MSE: nan, Jaccard: 0.43938673823141094
Weighted Hybrid Distance: 0.052051708071570814
