Attribute,Index,Clean Value,Dirty Value
article_title,134,mobilisation with movement and exercise corticosteroid injection or wait and see for tennis elbow, mobilisation with movement and exercise corticosteroid injection or wait and see for tennis elbow
journal_title,16,british journal of dermatology.,british journal of dermatoogy. 
journal_title,35,journal of stroke and cerebrovascular diseases : the official journal of national stroke association,empty
journal_title,49,the journal of clinical psychiatry,the journal of clinical psychxiatry
journal_title,54,journal of science and medicine in sport / sports medicine australia,journal of scienche and medicine in sport / sports medicine australia
journal_title,57,journal of clinical anesthesia,journal of clinica lanesthesia
journal_title,130,curr. vasc. pharmacol.,curr. vasc. parmacol.
journal_title,134,bmj 2006 333:939, bmj 2006 333:939
journal_title,163,empty,nlul
journal_title,177,ann n y acad sci,ann pn y acad sci
journal_title,181,haematologica,empty
journal_title,187,radiotherapy and oncology,radhiotherapy and oncology
journal_title,212,international archives of occupational and environmental health,international archives of occupationaland environmental health
journal_title,224,int j obes (lond),empty
journal_title,268,journal of sexual medicine,jornal of sexual medicine
journal_title,289,plos one,plosone
journal_title,320,cardiology in the young,cardiloogy in the young
journal_title,321,urban studies (routledge),empty
journal_title,352,east african medical journal,east african medicalt journal
journal_title,372,annals of internal medicine,empty
journal_title,398,anesthesia and analgesia,anestehsia and analgesia
journal_title,419,clinical cardiology,clinical cardiolgy
journal_title,428,anadolu kardiyoloji dergisi : akd = the anatolian journal of cardiology,empty
journal_title,444,italian journal of psychopathology,italian jornal of psychopathology
journal_title,447,frontiers in human neuroscience,frontiers in human nuroscience
journal_title,469,surg. endosc. interv. tech.,sugr. endosc. interv. tech.
journal_title,476,physics in medicine and biology,physics in medicine and biloogy
journal_title,487,physiotherapy,physiothherapy
journal_title,497,proceedings of the asme pressure vessels and piping conference 2010 vol 7,empty
journal_title,525,the journal of biological chemistry,empty
journal_title,532,science (new york n.y.),science (new yor n.y.)
journal_title,547,empty,nlul
journal_title,551,journal of stroke and cerebrovascular diseases : the official journal of national stroke association,journal of stroke andd cerebrovascular diseases : the official journal of national stroke association
