Attribute: index, MSE: nan, Jaccard: 0.0
Attribute: name, MSE: nan, Jaccard: 0.13705056643641989
Attribute: surname, MSE: nan, Jaccard: 0.03056768558951961
Attribute: birthyear, MSE: nan, Jaccard: 0.28471273557396315
Attribute: birthplace, MSE: nan, Jaccard: 0.10787281823867201
Attribute: position, MSE: nan, Jaccard: 0.8541951904453575
Attribute: team, MSE: nan, Jaccard: 0.057890682155453566
Attribute: city, MSE: nan, Jaccard: 0.06893952119909275
Attribute: stadium, MSE: nan, Jaccard: 0.3574793098813247
Attribute: season, MSE: nan, Jaccard: 0.29576946269165283
Attribute: manager, MSE: nan, Jaccard: 0.07076139551965732
加权混合距离: 0.1029654258059597
