Attribute: index, MSE: nan, Jaccard: 0.0
Attribute: ProviderNumber, MSE: nan, Jaccard: 0.044806138731969924
Attribute: HospitalName, MSE: nan, Jaccard: 0.3679137757667169
Attribute: Address1, MSE: nan, Jaccard: 0.06468085106382981
Attribute: Address2, MSE: nan, Jaccard: nan
Attribute: Address3, MSE: nan, Jaccard: nan
Attribute: City, MSE: nan, Jaccard: 0.1593416858008052
Attribute: State, MSE: nan, Jaccard: 0.5017857142857143
Attribute: ZipCode, MSE: nan, Jaccard: 0.12582641847947973
Attribute: CountyName, MSE: nan, Jaccard: 0.08666666666666656
Attribute: PhoneNumber, MSE: nan, Jaccard: 0.061332709843348154
Attribute: HospitalType, MSE: nan, Jaccard: 0.8012
Attribute: HospitalOwner, MSE: nan, Jaccard: 0.12313016197223814
Attribute: EmergencyService, MSE: nan, Jaccard: 0.5005847953216375
Attribute: Condition, MSE: nan, Jaccard: 0.1842165241321334
Attribute: MeasureCode, MSE: nan, Jaccard: 0.3873742885264849
Attribute: MeasureName, MSE: nan, Jaccard: 0.23175693140674636
Check if attribute Score contains numeric data!
Attribute: Score, MSE: nan, Jaccard: 0.21276480412597165
Attribute: Sample, MSE: nan, Jaccard: 0.11908780284510911
Attribute: Stateavg, MSE: nan, Jaccard: 0.43938673823141094
Weighted Hybrid Distance: 0.12255155575556283
