Attribute: index, MSE: nan, Jaccard: 0.0
Attribute: ProviderNumber, MSE: nan, Jaccard: 0.012980769230769185
Attribute: HospitalName, MSE: nan, Jaccard: 0.11352023809523815
Attribute: Address1, MSE: nan, Jaccard: 0.012980769230769185
Attribute: Address2, MSE: nan, Jaccard: nan
Attribute: Address3, MSE: nan, Jaccard: nan
Attribute: City, MSE: nan, Jaccard: 0.011431907320501367
Attribute: State, MSE: nan, Jaccard: 0.0
Attribute: ZipCode, MSE: nan, Jaccard: 0.03990064813235539
Attribute: CountyName, MSE: nan, Jaccard: 0.011498141498141545
Attribute: PhoneNumber, MSE: nan, Jaccard: 0.012980769230769185
Attribute: HospitalType, MSE: nan, Jaccard: 0.0
Attribute: HospitalOwner, MSE: nan, Jaccard: 0.13963273768882722
Attribute: EmergencyService, MSE: nan, Jaccard: 0.10041144200626961
Attribute: Condition, MSE: nan, Jaccard: 0.0
Attribute: MeasureCode, MSE: nan, Jaccard: 0.0
Attribute: MeasureName, MSE: nan, Jaccard: 0.0
Attribute: Score, MSE: nan, Jaccard: 0.0
Attribute: Sample, MSE: nan, Jaccard: 0.0
Attribute: Stateavg, MSE: nan, Jaccard: 0.4271864619445652
º”»®ªÏ∫œæ‡¿Î: 0.024514552343839056
