Attribute: index, MSE: nan, Jaccard: 0.0
Attribute: name, MSE: nan, Jaccard: 0.0
Attribute: surname, MSE: nan, Jaccard: 0.5508816555647054
Attribute: birthyear, MSE: nan, Jaccard: 0.8104110427307898
Attribute: birthplace, MSE: nan, Jaccard: 0.5575271307074372
Attribute: position, MSE: nan, Jaccard: 0.9592098706825849
Attribute: team, MSE: nan, Jaccard: 0.8980835861482696
Attribute: city, MSE: nan, Jaccard: 0.0
Attribute: stadium, MSE: nan, Jaccard: 0.8659628809805379
Attribute: season, MSE: nan, Jaccard: 0.0
Attribute: manager, MSE: nan, Jaccard: 0.0
加权混合距离: 0.21100346212792384
