Attribute: index, MSE: nan, Jaccard: 0.0
Attribute: name, MSE: nan, Jaccard: 0.0
Attribute: surname, MSE: nan, Jaccard: 0.30422713313843197
Attribute: birthyear, MSE: nan, Jaccard: 0.5825203280730027
Attribute: birthplace, MSE: nan, Jaccard: 0.372651836396799
Attribute: position, MSE: nan, Jaccard: 0.9350116327102769
Attribute: team, MSE: nan, Jaccard: 0.6016258215372072
Attribute: city, MSE: nan, Jaccard: 0.0
Attribute: stadium, MSE: nan, Jaccard: 0.8216114727755608
Attribute: season, MSE: nan, Jaccard: 0.0
Attribute: manager, MSE: nan, Jaccard: 0.0
加权混合距离: 0.16443855566505813
