Attribute: index, MSE: nan, Jaccard: 0.0
Attribute: name, MSE: nan, Jaccard: 0.0
Attribute: surname, MSE: nan, Jaccard: 0.09682083356714721
Attribute: birthyear, MSE: nan, Jaccard: 0.0
Attribute: birthplace, MSE: nan, Jaccard: 0.0
Attribute: position, MSE: nan, Jaccard: 0.8445420605111693
Attribute: team, MSE: nan, Jaccard: 0.5563975501992315
Attribute: city, MSE: nan, Jaccard: 0.030712830179991824
Attribute: stadium, MSE: nan, Jaccard: 0.31290815868167654
Attribute: season, MSE: nan, Jaccard: 0.9287923179200239
Attribute: manager, MSE: nan, Jaccard: 0.0
º”»®ªÏ∫œæ‡¿Î: 0.12591698868451093
