864.sched_dep_time,04:1i6 PM,04:16 PM
1349.sched_arr_time,t01:17 PM,01:17 PM
2223.sched_dep_time,01:30 MP,01:30 PM
1275.act_dep_time,0508 PM,05:08 PM
2030.sched_arr_time,a05:55 PM,05:55 PM
501.act_dep_time,08:25PM,08:25 PM
8.sched_dep_time,04:15 MP,04:15 PM
563.sched_arr_time,04:57 PgM,04:57 PM
321.act_arr_time,0:447 PM,04:47 PM
125.sched_arr_time,8:27 AM,08:27 AM
215.sched_dep_time,06:u59 AM,06:59 AM
23.sched_arr_time,1:035 AM,10:35 AM
746.sched_arr_time,h01:17 PM,01:17 PM
876.act_dep_time,7:22 AM,07:22 AM
1453.act_dep_time,08:42 tAM,08:42 AM
1290.sched_dep_time,06:5 9AM,06:59 AM
1040.act_arr_time,1004 AM,10:04 AM
2120.sched_dep_time,07:53 AM,07:35 AM
1366.act_arr_time,01:36 AM,10:36 AM
502.act_dep_time,07:2 2AM,07:22 AM
477.act_arr_time,0246 PM,02:46 PM
502.sched_dep_time,x06:59 AM,06:59 AM
952.sched_dep_time,08:2 0PM,08:20 PM
215.act_dep_time,07:22AM,07:22 AM
1685.sched_arr_time,01:45 M,01:45 PM
1589.sched_arr_time,10h:15 PM,10:15 PM
1709.act_arr_time,1:04 AM,10:04 AM
422.sched_dep_time,07a:55 AM,07:55 AM
2294.sched_dep_time,04:5u5 PM,04:55 PM
1621.sched_dep_time,06:5j9 AM,06:59 AM
117.act_dep_time,07:22 tAM,07:22 AM
876.act_arr_time,h10:04 AM,10:04 AM
334.sched_dep_time,04:00 MP,04:00 PM
1879.sched_arr_time,07:v03 PM,07:03 PM
2253.sched_dep_time,06:00 fAM,06:00 AM
336.sched_arr_time,10:45 MA,10:45 AM
529.act_dep_time,0739 AM,07:39 AM
490.act_dep_time,04:15p PM,04:15 PM
1374.act_dep_time,05:0 8PM,05:08 PM
1709.sched_dep_time,06:59 M,06:59 AM
2175.act_dep_time,0w4:29 PM,04:29 PM
1628.sched_arr_time,0:555 PM,05:55 PM
775.act_arr_time,10:04l AM,10:04 AM
1809.act_dep_time,05:08 M,05:08 PM
169.sched_arr_time,0955 AM,09:55 AM
2360.act_arr_time,10:04 hAM,10:04 AM
117.sched_dep_time,06:95 AM,06:59 AM
1868.sched_arr_time,02:g50 PM,02:50 PM
1600.sched_arr_time,10:17 PM,01:17 PM
306.sched_dep_time,06:5 9AM,06:59 AM
1874.sched_arr_time,01:1 PM,01:16 PM
1323.act_arr_time,03:14 MP,03:14 PM
1240.sched_arr_time,12:a35 PM,12:35 PM
363.sched_arr_time,1:17 PM,01:17 PM
1554.act_arr_time,1:04 AM,10:04 AM
176.sched_arr_time,01:1 7PM,01:17 PM
1121.act_dep_time,0f5:08 PM,05:08 PM
1613.act_dep_time,05:80 PM,05:08 PM
561.sched_arr_time,0117 PM,01:17 PM
2101.act_dep_time,05:08 kPM,05:08 PM
794.sched_dep_time,06:59 MA,06:59 AM
2220.act_arr_time,10:04 MA,10:04 AM
1597.sched_arr_time,01:16P M,01:16 PM
1388.sched_dep_time,06:5 AM,06:59 AM
2026.sched_arr_time,04:5j3 PM,04:53 PM
1823.sched_dep_time,m06:59 AM,06:59 AM
1015.act_dep_time,08:04A M,08:04 AM
2029.act_dep_time,02:44PM,02:44 PM
2066.sched_arr_time,01:16P M,01:16 PM
1249.sched_arr_time,01:17 M,01:17 PM
1135.sched_dep_time,06:59 M,06:59 AM
1769.sched_dep_time,11:25 PqM,11:25 PM
463.sched_arr_time,0117 PM,01:17 PM
2206.act_dep_time,05:0 8PM,05:08 PM
2291.sched_dep_time,0:915 AM,09:15 AM
995.sched_arr_time,7:25 PM,07:25 PM
1845.act_arr_time,06:43 MP,06:43 PM
1673.act_dep_time,12:21 PM,12:12 PM
927.sched_dep_time,02:55 MP,02:55 PM
694.act_dep_time,07:22 AqM,07:22 AM
1487.act_dep_time,0:556 AM,05:56 AM
265.act_dep_time,10:19A M,10:19 AM
1539.act_dep_time,05:08 rPM,05:08 PM
1027.act_dep_time,02:1w0 PM,02:10 PM
1521.act_arr_time,03:v21 PM,03:21 PM
2001.act_dep_time,50:08 PM,05:08 PM
1924.sched_dep_time,06:5u9 AM,06:59 AM
794.act_dep_time,07:2 AM,07:22 AM
2156.act_arr_time,09:3x2 AM,09:32 AM
2001.sched_dep_time,04:5 PM,04:55 PM
1513.sched_arr_time,01r:17 PM,01:17 PM
1224.sched_arr_time,09:04 AM,09:40 AM
862.act_dep_time,05:0 8PM,05:08 PM
6.act_dep_time,11:25 PhM,11:25 PM
404.sched_dep_time,06:59A M,06:59 AM
824.act_arr_time,05:2 AM,05:26 AM
1554.sched_dep_time,0:659 AM,06:59 AM
99.sched_arr_time,12:1 8PM,12:18 PM
2015.act_arr_time,10:04 MA,10:04 AM
1290.act_arr_time,1:004 AM,10:04 AM
1647.sched_dep_time,07:z30 AM,07:30 AM
1860.sched_arr_time,0:15 PM,10:15 PM
1413.sched_arr_time,02:25 qPM,02:25 PM
1069.act_arr_time,06:9 AM,06:19 AM
1736.sched_dep_time,70:53 AM,07:53 AM
306.act_dep_time,07:22 ApM,07:22 AM
694.act_arr_time,10:40 AM,10:04 AM
837.sched_arr_time,10:17 PM,01:17 PM
404.act_dep_time,07:22 AcM,07:22 AM
391.act_dep_time,04:28p PM,04:28 PM
876.sched_dep_time,06:59 AgM,06:59 AM
655.sched_arr_time,0117 PM,01:17 PM
775.act_dep_time,07e:22 AM,07:22 AM
891.sched_arr_time,05:5 5PM,05:55 PM
1664.sched_arr_time,10:5 PM,10:15 PM
1618.sched_dep_time,04:25PM,04:25 PM
2240.act_dep_time,01:19PM,01:19 PM
775.sched_dep_time,06:59A M,06:59 AM
2010.act_arr_time,04:17P M,04:17 PM
109.sched_arr_time,0:59 PM,02:59 PM
1429.sched_arr_time,0:17 PM,01:17 PM
2293.sched_dep_time,07:10v AM,07:10 AM
603.act_dep_time,7:22 AM,07:22 AM
1448.sched_arr_time,y01:16 PM,01:16 PM
106.act_arr_time,09:53t PM,09:53 PM
2309.sched_dep_time,02:3 PM,02:35 PM
1704.sched_dep_time,0133 PM,01:33 PM
297.act_arr_time,09:5 PM,09:53 PM
1425.act_arr_time,0343 PM,03:43 PM
168.sched_arr_time,0:06 AM,10:06 AM
1900.sched_arr_time,10:35 M,10:35 AM
1096.sched_arr_time,01:c17 PM,01:17 PM
1700.act_dep_time,0508 PM,05:08 PM
1135.act_arr_time,u10:04 AM,10:04 AM
2124.act_arr_time,0s2:00 PM,02:00 PM
1606.sched_arr_time,12:35 M,12:35 PM
1924.act_arr_time,10:04 MA,10:04 AM
694.sched_dep_time,60:59 AM,06:59 AM
2115.act_arr_time,1:04 AM,10:04 AM
1621.act_arr_time,10:04 MA,10:04 AM
1630.act_arr_time,1:43 PM,01:43 PM
311.sched_dep_time,02:3 PM,02:53 PM
1458.sched_arr_time,05:35AM,05:35 AM
393.act_arr_time,09:53P M,09:53 PM
599.act_arr_time,12:29 MA,12:29 AM
12.act_arr_time,11:01 MA,11:01 AM
2322.sched_arr_time,09:w40 AM,09:40 AM
2170.sched_arr_time,09:1 AM,09:21 AM
1388.act_arr_time,10:04 MA,10:04 AM
1823.act_arr_time,10:04AM,10:04 AM
2049.sched_arr_time,10:4l5 AM,10:45 AM
1444.sched_dep_time,05:25P M,05:25 PM
2225.sched_dep_time,07:35AM,07:35 AM
880.act_dep_time,03:h01 PM,03:01 PM
1966.sched_arr_time,1:16 PM,01:16 PM
603.sched_dep_time,06c:59 AM,06:59 AM
1909.act_dep_time,0508 PM,05:08 PM
2050.act_arr_time,0:14 PM,03:14 PM
1617.sched_arr_time,09:10 PmM,09:10 PM
1339.sched_arr_time,0:16 PM,01:16 PM
1774.sched_arr_time,01:16PM,01:16 PM
603.act_arr_time,10:04 MA,10:04 AM
2303.act_arr_time,10:04AM,10:04 AM
1255.act_dep_time,02:4 PM,02:04 PM
2294.act_dep_time,05:0 PM,05:08 PM
1040.sched_dep_time,06:59y AM,06:59 AM
378.sched_arr_time,05:15 PuM,05:15 PM
1439.sched_arr_time,01:16PM,01:16 PM
1346.act_arr_time,1:32 AM,11:32 AM
1694.sched_arr_time,9:10 PM,09:10 PM
204.act_arr_time,09:35 PM,09:53 PM
2171.sched_arr_time,01:16x PM,01:16 PM
1503.sched_arr_time,01:16 PiM,01:16 PM
2206.sched_dep_time,04:5e5 PM,04:55 PM
1211.act_arr_time,11:06 AM***,11:06 AM
794.act_arr_time,10:0p4 AM,10:04 AM
2101.sched_dep_time,v04:55 PM,04:55 PM
1519.act_arr_time,03:30 rPM,03:30 PM
