没有指定错误比例，仅进行原数据集的空值替换，不添加错误
已将注入错误的文件保存到: Data/1_hospitals/clean_index.csv
没有指定错误比例，仅进行原数据集的空值替换，不添加错误
已将注入错误的文件保存到: Data/1_hospitals/noise_with_correct_primary_key/dirty_mixed_2/dirty_hospitals_mix_2.csv
Running Horizon with dirty file: Data/1_hospitals/noise_with_correct_primary_key/dirty_mixed_2/dirty_hospitals_mix_2.csv
( helen keiller memorial hospital , 2563864556 ), 0.001000
( helen keiller memorial hospital , 35660 ), 0.001000
( helen keiller memorial hospital , 10019 ), 0.001000
( helen keiller memorial hospital , 1300 south montgomery avenue ), 0.001000
( helen keiller memorial hospital , government - hospital district or authority ), 0.001000
( helen keiller memorial hospital , sheffield ), 0.001000
( helen keiller memorial hospital , al ), 0.001000
( prattville baptist hospital , 3343614267 ), 0.017000
( prattville baptist hospital , 36067 ), 0.017000
( prattville baptist hospital , 10108 ), 0.017000
( prattville baptist hospital , 124 s memorial dr ), 0.017000
( prattville baptist hospital , voluntary non-profit - private ), 0.017000
( prattville baptist hospital , prattville ), 0.016000
( prattville baptist hospital , prattvilwle ), 0.001000
( prattville baptist hospital , al ), 0.017000
( huntsville hospital , 2562651000 ), 0.024000
( huntsville hospital , 256265100 ), 0.001000
( huntsville hospital , 256t2651000 ), 0.001000
( huntsville hospital , 2566251000 ), 0.001000
( huntsville hospital , empty ), 0.005000
( huntsville hospital , 35801 ), 0.026000
( huntsville hospital , 53801 ), 0.001000
( huntsville hospital , 35a801 ), 0.001000
( huntsville hospital , 10039 ), 0.028000
( huntsville hospital , 101 sivley rd ), 0.027000
( huntsville hospital , 101 sivgley rd ), 0.001000
( huntsville hospital , government - hospital district or authority ), 0.026000
( huntsville hospital , huntsville ), 0.027000
( huntsville hospital , huntsvilel ), 0.001000
( huntsville hospital , al ), 0.026000
( southeast alaama medical center , 3347938701 ), 0.002000
( southeast alaama medical center , 36302 ), 0.002000
( southeast alaama medical center , 10001 ), 0.002000
( southeast alaama medical center , 1108 ross clark circle ), 0.002000
( southeast alaama medical center , government - hospital district or authority ), 0.002000
( southeast alaama medical center , dothan ), 0.002000
( southeast alaama medical center , al ), 0.002000
( stringfellow memorial hopsital , 2562358900 ), 0.001000
( stringfellow memorial hopsital , 36201 ), 0.001000
( stringfellow memorial hopsital , 10038 ), 0.001000
( stringfellow memorial hopsital , 301 east 18th st ), 0.001000
( stringfellow memorial hopsital , proprietary ), 0.001000
( stringfellow memorial hopsital , anniston ), 0.001000
( stringfellow memorial hopsital , al ), 0.001000
( dekalb regional medical cneter , 2568453150 ), 0.001000
( dekalb regional medical cneter , 35968 ), 0.001000
( dekalb regional medical cneter , 10012 ), 0.001000
( dekalb regional medical cneter , 200 med center drive ), 0.001000
( dekalb regional medical cneter , volutary non-profit - church ), 0.001000
( dekalb regional medical cneter , fort payne ), 0.001000
( dekalb regional medical cneter , al ), 0.001000
( southeast alabama emdical center , 3347938701 ), 0.001000
( southeast alabama emdical center , 36302 ), 0.001000
( southeast alabama emdical center , 10001 ), 0.001000
( southeast alabama emdical center , 1108 ross clark circle ), 0.001000
( southeast alabama emdical center , government - hospital district or authority ), 0.001000
( southeast alabama emdical center , dothan ), 0.001000
( southeast alabama emdical center , al ), 0.001000
( marshall medical center south , 2565938310 ), 0.010000
( marshall medical center south , 2565938r310 ), 0.001000
( marshall medical center south , 35957 ), 0.011000
( marshall medical center south , 10005 ), 0.011000
( marshall medical center south , 2505 u s highway 431 north ), 0.009000
( marshall medical center south , 2550 u s highway 431 north ), 0.001000
( marshall medical center south , 2505 u s higway 431 north ), 0.001000
( marshall medical center south , government - hospital district or authority ), 0.011000
( marshall medical center south , boaz ), 0.010000
( marshall medical center south , empty ), 0.001000
( marshall medical center south , al ), 0.010000
( marshall medical center south , l ), 0.001000
( marion regional medica lcenter , 2059216200 ), 0.001000
( marion regional medica lcenter , 35570 ), 0.001000
( marion regional medica lcenter , 10044 ), 0.001000
( marion regional medica lcenter , 1256 military street south ), 0.001000
( marion regional medica lcenter , voluntary non-profit - private ), 0.001000
( marion regional medica lcenter , hamilton ), 0.001000
( marion regional medica lcenter , al ), 0.001000
( helen nkeller memorial hospital , 2563864556 ), 0.001000
( helen nkeller memorial hospital , 35660 ), 0.001000
( helen nkeller memorial hospital , 10019 ), 0.001000
( helen nkeller memorial hospital , 1300 south montgomery avenue ), 0.001000
( helen nkeller memorial hospital , government - hospital district or authority ), 0.001000
( helen nkeller memorial hospital , sheffield ), 0.001000
( helen nkeller memorial hospital , al ), 0.001000
( southeast alabama medical center , 3347938701 ), 0.002000
( southeast alabama medical center , 36302 ), 0.002000
( southeast alabama medical center , 10001 ), 0.002000
( southeast alabama medical center , 1108 ross clark circle ), 0.002000
( southeast alabama medical center , government - hospital district or authority ), 0.002000
( southeast alabama medical center , dothan ), 0.002000
( southeast alabama medical center , al ), 0.002000
( baptist medical center south , 3342882100 ), 0.025000
( baptist medical center south , 36116 ), 0.024000
( baptist medical center south , empty ), 0.002000
( baptist medical center south , 10023 ), 0.025000
( baptist medical center south , 2105 east south boulevard ), 0.025000
( baptist medical center south , voluntary non-profit - church ), 0.025000
( baptist medical center south , montgomery ), 0.025000
( baptist medical center south , al ), 0.024000
( southeast alabama medical cneter , 3347938701 ), 0.001000
( southeast alabama medical cneter , 36302 ), 0.001000
( southeast alabama medical cneter , 10001 ), 0.001000
( southeast alabama medical cneter , 1108 ross clark circle ), 0.001000
( southeast alabama medical cneter , government - hospital district or authority ), 0.001000
( southeast alabama medical cneter , dothan ), 0.001000
( southeast alabama medical cneter , al ), 0.001000
( maion regional medical center , 2059216200 ), 0.001000
( maion regional medical center , 35570 ), 0.001000
( maion regional medical center , 10044 ), 0.001000
( maion regional medical center , 1256 military street south ), 0.001000
( maion regional medical center , voluntary non-profit - private ), 0.001000
( maion regional medical center , hamilton ), 0.001000
( maion regional medical center , al ), 0.001000
( souteast alabama medical center , 3347938701 ), 0.001000
( souteast alabama medical center , 36302 ), 0.001000
( souteast alabama medical center , 10001 ), 0.001000
( souteast alabama medical center , 1108 ross clar circle ), 0.001000
( souteast alabama medical center , government - hospital district or authority ), 0.001000
( souteast alabama medical center , empty ), 0.001000
( souteast alabama medical center , al ), 0.001000
( elba geenral hospital , 3348972257 ), 0.001000
( elba geenral hospital , 36323 ), 0.001000
( elba geenral hospital , 10027 ), 0.001000
( elba geenral hospital , 987 drayton street ), 0.001000
( elba geenral hospital , voluntary non-profit - other ), 0.001000
( elba geenral hospital , elba ), 0.001000
( elba geenral hospital , al ), 0.001000
( cullman regional medical center , 2567372000 ), 0.024000
( cullman regional medical center , 2567372000*** ), 0.001000
( cullman regional medical center , 35058 ), 0.024000
( cullman regional medical center , 5058 ), 0.001000
( cullman regional medical center , 10035 ), 0.025000
( cullman regional medical center , 1912 alabama highway 157 ), 0.025000
( cullman regional medical center , government - hospital district or authority ), 0.025000
( cullman regional medical center , culman ), 0.001000
( cullman regional medical center , cullman ), 0.024000
( cullman regional medical center , al ), 0.024000
( cullman regional medical center , l ), 0.001000
( dekalb regional medical center , 2568453150 ), 0.018000
( dekalb regional medical center , 568453150 ), 0.001000
( dekalb regional medical center , 35968 ), 0.019000
( dekalb regional medical center , 10012 ), 0.019000
( dekalb regional medical center , 200 med center drive ), 0.017000
( dekalb regional medical center , empty ), 0.004000
( dekalb regional medical center , 200 med cente rdrive ), 0.001000
( dekalb regional medical center , voluntary non-profit - church ), 0.016000
( dekalb regional medical center , fort payne ), 0.009000
( dekalb regional medical center , birmingham ), 0.010000
( dekalb regional medical center , al ), 0.019000
( southeast alabama medical cetner , 3347938701 ), 0.001000
( southeast alabama medical cetner , 36302 ), 0.001000
( southeast alabama medical cetner , 10001 ), 0.001000
( southeast alabama medical cetner , 1108 ross clark circle ), 0.001000
( southeast alabama medical cetner , government - hospital district or authority ), 0.001000
( southeast alabama medical cetner , dothan ), 0.001000
( southeast alabama medical cetner , al ), 0.001000
( alaska regional hospital , 9072761131 ), 0.017000
( alaska regional hospital , 99508 ), 0.015000
( alaska regional hospital , 99580 ), 0.001000
( alaska regional hospital , empty ), 0.004000
( alaska regional hospital , 20017 ), 0.017000
( alaska regional hospital , 2801 debarr road ), 0.016000
( alaska regional hospital , 2801 debarr rsoad ), 0.001000
( alaska regional hospital , proprietary ), 0.013000
( alaska regional hospital , proprietayr ), 0.001000
( alaska regional hospital , proprietray ), 0.001000
( alaska regional hospital , prporietary ), 0.001000
( alaska regional hospital , anchorage ), 0.016000
( alaska regional hospital , ak ), 0.016000
( sooutheast alabama medical center , 3347938701 ), 0.001000
( sooutheast alabama medical center , 36302 ), 0.001000
( sooutheast alabama medical center , 10001 ), 0.001000
( sooutheast alabama medical center , 1108 ross clark circle ), 0.001000
( sooutheast alabama medical center , government - hospital district or authority ), 0.001000
( sooutheast alabama medical center , dothan ), 0.001000
( sooutheast alabama medical center , al ), 0.001000
( east alabama medical center and snf , 3347493411 ), 0.023000
( east alabama medical center and snf , 36801 ), 0.023000
( east alabama medical center and snf , 10029 ), 0.023000
( east alabama medical center and snf , 2000 pepperell parkway ), 0.023000
( east alabama medical center and snf , government - hospital district or authority ), 0.021000
( east alabama medical center and snf , government - hospital district or auhority ), 0.001000
( east alabama medical center and snf , empty ), 0.002000
( east alabama medical center and snf , opelika ), 0.022000
( east alabama medical center and snf , oeplika ), 0.001000
( east alabama medical center and snf , al ), 0.022000
( st vincents blount , 2052743000 ), 0.019000
( st vincents blount , empty ), 0.004000
( st vincents blount , 35121 ), 0.020000
( st vincents blount , 10050 ), 0.020000
( st vincents blount , 150 gilbreath drive ), 0.017000
( st vincents blount , 150 gilbreath dive ), 0.001000
( st vincents blount , 150 iglbreath drive ), 0.001000
( st vincents blount , voluntary non-profit - private ), 0.020000
( st vincents blount , oneonta ), 0.019000
( st vincents blount , oneonat ), 0.001000
( st vincents blount , al ), 0.017000
( st vincents blount , l ), 0.001000
( southeats alabama medical center , 3347938701 ), 0.002000
( southeats alabama medical center , 36302 ), 0.002000
( southeats alabama medical center , 10001 ), 0.002000
( southeats alabama medical center , 1108 ross clark circle ), 0.002000
( southeats alabama medical center , government - hospital district or authority ), 0.001000
( southeats alabama medical center , empty ), 0.001000
( southeats alabama medical center , dothan ), 0.002000
( southeats alabama medical center , al ), 0.002000
( marshall medical cnter south , 2565938310 ), 0.001000
( marshall medical cnter south , 35957 ), 0.001000
( marshall medical cnter south , 10005 ), 0.001000
( marshall medical cnter south , 2505 u s highway 431 north ), 0.001000
( marshall medical cnter south , government - hospital district or authority ), 0.001000
( marshall medical cnter south , boaz ), 0.001000
( marshall medical cnter south , al ), 0.001000
( wedowee hospital , 2563572111 ), 0.024000
( wedowee hospital , 2563572111*** ), 0.001000
( wedowee hospital , 36278 ), 0.023000
( wedowee hospital , 6278 ), 0.001000
( wedowee hospital , empty ), 0.004000
( wedowee hospital , 10032 ), 0.025000
( wedowee hospital , 209 north main street ), 0.024000
( wedowee hospital , government - local ), 0.025000
( wedowee hospital , wedowee ), 0.023000
( wedowee hospital , wedowvee ), 0.001000
( wedowee hospital , al ), 0.023000
( wedowee hospital , akl ), 0.001000
( southeast alabama medzical center , 3347938701 ), 0.001000
( southeast alabama medzical center , 36302 ), 0.001000
( southeast alabama medzical center , 10001 ), 0.001000
( southeast alabama medzical center , 1108 ross clark circle ), 0.001000
( southeast alabama medzical center , government - hospital district or authority ), 0.001000
( southeast alabama medzical center , dothan ), 0.001000
( southeast alabama medzical center , al ), 0.001000
( mizell memorial hospital , 3344933541 ), 0.012000
( mizell memorial hospital , empty ), 0.003000
( mizell memorial hospital , 36467 ), 0.008000
( mizell memorial hospital , 35233 ), 0.005000
( mizell memorial hospital , 10007 ), 0.013000
( mizell memorial hospital , 702 n main st ), 0.013000
( mizell memorial hospital , voluntary non-profit - private ), 0.012000
( mizell memorial hospital , opp ), 0.013000
( mizell memorial hospital , al ), 0.012000
( g h lanier memorial hospital , 3347561400 ), 0.025000
( g h lanier memorial hospital , 36854 ), 0.025000
( g h lanier memorial hospital , 10025 ), 0.025000
( g h lanier memorial hospital , 4800 48th st ), 0.021000
( g h lanier memorial hospital , 4800 4m8th st ), 0.001000
( g h lanier memorial hospital , empty ), 0.004000
( g h lanier memorial hospital , voluntary non-profit - other ), 0.025000
( g h lanier memorial hospital , valley ), 0.024000
( g h lanier memorial hospital , al ), 0.025000
( andalusia regional hospital , 3342228466 ), 0.018000
( andalusia regional hospital , empty ), 0.007000
( andalusia regional hospital , 36420 ), 0.023000
( andalusia regional hospital , 3g6420 ), 0.001000
( andalusia regional hospital , 10036 ), 0.024000
( andalusia regional hospital , 849 south three notch street ), 0.024000
( andalusia regional hospital , proprietary ), 0.023000
( andalusia regional hospital , andalusia ), 0.024000
