没有指定错误比例，仅进行原数据集的空值替换，不添加错误
已将注入错误的文件保存到: Data/1_hospitals/clean_index.csv
没有指定错误比例，仅进行原数据集的空值替换，不添加错误
已将注入错误的文件保存到: Data/1_hospitals/noise_with_correct_primary_key/dirty_mixed_0.75/dirty_hospitals_mix_0.75.csv
Running Horizon with dirty file: Data/1_hospitals/noise_with_correct_primary_key/dirty_mixed_0.75/dirty_hospitals_mix_0.75.csv
( hartselle medcial center , 2567736511 ), 0.001000
( hartselle medcial center , 35640 ), 0.001000
( hartselle medcial center , 10009 ), 0.001000
( hartselle medcial center , 201 pine street northwest ), 0.001000
( hartselle medcial center , empty ), 0.002000
( hartselle medcial center , al ), 0.001000
( ale medical center , 3347742601 ), 0.001000
( ale medical center , 36360 ), 0.001000
( ale medical center , 10021 ), 0.001000
( ale medical center , 126 hospital ave ), 0.001000
( ale medical center , government - hospital district or authority ), 0.001000
( ale medical center , ozark ), 0.001000
( ale medical center , al ), 0.001000
( marshall medical center north , 2565718000 ), 0.023000
( marshall medical center north , 35976 ), 0.022000
( marshall medical center north , empty ), 0.002000
( marshall medical center north , 10010 ), 0.023000
( marshall medical center north , 8000 alabama highway 69 ), 0.023000
( marshall medical center north , government - hospital district or authority ), 0.023000
( marshall medical center north , guntersville ), 0.023000
( marshall medical center north , al ), 0.022000
( northwest medical center , 2054877736 ), 0.025000
( northwest medical center , 35594 ), 0.025000
( northwest medical center , 10086 ), 0.025000
( northwest medical center , 1530 u s highway 43 ), 0.025000
( northwest medical center , proprietary ), 0.025000
( northwest medical center , winfield ), 0.025000
( northwest medical center , al ), 0.025000
( medicail center enterprise , 3343470584 ), 0.001000
( medicail center enterprise , 36330 ), 0.001000
( medicail center enterprise , 10049 ), 0.001000
( medicail center enterprise , 400 n edwards street ), 0.001000
( medicail center enterprise , proprietary ), 0.001000
( medicail center enterprise , enterprise ), 0.001000
( medicail center enterprise , al ), 0.001000
( andalusia regional hospital , 3342228466 ), 0.025000
( andalusia regional hospital , 36420 ), 0.025000
( andalusia regional hospital , 10036 ), 0.025000
( andalusia regional hospital , 849 south three notch street ), 0.025000
( andalusia regional hospital , proprietary ), 0.025000
( andalusia regional hospital , andalusia ), 0.024000
( andalusia regional hospital , empty ), 0.002000
( andalusia regional hospital , al ), 0.023000
( andalusia regional hospital , la ), 0.001000
( empty , 2563864556 ), 0.001000
( empty , 3343614267 ), 0.001000
( empty , 2562495000 ), 0.001000
( empty , 9072761131 ), 0.001000
( empty , 3343762205 ), 0.001000
( empty , 3343470584 ), 0.001000
( empty , 2052743000 ), 0.001000
( empty , 35660 ), 0.001000
( empty , 36067 ), 0.001000
( empty , 35150 ), 0.001000
( empty , 99508 ), 0.001000
( empty , 36033 ), 0.001000
( empty , 36330 ), 0.001000
( empty , 35121 ), 0.001000
( empty , 10019 ), 0.001000
( empty , 10108 ), 0.001000
( empty , 10164 ), 0.001000
( empty , 20017 ), 0.001000
( empty , 10047 ), 0.001000
( empty , 10049 ), 0.001000
( empty , 10050 ), 0.001000
( empty , 1300 south montgomery avenue ), 0.001000
( empty , 124 s memorial dr ), 0.001000
( empty , 315 w hickory st ), 0.001000
( empty , 2801 debarr road ), 0.001000
( empty , 515 miranda st ), 0.001000
( empty , 400 n edwards street ), 0.001000
( empty , 150 gilbreath drive ), 0.001000
( empty , government - hospital district or authority ), 0.001000
( empty , voluntary non-profit - private ), 0.003000
( empty , voluntary non-profit - other ), 0.001000
( empty , proprietary ), 0.002000
( empty , jefferson ), 0.001000
( empty , morgan ), 0.002000
( empty , mobile ), 0.001000
( empty , lee ), 0.001000
( empty , randolph ), 0.001000
( empty , covington ), 0.001000
( empty , yes ), 0.006000
( empty , no ), 0.001000
( empty , sheffield ), 0.001000
( empty , prattville ), 0.001000
( empty , sylacauga ), 0.001000
( empty , anchorage ), 0.001000
( empty , georgiana ), 0.001000
( empty , enterprise ), 0.001000
( empty , oneonta ), 0.001000
( empty , ami-2 ), 0.001000
( empty , pn-3b ), 0.001000
( empty , scip-vte-2 ), 0.003000
( empty , scip-inf-6 ), 0.001000
( empty , pn-6 ), 0.001000
( empty , al ), 0.006000
( empty , ak ), 0.001000
( alaska regional hospital , 9072761131 ), 0.017000
( alaska regional hospital , 99508 ), 0.016000
( alaska regional hospital , 9950k8 ), 0.001000
( alaska regional hospital , 20017 ), 0.017000
( alaska regional hospital , 2801 debarr road ), 0.017000
( alaska regional hospital , proprietary ), 0.017000
( alaska regional hospital , anchorage ), 0.017000
( alaska regional hospital , ak ), 0.017000
( cullman regional medical center , 2567372000 ), 0.024000
( cullman regional medical center , 5267372000 ), 0.001000
( cullman regional medical center , 35058 ), 0.025000
( cullman regional medical center , 10035 ), 0.025000
( cullman regional medical center , 1912 alabama highway 157 ), 0.025000
( cullman regional medical center , government - hospital district or authority ), 0.025000
( cullman regional medical center , cullman ), 0.025000
( cullman regional medical center , al ), 0.025000
( helen keller memorial hsopital , 2563864556 ), 0.001000
( helen keller memorial hsopital , 35660 ), 0.001000
( helen keller memorial hsopital , 10019 ), 0.001000
( helen keller memorial hsopital , 1300 south montgomery avenue ), 0.001000
( helen keller memorial hsopital , government - hospital district or authority ), 0.001000
( helen keller memorial hsopital , sheffield ), 0.001000
( helen keller memorial hsopital , al ), 0.001000
( baptist medical center south , 3342882100 ), 0.025000
( baptist medical center south , 36116 ), 0.025000
( baptist medical center south , 10023 ), 0.025000
( baptist medical center south , 2105 east south boulevard ), 0.024000
( baptist medical center south , 2105 east souh boulevard ), 0.001000
( baptist medical center south , voluntary non-profit - church ), 0.025000
( baptist medical center south , montgomery ), 0.025000
( baptist medical center south , al ), 0.025000
( helen keller memorial hospiatl , 2563864556 ), 0.001000
( helen keller memorial hospiatl , 35660 ), 0.001000
( helen keller memorial hospiatl , 10019 ), 0.001000
( helen keller memorial hospiatl , 1300 south montgomery avenue ), 0.001000
( helen keller memorial hospiatl , government - hospital district or authority ), 0.001000
( helen keller memorial hospiatl , sheffield ), 0.001000
( helen keller memorial hospiatl , al ), 0.001000
( st vincents blount , 2052743000 ), 0.019000
( st vincents blount , 35121 ), 0.019000
( st vincents blount , 10050 ), 0.019000
( st vincents blount , 150 gilbreath drive ), 0.018000
( st vincents blount , empty ), 0.001000
( st vincents blount , voluntary non-profit - private ), 0.019000
( st vincents blount , oneonta ), 0.019000
( st vincents blount , al ), 0.019000
( helen keller memoiral hospital , 2563864556 ), 0.001000
( helen keller memoiral hospital , 35660 ), 0.001000
( helen keller memoiral hospital , 10019 ), 0.001000
( helen keller memoiral hospital , 1300 south montgomery avenue ), 0.001000
( helen keller memoiral hospital , government - hospital district or authority ), 0.001000
( helen keller memoiral hospital , sheffield ), 0.001000
( helen keller memoiral hospital , al ), 0.001000
( coosa valley medical center , 2562495000 ), 0.017000
( coosa valley medical center , 35150 ), 0.017000
( coosa valley medical center , 10164 ), 0.017000
( coosa valley medical center , 315 w hickory st ), 0.017000
( coosa valley medical center , voluntary non-profit - other ), 0.017000
( coosa valley medical center , sylacauga ), 0.017000
( coosa valley medical center , al ), 0.017000
( georgiana hospital , 3343762205 ), 0.024000
( georgiana hospital , 36033 ), 0.024000
( georgiana hospital , 10047 ), 0.024000
( georgiana hospital , 515 miranda st ), 0.023000
( georgiana hospital , 515 misranda st ), 0.001000
( georgiana hospital , voluntary non-profit - private ), 0.023000
( georgiana hospital , voluntary on-profit - private ), 0.001000
( georgiana hospital , georgiana ), 0.024000
( georgiana hospital , al ), 0.024000
( hartselle medical center , 2567736511 ), 0.024000
( hartselle medical center , 35640 ), 0.024000
( hartselle medical center , 10009 ), 0.024000
( hartselle medical center , 201 pine street northwest ), 0.024000
( hartselle medical center , proprietary ), 0.024000
( hartselle medical center , hartselle ), 0.023000
( hartselle medical center , empty ), 0.002000
( hartselle medical center , al ), 0.023000
( marion regional mediacl center , 2059216200 ), 0.001000
( marion regional mediacl center , 35570 ), 0.001000
( marion regional mediacl center , 10044 ), 0.001000
( marion regional mediacl center , 1256 military street south ), 0.001000
( marion regional mediacl center , voluntary non-profit - private ), 0.001000
