没有指定错误比例，仅进行原数据集的空值替换，不添加错误
已将注入错误的文件保存到: Data/2_flights/clean_index.csv
没有指定错误比例，仅进行原数据集的空值替换，不添加错误
已将注入错误的文件保存到: Data/2_flights/noise_with_correct_primary_key/dirty_mixed_1.25/dirty_flights_mix_1.25.csv
Running Horizon with dirty file: Data/2_flights/noise_with_correct_primary_key/dirty_mixed_1.25/dirty_flights_mix_1.25.csv
( UA-2906-PHL-MCO , 06:38 PM ), 0.010101
( UA-2906-PHL-MCO , 06:23 PM ), 0.009259
( UA-2906-PHL-MCO , empty ), 0.001263
( UA-2906-PHL-MCO , 04:28 PM ), 0.009680
( UA-2906-PHL-MCO , 03:50 PM ), 0.010101
( AA-4344-ORD-DTW , 02:10 PM ), 0.009259
( AA-4344-ORD-DTW , 02:r10 PM ), 0.000421
( AA-4344-ORD-DTW , 02:00 PM ), 0.009259
( AA-4344-ORD-DTW , empty ), 0.000421
( AA-4344-ORD-DTW , 12:13 PM ), 0.009680
( AA-4344-ORD-DTW , 11:45 AM ), 0.009680
( AA-4277-CVG-JFK , 01:43 PM ), 0.010943
( AA-4277-CVG-JFK , 02:15 PM ), 0.010101
( AA-4277-CVG-JFK , 02:15 M ), 0.000421
( AA-4277-CVG-JFK , empty ), 0.002104
( AA-4277-CVG-JFK , 12:10 PM ), 0.020202
( CO-1023-IAH-DEN , 01:14 PM ), 0.009259
( CO-1023-IAH-DEN , 01:17 PM ), 0.001263
( CO-1023-IAH-DEN , 01:17P M ), 0.000421
( CO-1023-IAH-DEN , 01:17 M ), 0.000421
( CO-1023-IAH-DEN , 01:71 PM ), 0.000421
( CO-1023-IAH-DEN , c01:17 PM ), 0.000421
( CO-1023-IAH-DEN , empty ), 0.000842
( CO-1023-IAH-DEN , 01:1 PM ), 0.001263
( CO-1023-IAH-DEN , 01:17 PhM ), 0.000421
( CO-1023-IAH-DEN , 10:17 PM ), 0.000842
( CO-1023-IAH-DEN , 01:7 PM ), 0.000421
( CO-1023-IAH-DEN , 01:1 7PM ), 0.000421
( CO-1023-IAH-DEN , 01:17p PM ), 0.000421
( CO-1023-IAH-DEN , 0117 PM ), 0.000421
( CO-1023-IAH-DEN , 01:1a7 PM ), 0.000421
( CO-1023-IAH-DEN , 1:17 PM ), 0.000421
( CO-1023-IAH-DEN , 01:17PM ), 0.000842
( CO-1023-IAH-DEN , 11:56 AM ), 0.008838
( CO-1023-IAH-DEN , 11:40 AM ), 0.009259
( AA-3823-LAX-DEN , 12:15 AM ), 0.021465
( AA-3823-LAX-DEN , empty ), 0.000421
( AA-3823-LAX-DEN , 09:00 PM ), 0.021886
( AA-404-MIA-MCO , 07:40 AM ), 0.011364
( AA-404-MIA-MCO , 07:45 AM ), 0.010943
( AA-404-MIA-MCO , 07:45t AM ), 0.000421
( AA-404-MIA-MCO , 06:57 AM ), 0.011364
( AA-404-MIA-MCO , 06:45 AM ), 0.011364
( AA-789-ORD-DEN , 03:13 PM ), 0.010943
( AA-789-ORD-DEN , empty ), 0.000842
( AA-789-ORD-DEN , 02:35 PM ), 0.011785
( AA-789-ORD-DEN , 01:19 PM ), 0.011785
( AA-789-ORD-DEN , 01:05 PM ), 0.011785
( UA-3515-IAD-MSP , 09:56 AM ), 0.007997
( UA-3515-IAD-MSP , empty ), 0.000842
( UA-3515-IAD-MSP , 10:06 AM ), 0.007997
( UA-3515-IAD-MSP , 08:12 AM ), 0.008418
( UA-3515-IAD-MSP , 08:15 AM ), 0.007997
( UA-3515-IAD-MSP , 08:15 MA ), 0.000421
( AA-3809-PHX-LAX , 06:19 AM ), 0.011364
( AA-3809-PHX-LAX , 06:40 AM ), 0.010522
( AA-3809-PHX-LAX , 60:40 AM ), 0.000421
( AA-3809-PHX-LAX , 06:4 0AM ), 0.000421
( AA-3809-PHX-LAX , 06:10 AM ), 0.010101
( AA-3809-PHX-LAX , empty ), 0.001263
( AA-3809-PHX-LAX , 06:01 AM ), 0.000421
( AA-3809-PHX-LAX , 06:00 AM ), 0.010943
( AA-2957-DFW-CVG , 11:01 AM ), 0.010101
( AA-2957-DFW-CVG , empty ), 0.000842
( AA-2957-DFW-CVG , 11:05 AM ), 0.010101
( AA-2957-DFW-CVG , 11:a05 AM ), 0.000421
( AA-2957-DFW-CVG , 08:04 AM ), 0.010101
( AA-2957-DFW-CVG , 07:55 AM ), 0.010522
( AA-1886-BOS-MIA , 01:40 PM ), 0.007997
( AA-1886-BOS-MIA , 02:20 PM ), 0.007997
( AA-1886-BOS-MIA , 10:55 AM ), 0.007997
( AA-1886-BOS-MIA , 10:45 AM ), 0.007997
( AA-1221-MCO-ORD , 09:53 PM ), 0.006313
( AA-1221-MCO-ORD , 0953 PM ), 0.000842
( AA-1221-MCO-ORD , 09:53 M ), 0.000842
( AA-1221-MCO-ORD , 09:53PM ), 0.000421
( AA-1221-MCO-ORD , 09v:53 PM ), 0.000421
( AA-1221-MCO-ORD , 09:53 MP ), 0.000421
( AA-1221-MCO-ORD , 09h:53 PM ), 0.000421
( AA-1221-MCO-ORD , 09:5r3 PM ), 0.000421
( AA-1221-MCO-ORD , 09:3 PM ), 0.000421
( AA-1221-MCO-ORD , 09m:53 PM ), 0.000421
( AA-1221-MCO-ORD , empty ), 0.000842
( AA-1221-MCO-ORD , 9:53 PM ), 0.000421
( AA-1221-MCO-ORD , 09:45 PM ), 0.011785
( AA-1221-MCO-ORD , 08:23 PM ), 0.006734
( AA-1221-MCO-ORD , 08:23P M ), 0.000421
( AA-1221-MCO-ORD , 8:23 PM ), 0.000421
( AA-1221-MCO-ORD , 082:3 PM ), 0.000421
( AA-1221-MCO-ORD , 08r:23 PM ), 0.000421
( AA-1221-MCO-ORD , 0:23 PM ), 0.000421
( AA-1221-MCO-ORD , 08c:23 PM ), 0.000421
( AA-1221-MCO-ORD , 08:3 PM ), 0.000421
( AA-1221-MCO-ORD , 08:23 PsM ), 0.000421
( AA-1221-MCO-ORD , 08g:23 PM ), 0.000421
( AA-1221-MCO-ORD , 0e8:23 PM ), 0.000421
( AA-1221-MCO-ORD , v08:23 PM ), 0.000421
( AA-1221-MCO-ORD , 08:32 PM ), 0.000421
( AA-1221-MCO-ORD , 08:00 PM ), 0.007576
( AA-1221-MCO-ORD , 0z8:00 PM ), 0.000421
( AA-1221-MCO-ORD , 08:00 MP ), 0.000421
( AA-1221-MCO-ORD , 08:0 0PM ), 0.000842
( AA-1221-MCO-ORD , 080:0 PM ), 0.000421
( AA-1221-MCO-ORD , 8:00 PM ), 0.000421
( AA-1221-MCO-ORD , 08:00PM ), 0.000421
( AA-1221-MCO-ORD , 0800 PM ), 0.000421
( AA-1221-MCO-ORD , 0:800 PM ), 0.000421
( AA-431-MIA-SFO , 11:44 AM ), 0.010522
( AA-431-MIA-SFO , empty ), 0.000842
( AA-431-MIA-SFO , 11:4j4 AM ), 0.000421
( AA-431-MIA-SFO , 11:50 AM ), 0.011364
( AA-431-MIA-SFO , 08:51 AM ), 0.010943
( AA-431-MIA-SFO , 08:35 AM ), 0.011364
( AA-1434-DFW-MCO , empty ), 0.000421
( AA-1434-DFW-MCO , 10:36 AM ), 0.010522
( AA-1434-DFW-MCO , 10:35 AM ), 0.010943
( AA-1434-DFW-MCO , 07:21 AM ), 0.010943
( AA-1434-DFW-MCO , 07:15 AM ), 0.010522
( AA-1434-DFW-MCO , 071:5 AM ), 0.000421
( AA-4198-ORD-CLE , 12:50 PM ), 0.010522
( AA-4198-ORD-CLE , 12:55 PM ), 0.010522
( AA-4198-ORD-CLE , 10:54 AM ), 0.010522
( AA-4198-ORD-CLE , 10:40 AM ), 0.010522
( AA-3859-IAH-ORD , 09:32 AM ), 0.011364
( AA-3859-IAH-ORD , 09:40 AM ), 0.010943
( AA-3859-IAH-ORD , 09:4 0AM ), 0.000421
( AA-3859-IAH-ORD , 07:16 AM ), 0.010943
( AA-3859-IAH-ORD , empty ), 0.000421
( AA-3859-IAH-ORD , 07:10 AM ), 0.011364
( AA-3756-ORD-SLC , 02:50 PM ), 0.010522
( AA-3756-ORD-SLC , 0250 PM ), 0.000421
( AA-3756-ORD-SLC , 02:45 PM ), 0.010522
( AA-3756-ORD-SLC , empty ), 0.000842
( AA-3756-ORD-SLC , 12:41 PM ), 0.010943
( AA-3756-ORD-SLC , 12:15 PM ), 0.010522
( UA-2726-FLL-PHL , 06:28 PM ), 0.009680
( UA-2726-FLL-PHL , 06:46 PM ), 0.009680
( UA-2726-FLL-PHL , 04:00 PM ), 0.019360
( CO-4888-IAH-DAL , 06:40 PM ), 0.018098
( CO-4888-IAH-DAL , empty ), 0.000421
( CO-4888-IAH-DAL , 05:30 PM ), 0.017677
( CO-4888-IAH-DAL , 05t:30 PM ), 0.000421
( CO-4888-IAH-DAL , t05:30 PM ), 0.000421
( UA-664-ORD-PHL , 04:23 PM ), 0.012205
( UA-664-ORD-PHL , 04:31 PM ), 0.011785
( UA-664-ORD-PHL , empty ), 0.000421
