没有指定错误比例，仅进行原数据集的空值替换，不添加错误
已将注入错误的文件保存到: Data/2_flights/clean_index.csv
没有指定错误比例，仅进行原数据集的空值替换，不添加错误
已将注入错误的文件保存到: Data/2_flights/noise_with_correct_primary_key/dirty_mixed_0.75/dirty_flights_mix_0.75.csv
Running Horizon with dirty file: Data/2_flights/noise_with_correct_primary_key/dirty_mixed_0.75/dirty_flights_mix_0.75.csv
( AA-2957-DFW-CVG , 11:01 AM ), 0.010522
( AA-2957-DFW-CVG , 11:05 AM ), 0.010522
( AA-2957-DFW-CVG , 08:04 AM ), 0.010522
( AA-2957-DFW-CVG , 07:55 AM ), 0.010101
( AA-2957-DFW-CVG , 07:55 MA ), 0.000421
( UA-843-LAX-ORD , 07:58 PM ), 0.008418
( UA-843-LAX-ORD , 0:58 PM ), 0.000421
( UA-843-LAX-ORD , 07:53 PM ), 0.008418
( UA-843-LAX-ORD , 7:53 PM ), 0.000421
( UA-843-LAX-ORD , 02:10 PM ), 0.008838
( UA-843-LAX-ORD , 01:55 PM ), 0.008418
( UA-843-LAX-ORD , empty ), 0.000421
( AA-3842-MSP-ORD , 07:51 AM ), 0.011364
( AA-3842-MSP-ORD , 07:30 AM ), 0.011364
( AA-3842-MSP-ORD , 06:56 AM ), 0.010943
( AA-3842-MSP-ORD , empty ), 0.000421
( AA-3842-MSP-ORD , 06:00 AM ), 0.011364
( UA-382-IAD-LAX , 03:21 PM ), 0.010101
( UA-382-IAD-LAX , 03:19 PM ), 0.010101
( UA-382-IAD-LAX , 12:35 PM ), 0.009680
( UA-382-IAD-LAX , empty ), 0.000421
( UA-382-IAD-LAX , 12:30 PM ), 0.010101
( AA-271-MIA-LAX , 02:27 PM ), 0.010522
( AA-271-MIA-LAX , 02:25 PM ), 0.010101
( AA-271-MIA-LAX , 02e:25 PM ), 0.000421
( AA-271-MIA-LAX , 11:52 AM ), 0.010522
( AA-271-MIA-LAX , 11:35 AM ), 0.009680
( AA-271-MIA-LAX , empty ), 0.000421
( AA-271-MIA-LAX , 11:5 AM ), 0.000421
( AA-3756-ORD-SLC , 02:50 PM ), 0.010522
( AA-3756-ORD-SLC , 02:5 PM ), 0.000421
( AA-3756-ORD-SLC , 02:45 PM ), 0.010943
( AA-3756-ORD-SLC , 12:41 PM ), 0.010943
( AA-3756-ORD-SLC , 12:15 PM ), 0.010522
( AA-3756-ORD-SLC , empty ), 0.000421
( UA-2945-PHL-CLT , 01:15 PM ), 0.010101
( UA-2945-PHL-CLT , 01:45 PM ), 0.009680
( UA-2945-PHL-CLT , empty ), 0.000421
( UA-2945-PHL-CLT , 03:11 AM ), 0.010101
( UA-2945-PHL-CLT , 12:00 AM ), 0.010101
( UA-62-IAH-EWR , 07:10 PM ), 0.008418
( UA-62-IAH-EWR , 07:03 PM ), 0.008418
( UA-62-IAH-EWR , 02:48 PM ), 0.008418
( UA-62-IAH-EWR , 02:30 PM ), 0.008418
( UA-6273-YYC-SFO , 08:45 AM ), 0.008838
( UA-6273-YYC-SFO , 09:43 AM ), 0.008838
( UA-6273-YYC-SFO , empty ), 0.000421
( UA-6273-YYC-SFO , 07:27 AM ), 0.008418
( UA-6273-YYC-SFO , 07:35 AM ), 0.008418
( UA-6273-YYC-SFO , 0:735 AM ), 0.000421
( AA-518-MIA-JFK , 09:28 AM ), 0.009680
( AA-518-MIA-JFK , 09:25 AM ), 0.009680
( AA-518-MIA-JFK , 06:54 AM ), 0.008418
( AA-518-MIA-JFK , 06:54 MA ), 0.000842
( AA-518-MIA-JFK , 06:5y4 AM ), 0.000421
( AA-518-MIA-JFK , 06:40 AM ), 0.009259
( AA-518-MIA-JFK , 06:40 M ), 0.000421
( AA-3823-LAX-DEN , 12:15 AM ), 0.021465
( AA-3823-LAX-DEN , empty ), 0.000842
( AA-3823-LAX-DEN , 09:00 PM ), 0.021465
( UA-414-LAX-SFO , 07:17 AM ), 0.009680
( UA-414-LAX-SFO , 07:23 AM ), 0.009680
( UA-414-LAX-SFO , 05:56 AM ), 0.009680
( UA-414-LAX-SFO , 06:00 AM ), 0.009680
( AA-204-LAX-MCO , 06:55 AM ), 0.020202
( AA-204-LAX-MCO , empty ), 0.001263
( AA-204-LAX-MCO , 11:25 PM ), 0.020623
( AA-1522-SFO-ORD , 05:50 AM ), 0.019360
( AA-1522-SFO-ORD , 11:55 PM ), 0.018519
( AA-1522-SFO-ORD , empty ), 0.000421
( AA-1522-SFO-ORD , 1:55 PM ), 0.000421
( AA-1664-MIA-ATL , 11:56 AM ), 0.010522
( AA-1664-MIA-ATL , empty ), 0.000421
( AA-1664-MIA-ATL , 12:10 PM ), 0.010943
( AA-1664-MIA-ATL , 10:18 AM ), 0.010943
( AA-1664-MIA-ATL , 10:15 AM ), 0.010943
( UA-3050-PHX-CLT , 05:05 PM ), 0.010522
( UA-3050-PHX-CLT , empty ), 0.001263
( UA-3050-PHX-CLT , 04:57 PM ), 0.009680
( UA-3050-PHX-CLT , 11:30 AM ), 0.010522
( UA-3050-PHX-CLT , 11:05 AM ), 0.010101
( CO-45-EWR-MIA , 06:36 PM ), 0.008838
( CO-45-EWR-MIA , 063:6 PM ), 0.000421
( CO-45-EWR-MIA , 07:05 PM ), 0.009259
( CO-45-EWR-MIA , 03:58 PM ), 0.008838
( CO-45-EWR-MIA , 03x:58 PM ), 0.000421
( CO-45-EWR-MIA , 04:00 PM ), 0.009259
( UA-858-PVG-SFO , 08:02 AM ), 0.007155
( UA-858-PVG-SFO , 08:0 AM ), 0.000421
( UA-858-PVG-SFO , 08:27 AM ), 0.007576
( UA-858-PVG-SFO , 01:32 PM ), 0.006734
( UA-858-PVG-SFO , 01:32PM ), 0.000421
( UA-858-PVG-SFO , 01:3 PM ), 0.000421
( UA-858-PVG-SFO , 01:45 PM ), 0.007576
( UA-2726-FLL-PHL , 06:28 PM ), 0.009680
( UA-2726-FLL-PHL , 06:46 PM ), 0.009680
( UA-2726-FLL-PHL , 04:00 PM ), 0.019360
( CO-1694-LAX-IAH , 12:21 AM ), 0.021465
( CO-1694-LAX-IAH , 12:2v1 AM ), 0.000421
( CO-1694-LAX-IAH , 07:15 PM ), 0.021886
( CO-1586-IAH-MCO , 10:29 PM ), 0.009680
( CO-1586-IAH-MCO , 10:15 PM ), 0.009259
( CO-1586-IAH-MCO , 10:15 jPM ), 0.000421
( CO-1586-IAH-MCO , 07:14 PM ), 0.009680
( CO-1586-IAH-MCO , 07:00 PM ), 0.009680
( AA-789-ORD-DEN , 03:13 PM ), 0.011785
( AA-789-ORD-DEN , 02:35 PM ), 0.011785
( AA-789-ORD-DEN , 01:19 PM ), 0.011785
( AA-789-ORD-DEN , 01:05 PM ), 0.011785
( AA-404-MIA-MCO , 07:40 AM ), 0.011364
( AA-404-MIA-MCO , 07:45 AM ), 0.010943
( AA-404-MIA-MCO , 07:45 M ), 0.000421
( AA-404-MIA-MCO , 06:57 AM ), 0.010943
( AA-404-MIA-MCO , 0:657 AM ), 0.000421
( AA-404-MIA-MCO , 06:45 AM ), 0.011364
( CO-4888-IAH-DAL , 06:40 PM ), 0.018098
( CO-4888-IAH-DAL , empty ), 0.000421
( CO-4888-IAH-DAL , 05:30 PM ), 0.018519
( UA-2906-PHL-MCO , 06:38 PM ), 0.010101
( UA-2906-PHL-MCO , 06:23 PM ), 0.010101
( UA-2906-PHL-MCO , 04:28 PM ), 0.010101
( UA-2906-PHL-MCO , 03:50 PM ), 0.010101
( UA-828-SFO-ORD , 05:11 AM ), 0.019781
( UA-828-SFO-ORD , 05:11w AM ), 0.000421
( UA-828-SFO-ORD , 11:08 PM ), 0.019781
( UA-828-SFO-ORD , 1:08 PM ), 0.000421
( AA-1221-MCO-ORD , 09:53 PM ), 0.011785
( AA-1221-MCO-ORD , 09:45 PM ), 0.011785
( AA-1221-MCO-ORD , 08:23 PM ), 0.011364
( AA-1221-MCO-ORD , empty ), 0.000421
( AA-1221-MCO-ORD , 08:00 PM ), 0.011785
( UA-5487-SFO-MRY , 11:21 AM ), 0.007576
( UA-5487-SFO-MRY , 11:19 AM ), 0.007576
( UA-5487-SFO-MRY , 10:33 AM ), 0.007155
( UA-5487-SFO-MRY , a10:33 AM ), 0.000421
( UA-5487-SFO-MRY , 10:39 AM ), 0.007576
( AA-1007-MIA-PHX , 07:55 PM ), 0.008838
( AA-1007-MIA-PHX , 08:05 PM ), 0.008838
( AA-1007-MIA-PHX , 05:08 PM ), 0.005471
( AA-1007-MIA-PHX , 05h:08 PM ), 0.000421
( AA-1007-MIA-PHX , x05:08 PM ), 0.000421
( AA-1007-MIA-PHX , 0p5:08 PM ), 0.000421
( AA-1007-MIA-PHX , 5:08 PM ), 0.000421
( AA-1007-MIA-PHX , 05:80 PM ), 0.000421
( AA-1007-MIA-PHX , 05:8 PM ), 0.000842
( AA-1007-MIA-PHX , 05:08 PbM ), 0.000421
( AA-1007-MIA-PHX , 04:55 PM ), 0.003788
( AA-1007-MIA-PHX , 04:5 5PM ), 0.000421
( AA-1007-MIA-PHX , h04:55 PM ), 0.000421
( AA-1007-MIA-PHX , 04:55 PyM ), 0.000421
( AA-1007-MIA-PHX , 4:55 PM ), 0.000842
( AA-1007-MIA-PHX , 04:55d PM ), 0.000421
( AA-1007-MIA-PHX , 0455 PM ), 0.000421
( AA-1007-MIA-PHX , 40:55 PM ), 0.000421
( AA-1007-MIA-PHX , 045:5 PM ), 0.000421
( AA-1007-MIA-PHX , i04:55 PM ), 0.000421
( AA-1007-MIA-PHX , 0:455 PM ), 0.000421
( AA-1007-MIA-PHX , 04d:55 PM ), 0.000421
( AA-1165-JFK-MIA , 10:04 AM ), 0.003367
( AA-1165-JFK-MIA , 1:04 AM ), 0.000421
( AA-1165-JFK-MIA , 10:0 AM ), 0.000421
( AA-1165-JFK-MIA , 0:04 AM ), 0.000421
( AA-1165-JFK-MIA , 10:4 AM ), 0.000421
( AA-1165-JFK-MIA , 1004 AM ), 0.000421
( AA-1165-JFK-MIA , 100:4 AM ), 0.000421
( AA-1165-JFK-MIA , 10:04 AzM ), 0.000421
( AA-1165-JFK-MIA , 10:04 MA ), 0.000842
( AA-1165-JFK-MIA , 10:04r AM ), 0.000421
( AA-1165-JFK-MIA , 01:04 AM ), 0.000421
( AA-1165-JFK-MIA , 10:04A M ), 0.000421
( AA-1165-JFK-MIA , 1u0:04 AM ), 0.000421
( AA-1165-JFK-MIA , 10:04 iAM ), 0.000421
( AA-1165-JFK-MIA , 10:0t4 AM ), 0.000421
( AA-1165-JFK-MIA , 10:40 AM ), 0.000421
( AA-1165-JFK-MIA , 10:04AM ), 0.000421
( AA-1165-JFK-MIA , 10:34 AM ), 0.010101
( AA-1165-JFK-MIA , 10:3 4AM ), 0.000421
( AA-1165-JFK-MIA , 07:22 AM ), 0.006734
( AA-1165-JFK-MIA , 0722 AM ), 0.000421
( AA-1165-JFK-MIA , 07:n22 AM ), 0.000842
( AA-1165-JFK-MIA , 07:2 2AM ), 0.000421
( AA-1165-JFK-MIA , 07:22 M ), 0.000421
( AA-1165-JFK-MIA , 70:22 AM ), 0.000421
( AA-1165-JFK-MIA , 07:2 AM ), 0.000421
( AA-1165-JFK-MIA , 0h7:22 AM ), 0.000421
( AA-1165-JFK-MIA , 0:22 AM ), 0.000421
( AA-1165-JFK-MIA , 06:59 AM ), 0.008418
( AA-1165-JFK-MIA , 06:59 MA ), 0.000421
( AA-1165-JFK-MIA , 0n6:59 AM ), 0.000421
( AA-1165-JFK-MIA , 0:59 AM ), 0.000421
( AA-1165-JFK-MIA , 06:59 M ), 0.000421
( AA-1165-JFK-MIA , 06:95 AM ), 0.000421
( AA-3859-IAH-ORD , 09:32 AM ), 0.010943
( AA-3859-IAH-ORD , 09:x32 AM ), 0.000421
( AA-3859-IAH-ORD , 09:40 AM ), 0.011364
( AA-3859-IAH-ORD , 07:16 AM ), 0.011364
( AA-3859-IAH-ORD , 07:10 AM ), 0.010943
( AA-3859-IAH-ORD , u07:10 AM ), 0.000421
( AA-4277-CVG-JFK , 01:43 PM ), 0.010943
( AA-4277-CVG-JFK , 02:15 PM ), 0.010943
( AA-4277-CVG-JFK , 12:10 PM ), 0.021886
( AA-4198-ORD-CLE , 12:50 PM ), 0.010522
( AA-4198-ORD-CLE , 12:55 PM ), 0.010101
( AA-4198-ORD-CLE , empty ), 0.000842
( AA-4198-ORD-CLE , 10:54 AM ), 0.010522
( AA-4198-ORD-CLE , 10:40 AM ), 0.010101
( CO-1023-IAH-DEN , 01:14 PM ), 0.008838
( CO-1023-IAH-DEN , empty ), 0.000842
( CO-1023-IAH-DEN , 01:17 PM ), 0.006734
( CO-1023-IAH-DEN , 01:17 MP ), 0.000842
( CO-1023-IAH-DEN , x01:17 PM ), 0.000421
( CO-1023-IAH-DEN , 0:117 PM ), 0.000421
( CO-1023-IAH-DEN , 01:17s PM ), 0.000421
( CO-1023-IAH-DEN , k01:17 PM ), 0.000421
( CO-1023-IAH-DEN , 11:56 AM ), 0.008838
( CO-1023-IAH-DEN , 11:40 AM ), 0.009259
( AA-2268-PHX-ORD , 11:06 AM ), 0.010943
( AA-2268-PHX-ORD , 11:35 AM ), 0.010943
( AA-2268-PHX-ORD , 07:22 AM ), 0.010101
( AA-2268-PHX-ORD , empty ), 0.000421
( AA-2268-PHX-ORD , 7:22 AM ), 0.000421
( AA-2268-PHX-ORD , 07:15 AM ), 0.010522
( AA-2268-PHX-ORD , 0w7:15 AM ), 0.000421
( AA-1434-DFW-MCO , 10:36 AM ), 0.010943
( AA-1434-DFW-MCO , 10:35 AM ), 0.010943
( AA-1434-DFW-MCO , 07:21 AM ), 0.010522
( AA-1434-DFW-MCO , empty ), 0.000421
( AA-1434-DFW-MCO , 07:15 AM ), 0.010943
( AA-1917-JFK-MCO , 05:43 PM ), 0.010522
( AA-1917-JFK-MCO , 05:55 PM ), 0.010101
( AA-1917-JFK-MCO , 05:5 5PM ), 0.000421
( AA-1917-JFK-MCO , 03:27 PM ), 0.009680
( AA-1917-JFK-MCO , 03:2 7PM ), 0.000421
( AA-1917-JFK-MCO , empty ), 0.000842
( AA-1917-JFK-MCO , 02:55 PM ), 0.010101
( UA-2830-MCO-CLT , 05:17 PM ), 0.008418
( UA-2830-MCO-CLT , empty ), 0.000421
( UA-2830-MCO-CLT , 05:05 PM ), 0.008838
( UA-2830-MCO-CLT , 03:27 PM ), 0.017677
( AA-466-IAH-MIA , 09:05 AM ), 0.011364
( AA-466-IAH-MIA , 09:20 AM ), 0.010943
( AA-466-IAH-MIA , empty ), 0.000421
( AA-466-IAH-MIA , 06:08 AM ), 0.010943
( AA-466-IAH-MIA , 06:08 MA ), 0.000421
( AA-466-IAH-MIA , 06:00 AM ), 0.011364
( AA-1733-ORD-PHX , 10:30 PM ), 0.022727
( AA-1733-ORD-PHX , 07:58 PM ), 0.011364
( AA-1733-ORD-PHX , 07:45 PM ), 0.011364
( AA-1640-MIA-MCO , 07:25 PM ), 0.023148
( AA-1640-MIA-MCO , empty ), 0.000421
( AA-1640-MIA-MCO , 06:30 PM ), 0.023569
( AA-3809-PHX-LAX , 06:19 AM ), 0.010943
( AA-3809-PHX-LAX , 06:19 AxM ), 0.000421
( AA-3809-PHX-LAX , 06:40 AM ), 0.010522
( AA-3809-PHX-LAX , empty ), 0.001263
( AA-3809-PHX-LAX , 06:10 AM ), 0.011364
( AA-3809-PHX-LAX , 06:00 AM ), 0.010943
( AA-2312-DFW-DTW , 11:50 PM ), 0.022306
( AA-2312-DFW-DTW , empty ), 0.000421
( AA-2312-DFW-DTW , 08:25 PM ), 0.022306
( AA-2312-DFW-DTW , 08:25 MP ), 0.000421
( UA-664-ORD-PHL , 04:23 PM ), 0.012205
( UA-664-ORD-PHL , 04:31 PM ), 0.012205
( UA-664-ORD-PHL , 01:31 PM ), 0.011785
( UA-664-ORD-PHL , 01:31 PoM ), 0.000421
( UA-664-ORD-PHL , 01:33 PM ), 0.011785
( UA-664-ORD-PHL , empty ), 0.000421
( CO-58-DEN-IAH , 03:31 PM ), 0.008418
( CO-58-DEN-IAH , 02:50 PM ), 0.008418
( CO-58-DEN-IAH , 11:32 AM ), 0.008418
( CO-58-DEN-IAH , 11:25 AM ), 0.008418
( AA-1279-DFW-PHX , 03:30 PM ), 0.010522
( AA-1279-DFW-PHX , 02:35 PM ), 0.010522
( AA-1279-DFW-PHX , 02:04 PM ), 0.010101
( AA-1279-DFW-PHX , empty ), 0.000421
( AA-1279-DFW-PHX , 01:00 PM ), 0.010522
( UA-854-SFO-IAH , 01:30 PM ), 0.008838
( UA-854-SFO-IAH , 01:39 PM ), 0.008838
( UA-854-SFO-IAH , 07:49 AM ), 0.008838
( UA-854-SFO-IAH , 07:53 AM ), 0.008418
( UA-854-SFO-IAH , empty ), 0.000421
( CO-89-IAH-EWR , 10:27 AM ), 0.007997
( CO-89-IAH-EWR , 10:q27 AM ), 0.000421
( CO-89-IAH-EWR , 10:20 AM ), 0.008418
( CO-89-IAH-EWR , 06:02 AM ), 0.008418
( CO-89-IAH-EWR , 06:00 AM ), 0.007997
( CO-89-IAH-EWR , empty ), 0.000421
( UA-37-EWR-MCO , 04:17 PM ), 0.017256
( UA-37-EWR-MCO , 0:17 PM ), 0.000421
( UA-37-EWR-MCO , 01:48 PM ), 0.008418
( UA-37-EWR-MCO , empty ), 0.000421
( UA-37-EWR-MCO , 01:29 PM ), 0.008418
( UA-37-EWR-MCO , 01:2 PM ), 0.000421
( AA-3786-IAH-ORD , 06:15 PM ), 0.011785
( AA-3786-IAH-ORD , 06:40 PM ), 0.011785
( AA-3786-IAH-ORD , 04:12 PM ), 0.011785
( AA-3786-IAH-ORD , 04:00 PM ), 0.011785
( AA-643-MIA-ORD , 09:31 AM ), 0.010522
( AA-643-MIA-ORD , empty ), 0.000421
( AA-643-MIA-ORD , 09:35 AM ), 0.010943
