没有指定错误比例，仅进行原数据集的空值替换，不添加错误
已将注入错误的文件保存到: Data/1_hospitals/clean_index.csv
没有指定错误比例，仅进行原数据集的空值替换，不添加错误
已将注入错误的文件保存到: Data/1_hospitals/noise_with_correct_primary_key/dirty_mixed_1/dirty_hospitals_mix_1.csv
Running Horizon with dirty file: Data/1_hospitals/noise_with_correct_primary_key/dirty_mixed_1/dirty_hospitals_mix_1.csv
( southeast alabama medical center , 3347938701 ), 0.021000
( southeast alabama medical center , empty ), 0.002000
( southeast alabama medical center , 36302 ), 0.023000
( southeast alabama medical center , 10001 ), 0.023000
( southeast alabama medical center , 1108 ross clark circle ), 0.023000
( southeast alabama medical center , government - hospital district or authority ), 0.021000
( southeast alabama medical center , government-  hospital district or authority ), 0.001000
( southeast alabama medical center , government - hospital districto r authority ), 0.001000
( southeast alabama medical center , dothan ), 0.023000
( southeast alabama medical center , al ), 0.023000
( fayette medicalcenter , 2059325966 ), 0.001000
( fayette medicalcenter , 35555 ), 0.001000
( fayette medicalcenter , 10045 ), 0.001000
( fayette medicalcenter , 1653 temple avenue north ), 0.001000
( fayette medicalcenter , voluntary non-profit - other ), 0.001000
( fayette medicalcenter , fayette ), 0.001000
( fayette medicalcenter , al ), 0.001000
( empty , 2567736511 ), 0.001000
( empty , 2058383122 ), 0.001000
( empty , 2056208100 ), 0.002000
( empty , 9072761131 ), 0.001000
( empty , 3348972257 ), 0.001000
( empty , 3347493411 ), 0.001000
( empty , 2567372000 ), 0.001000
( empty , 2059216200 ), 0.001000
( empty , 2059325966 ), 0.001000
( empty , 35640 ), 0.001000
( empty , 35235 ), 0.001000
( empty , 35007 ), 0.002000
( empty , 99508 ), 0.001000
( empty , 36323 ), 0.001000
( empty , 36801 ), 0.001000
( empty , 35058 ), 0.001000
( empty , 35570 ), 0.001000
( empty , 35555 ), 0.001000
( empty , 10009 ), 0.001000
( empty , 10011 ), 0.001000
( empty , 10016 ), 0.002000
( empty , 20017 ), 0.001000
( empty , 10027 ), 0.001000
( empty , 10029 ), 0.001000
( empty , 10035 ), 0.001000
( empty , 10044 ), 0.001000
( empty , 10045 ), 0.001000
( empty , 201 pine street northwest ), 0.001000
( empty , 50 medical park east drive ), 0.001000
( empty , 1000 first street north ), 0.002000
( empty , 2801 debarr road ), 0.001000
( empty , 987 drayton street ), 0.001000
( empty , 2000 pepperell parkway ), 0.001000
( empty , 1912 alabama highway 157 ), 0.001000
( empty , 1256 military street south ), 0.001000
( empty , 1653 temple avenue north ), 0.001000
( empty , proprietary ), 0.002000
( empty , voluntary non-profit - private ), 0.002000
( empty , voluntary non-profit - church ), 0.002000
( empty , voluntary non-profit - other ), 0.002000
( empty , government - hospital district or authority ), 0.002000
( empty , covington ), 0.002000
( empty , crenshaw ), 0.001000
( empty , morgan ), 0.002000
( empty , montgomery ), 0.001000
( empty , lee ), 0.001000
( empty , randolph ), 0.001000
( empty , chilton ), 0.001000
( empty , marion ), 0.001000
( empty , yes ), 0.009000
( empty , no ), 0.001000
( empty , hartselle ), 0.001000
( empty , birmingham ), 0.001000
( empty , alabaster ), 0.002000
( empty , anchorage ), 0.001000
( empty , elba ), 0.001000
( empty , opelika ), 0.001000
( empty , cullman ), 0.001000
( empty , hamilton ), 0.001000
( empty , fayette ), 0.001000
( empty , hf-2 ), 0.001000
( empty , scip-vte-1 ), 0.002000
( empty , pn-3b ), 0.003000
( empty , ami-1 ), 0.001000
( empty , ami-3 ), 0.001000
( empty , pn-5c ), 0.001000
( empty , hf-1 ), 0.001000
( empty , al ), 0.009000
( empty , ak ), 0.001000
( russellville hospital , 2563321611 ), 0.002000
( russellville hospital , 35653 ), 0.002000
( russellville hospital , 10158 ), 0.002000
( russellville hospital , 15155 highway 43 ), 0.002000
( russellville hospital , proprietary ), 0.002000
( russellville hospital , russellville ), 0.002000
( russellville hospital , la ), 0.001000
( russellville hospital , al ), 0.001000
( northwest medical center , 2054877736 ), 0.025000
( northwest medical center , 35594 ), 0.024000
( northwest medical center , empty ), 0.001000
( northwest medical center , 10086 ), 0.025000
( northwest medical center , 1530 u s highway 43 ), 0.025000
( northwest medical center , proprietary ), 0.025000
( northwest medical center , winfield ), 0.025000
( northwest medical center , al ), 0.024000
( northwest medical center , l ), 0.001000
( andalusia regional hospital , 3342228466 ), 0.025000
( andalusia regional hospital , 36420 ), 0.025000
( andalusia regional hospital , 10036 ), 0.025000
( andalusia regional hospital , 849 south three notch street ), 0.023000
( andalusia regional hospital , empty ), 0.002000
( andalusia regional hospital , 849 south three notchp street ), 0.001000
( andalusia regional hospital , proprietary ), 0.023000
( andalusia regional hospital , proprietayr ), 0.001000
( andalusia regional hospital , proprieteary ), 0.001000
( andalusia regional hospital , andalusia ), 0.024000
( andalusia regional hospital , al ), 0.025000
( helen keuller memorial hospital , 2563864556 ), 0.001000
( helen keuller memorial hospital , 35660 ), 0.001000
( helen keuller memorial hospital , 10019 ), 0.001000
( helen keuller memorial hospital , 1300 south montgomery avenue ), 0.001000
( helen keuller memorial hospital , government - hospital district or authority ), 0.001000
( helen keuller memorial hospital , sheffield ), 0.001000
( helen keuller memorial hospital , al ), 0.001000
( community hospital inc , 3342836541 ), 0.025000
( community hospital inc , 36078 ), 0.024000
( community hospital inc , empty ), 0.001000
( community hospital inc , 10034 ), 0.025000
( community hospital inc , 805 friendship road ), 0.024000
( community hospital inc , 805 frinedship road ), 0.001000
( community hospital inc , voluntary non-profit - private ), 0.023000
( community hospital inc , voluyntary non-profit - private ), 0.001000
( community hospital inc , voluntary non-profi - private ), 0.001000
( community hospital inc , tallassee ), 0.025000
( community hospital inc , al ), 0.025000
( st vinents blount , 2052743000 ), 0.001000
( st vinents blount , 35121 ), 0.001000
( st vinents blount , 10050 ), 0.001000
( st vinents blount , 150 gilbreath drive ), 0.001000
( st vinents blount , voluntary non-profit - private ), 0.001000
( st vinents blount , oneonta ), 0.001000
( st vinents blount , al ), 0.001000
( crenshaw community hospital , 3343353374 ), 0.016000
( crenshaw community hospital , empty ), 0.002000
( crenshaw community hospital , 36049 ), 0.017000
( crenshaw community hospital , 10008 ), 0.017000
( crenshaw community hospital , 101 hospital circle ), 0.017000
( crenshaw community hospital , government - federal ), 0.017000
( crenshaw community hospital , luverne ), 0.016000
( crenshaw community hospital , al ), 0.017000
( southwest alabama medical center , 3346366221 ), 0.023000
( southwest alabama medical center , empty ), 0.003000
( southwest alabama medical center , 36784 ), 0.024000
( southwest alabama medical center , 10015 ), 0.024000
( southwest alabama medical center , 33700 highway 43 ), 0.024000
( southwest alabama medical center , government - federal ), 0.022000
( southwest alabama medical center , governmnt - federal ), 0.001000
( southwest alabama medical center , thomasville ), 0.024000
( southwest alabama medical center , al ), 0.022000
( southwest alabama medical center , la ), 0.001000
( helen keller memorial hospiatl , 2563864556 ), 0.001000
( helen keller memorial hospiatl , 35660 ), 0.001000
( helen keller memorial hospiatl , 10019 ), 0.001000
( helen keller memorial hospiatl , 1300 south montgomery avenue ), 0.001000
( helen keller memorial hospiatl , government - hospital district or authority ), 0.001000
( helen keller memorial hospiatl , sheffield ), 0.001000
( helen keller memorial hospiatl , al ), 0.001000
( helen keller memorialh ospital , 2563e864556 ), 0.001000
( helen keller memorialh ospital , 35660 ), 0.001000
( helen keller memorialh ospital , 10019 ), 0.001000
( helen keller memorialh ospital , 1300 south montgomery avenue ), 0.001000
( helen keller memorialh ospital , government - hospital district or authority ), 0.001000
( helen keller memorialh ospital , sheffield ), 0.001000
( helen keller memorialh ospital , al ), 0.001000
( coosa valley medical center , 2562495000 ), 0.017000
( coosa valley medical center , 35150 ), 0.017000
( coosa valley medical center , 10164 ), 0.017000
( coosa valley medical center , 315 w hickory st ), 0.017000
( coosa valley medical center , voluntary non-profit - other ), 0.016000
( coosa valley medical center , voluntary non-profit - ther ), 0.001000
( coosa valley medical center , sylacauga ), 0.017000
( coosa valley medical center , al ), 0.017000
( riverview regional medical center , 2565435200 ), 0.028000
( riverview regional medical center , 35901 ), 0.027000
( riverview regional medical center , 35p901 ), 0.001000
( riverview regional medical center , 10046 ), 0.028000
( riverview regional medical center , 600 south third street ), 0.028000
( riverview regional medical center , proprietary ), 0.027000
( riverview regional medical center , prporietary ), 0.001000
( riverview regional medical center , gadsden ), 0.028000
( riverview regional medical center , empty ), 0.001000
( riverview regional medical center , al ), 0.027000
( yukon kuskokwim delta reg hospital , 9075b436300 ), 0.001000
( yukon kuskokwim delta reg hospital , 9075436300 ), 0.001000
( yukon kuskokwim delta reg hospital , 99559 ), 0.002000
( yukon kuskokwim delta reg hospital , 20018 ), 0.002000
( yukon kuskokwim delta reg hospital , po box 287 ), 0.002000
( yukon kuskokwim delta reg hospital , government - federal ), 0.002000
( yukon kuskokwim delta reg hospital , bethel ), 0.002000
( yukon kuskokwim delta reg hospital , ak ), 0.002000
( dekalb regional medical center , 2568453150 ), 0.024000
( dekalb regional medical center , 256845310 ), 0.001000
( dekalb regional medical center , 35968 ), 0.022000
( dekalb regional medical center , 359j68 ), 0.001000
( dekalb regional medical center , 35986 ), 0.001000
( dekalb regional medical center , empty ), 0.001000
( dekalb regional medical center , 10012 ), 0.025000
( dekalb regional medical center , 200 med center drive ), 0.024000
( dekalb regional medical center , 200 med center drie ), 0.001000
( dekalb regional medical center , voluntary non-profit - church ), 0.025000
( dekalb regional medical center , fort payne ), 0.024000
( dekalb regional medical center , fotr payne ), 0.001000
( dekalb regional medical center , al ), 0.025000
( st vincents hospital , 2059397000 ), 0.005000
( st vincents hospital , 35205 ), 0.005000
( st vincents hospital , 10056 ), 0.005000
( st vincents hospital , 810 st vincents drive ), 0.005000
( st vincents hospital , voluntary non-profit - other ), 0.005000
( st vincents hospital , birmingham ), 0.005000
( st vincents hospital , al ), 0.005000
( decatur general hospital , 2563412000 ), 0.001000
( decatur general hospital , 35609 ), 0.001000
( decatur general hospital , 10085 ), 0.001000
( decatur general hospital , 1201 7th street se ), 0.001000
( decatur general hospital , government - hospital district or authority ), 0.001000
( decatur general hospital , decatur ), 0.001000
( decatur general hospital , al ), 0.001000
( gadsden regional medical center , 2564944000 ), 0.025000
( gadsden regional medical center , 35903 ), 0.025000
( gadsden regional medical center , 10040 ), 0.025000
( gadsden regional medical center , 1007 goodyear avenue ), 0.025000
( gadsden regional medical center , proprietary ), 0.023000
( gadsden regional medical center , empty ), 0.002000
( gadsden regional medical center , gadsden ), 0.025000
( gadsden regional medical center , al ), 0.025000
( medical center enterprise , 3343470584 ), 0.024000
( medical center enterprise , 36330 ), 0.024000
( medical center enterprise , 10049 ), 0.024000
( medical center enterprise , 400 n edwards street ), 0.022000
( medical center enterprise , 40j0 n edwards street ), 0.001000
( medical center enterprise , 400 n edwrads street ), 0.001000
( medical center enterprise , proprietary ), 0.024000
( medical center enterprise , enterprise ), 0.024000
( medical center enterprise , al ), 0.022000
( medical center enterprise , empty ), 0.001000
( medical center enterprise , la ), 0.001000
( elba general hospital , 3348972257 ), 0.024000
( elba general hospital , 36323 ), 0.024000
( elba general hospital , 10027 ), 0.024000
( elba general hospital , 987 drayton street ), 0.024000
( elba general hospital , voluntary non-profit - other ), 0.024000
( elba general hospital , elba ), 0.024000
( elba general hospital , al ), 0.024000
( helen keller memorial hospital , 2563864556 ), 0.014000
( helen keller memorial hospital , 563864556 ), 0.001000
( helen keller memorial hospital , 2563864556*** ), 0.001000
( helen keller memorial hospital , 2563q864556 ), 0.001000
( helen keller memorial hospital , 35660 ), 0.017000
( helen keller memorial hospital , 10019 ), 0.017000
( helen keller memorial hospital , 1300 south montgomery avenue ), 0.012000
( helen keller memorial hospital , 1300 south montgomery vaenue ), 0.002000
( helen keller memorial hospital , 1300 osuth montgomery avenue ), 0.001000
( helen keller memorial hospital , 1300 sotuh montgomery avenue ), 0.001000
( helen keller memorial hospital , 1300 sout montgomery avenue ), 0.001000
( helen keller memorial hospital , government - hospital disrict or authority ), 0.001000
( helen keller memorial hospital , government -hospital district or authority ), 0.001000
( helen keller memorial hospital , governmen t- hospital district or authority ), 0.001000
( helen keller memorial hospital , government - hospital district or authovrity ), 0.001000
( helen keller memorial hospital , government - hospital district or authority ), 0.012000
( helen keller memorial hospital , empty ), 0.001000
( helen keller memorial hospital , sheffield ), 0.012000
( helen keller memorial hospital , sheffielfd ), 0.002000
( helen keller memorial hospital , sheffeild ), 0.001000
( helen keller memorial hospital , shseffield ), 0.001000
( helen keller memorial hospital , sheffied ), 0.001000
( helen keller memorial hospital , al ), 0.017000
( univ of south alabama medical center , 2514717110 ), 0.013000
( univ of south alabama medical center , 36617 ), 0.012000
( univ of south alabama medical center , empty ), 0.001000
( univ of south alabama medical center , 10087 ), 0.013000
( univ of south alabama medical center , 2451 fillingim street ), 0.013000
( univ of south alabama medical center , government - state ), 0.013000
( univ of south alabama medical center , mobile ), 0.013000
( univ of south alabama medical center , al ), 0.013000
( mizell memorial hospital , 3344933541 ), 0.018000
( mizell memorial hospital , 36467 ), 0.017000
( mizell memorial hospital , 3667 ), 0.001000
( mizell memorial hospital , 10007 ), 0.018000
( mizell memorial hospital , 702 n main st ), 0.017000
( mizell memorial hospital , empty ), 0.001000
( mizell memorial hospital , voluntary non-profit - private ), 0.018000
( mizell memorial hospital , opp ), 0.018000
( mizell memorial hospital , al ), 0.018000
( marion regional medical center , 2059216200 ), 0.023000
( marion regional medical center , 205921620u0 ), 0.001000
( marion regional medical center , 35570 ), 0.023000
( marion regional medical center , empty ), 0.002000
( marion regional medical center , 10044 ), 0.024000
( marion regional medical center , 1256 military street south ), 0.024000
( marion regional medical center , voluntary non-profit - private ), 0.023000
( marion regional medical center , voluntary nno-profit - private ), 0.001000
( marion regional medical center , hamilton ), 0.023000
( marion regional medical center , al ), 0.024000
( outheast alabama medical center , 3347938701 ), 0.001000
( outheast alabama medical center , 36302 ), 0.001000
( outheast alabama medical center , 10001 ), 0.001000
( outheast alabama medical center , 1108 ross clark circle ), 0.001000
( outheast alabama medical center , government - hospital district or authority ), 0.001000
( outheast alabama medical center , dothan ), 0.001000
( outheast alabama medical center , al ), 0.001000
( jackson hospital & clinic inc , 3342938000 ), 0.024000
( jackson hospital & clinic inc , 36106 ), 0.023000
( jackson hospital & clinic inc , empty ), 0.003000
( jackson hospital & clinic inc , 10024 ), 0.024000
( jackson hospital & clinic inc , 1725 pine street ), 0.023000
( jackson hospital & clinic inc , 1725 pine stret ), 0.001000
( jackson hospital & clinic inc , voluntary non-profit - private ), 0.024000
( jackson hospital & clinic inc , montgomery ), 0.023000
( jackson hospital & clinic inc , al ), 0.023000
( georgiana hospital , 3343762205 ), 0.024000
( georgiana hospital , 3343762d205 ), 0.001000
( georgiana hospital , 36033 ), 0.025000
( georgiana hospital , 10047 ), 0.025000
( georgiana hospital , 515 miranda st ), 0.025000
( georgiana hospital , voluntary non-profit - private ), 0.025000
( georgiana hospital , georgiana ), 0.025000
( georgiana hospital , al ), 0.025000
( helen keller memorial hospital*** , 2563864556 ), 0.001000
( helen keller memorial hospital*** , 35660 ), 0.001000
( helen keller memorial hospital*** , 10019 ), 0.001000
( helen keller memorial hospital*** , 1300 south montgomery avenue ), 0.001000
( helen keller memorial hospital*** , government - hospital district or authority ), 0.001000
( helen keller memorial hospital*** , sheffield ), 0.001000
( helen keller memorial hospital*** , al ), 0.001000
( alaska regional hospital , 9072761131 ), 0.016000
