没有指定错误比例，仅进行原数据集的空值替换，不添加错误
已将注入错误的文件保存到: Data/1_hospitals/clean_index.csv
没有指定错误比例，仅进行原数据集的空值替换，不添加错误
已将注入错误的文件保存到: Data/1_hospitals/noise_with_correct_primary_key/dirty_mixed_1.75/dirty_hospitals_mix_1.75.csv
Running Horizon with dirty file: Data/1_hospitals/noise_with_correct_primary_key/dirty_mixed_1.75/dirty_hospitals_mix_1.75.csv
( southeast alabamamedical center , 3347938701 ), 0.001000
( southeast alabamamedical center , 36302 ), 0.001000
( southeast alabamamedical center , 10001 ), 0.001000
( southeast alabamamedical center , 1108 ross clark circle ), 0.001000
( southeast alabamamedical center , government - hospital district or authority ), 0.001000
( southeast alabamamedical center , dothan ), 0.001000
( southeast alabamamedical center , al ), 0.001000
( crenhsaw community hospital , 3343353374 ), 0.001000
( crenhsaw community hospital , 36049 ), 0.001000
( crenhsaw community hospital , 10008 ), 0.001000
( crenhsaw community hospital , 101 hospital circle ), 0.001000
( crenhsaw community hospital , govrnment - federal ), 0.001000
( crenhsaw community hospital , luverne ), 0.001000
( crenhsaw community hospital , al ), 0.001000
( stringfellow memorial hospital , 2562358900 ), 0.028000
( stringfellow memorial hospital , 36201 ), 0.028000
( stringfellow memorial hospital , 10038 ), 0.028000
( stringfellow memorial hospital , 301 east 18th st ), 0.028000
( stringfellow memorial hospital , proprietary ), 0.026000
( stringfellow memorial hospital , rpoprietary ), 0.001000
( stringfellow memorial hospital , empty ), 0.003000
( stringfellow memorial hospital , birmingham ), 0.005000
( stringfellow memorial hospital , anniston ), 0.021000
( stringfellow memorial hospital , annisotn ), 0.001000
( stringfellow memorial hospital , al ), 0.026000
( stringfellow memorial hospital , ral ), 0.001000
( southeast alabam amedical center , 3347938701 ), 0.001000
( southeast alabam amedical center , 36302 ), 0.001000
( southeast alabam amedical center , 10001 ), 0.001000
( southeast alabam amedical center , 1108 ross clark circle ), 0.001000
( southeast alabam amedical center , government - hospital district or authority ), 0.001000
( southeast alabam amedical center , dothan ), 0.001000
( southeast alabam amedical center , al ), 0.001000
( empty , 3344933541 ), 0.001000
( empty , 2567736511 ), 0.001000
( empty , 2565718000 ), 0.001000
( empty , 2058383122 ), 0.001000
( empty , 2056208100 ), 0.001000
( empty , 2053258100 ), 0.001000
( empty , 3347935000 ), 0.001000
( empty , 2059397000 ), 0.001000
( empty , 2563321611 ), 0.001000
( empty , 9072761131 ), 0.001000
( empty , 3342938000 ), 0.002000
( empty , 3347561400 ), 0.001000
( empty , 2563572111 ), 0.001000
( empty , 2562651000 ), 0.001000
( empty , 3343762205 ), 0.002000
( empty , 36467 ), 0.001000
( empty , 35640 ), 0.001000
( empty , 35976 ), 0.001000
( empty , 35235 ), 0.001000
( empty , 35007 ), 0.001000
( empty , 3533 ), 0.001000
( empty , 36305 ), 0.001000
( empty , 35205 ), 0.001000
( empty , 35653 ), 0.001000
( empty , 99508 ), 0.001000
( empty , 36106 ), 0.002000
( empty , 36854 ), 0.001000
( empty , 36278 ), 0.001000
( empty , 35801 ), 0.001000
( empty , 36033 ), 0.002000
( empty , 10007 ), 0.001000
( empty , 10009 ), 0.001000
( empty , 10010 ), 0.001000
( empty , 10011 ), 0.001000
( empty , 10016 ), 0.001000
( empty , 10018 ), 0.001000
( empty , 10055 ), 0.001000
( empty , 10056 ), 0.001000
( empty , 10158 ), 0.001000
( empty , 20017 ), 0.001000
( empty , 10024 ), 0.002000
( empty , 10025 ), 0.001000
( empty , 10032 ), 0.001000
( empty , 10039 ), 0.001000
( empty , 10047 ), 0.002000
( empty , 702 n main st ), 0.001000
( empty , 201 pine street northwest ), 0.001000
( empty , 8000 alabama highway 69 ), 0.001000
( empty , 50 medical park east drive ), 0.001000
( empty , 1000 first street north ), 0.001000
( empty , 1720 university blvd ), 0.001000
( empty , 4370 west main street ), 0.001000
( empty , 810 st vincents drive ), 0.001000
( empty , 15155 highway 43 ), 0.001000
( empty , 2801 debarr road ), 0.001000
( empty , 1725 pine street ), 0.002000
( empty , 4800 48th st ), 0.001000
( empty , 209 north main street ), 0.001000
( empty , 101 sivley rd ), 0.001000
( empty , 515 miranda st ), 0.002000
( empty , voluntary non-profit - private ), 0.007000
( empty , proprietary ), 0.004000
( empty , government - hospital district or authority ), 0.001000
( empty , voluntary non-profit - church ), 0.001000
( empty , voluntary non-profit - other ), 0.001000
( empty , empty ), 0.002000
( empty , government - local ), 0.001000
( empty , government - ospital district or authority ), 0.001000
( empty , houston ), 0.002000
( empty , morgan ), 0.001000
( empty , jefferson ), 0.001000
( empty , de kalb ), 0.001000
( empty , marion ), 0.002000
( empty , mobile ), 0.002000
( empty , talladega ), 0.002000
( empty , dale ), 0.001000
( empty , cherokee ), 0.001000
( empty , calhoun ), 0.001000
( empty , etowah ), 0.001000
( empty , coffee ), 0.001000
( empty , blount ), 0.001000
( empty , yes ), 0.013000
( empty , no ), 0.003000
( empty , opp ), 0.001000
( empty , hartselle ), 0.001000
( empty , guntersville ), 0.001000
( empty , birmingham ), 0.003000
( empty , alabaster ), 0.001000
( empty , dothan ), 0.001000
( empty , russellville ), 0.001000
( empty , anchorage ), 0.001000
( empty , montgomery ), 0.002000
( empty , valley ), 0.001000
( empty , wedowee ), 0.001000
( empty , huntsville ), 0.001000
( empty , georgiana ), 0.002000
( empty , ami-2 ), 0.002000
( empty , scip-inf-4 ), 0.003000
( empty , hf-1 ), 0.001000
( empty , hf-4 ), 0.002000
( empty , pn-2 ), 0.002000
( empty , ami-1 ), 0.001000
( empty , ami-7a ), 0.001000
( empty , pn-5c ), 0.002000
( empty , scip-inf-6 ), 0.001000
( empty , pn-4 ), 0.001000
( empty , pn-7 ), 0.001000
( empty , al ), 0.016000
( empty , ak ), 0.001000
( prattville baptist hospital , 3343614267 ), 0.020000
( prattville baptist hospital , 36067 ), 0.018000
( prattville baptist hospital , empty ), 0.001000
( prattville baptist hospital , 30667 ), 0.001000
( prattville baptist hospital , 10108 ), 0.020000
( prattville baptist hospital , 124 s memorial dr ), 0.020000
( prattville baptist hospital , voluntary non-profit - private ), 0.020000
( prattville baptist hospital , prattville ), 0.020000
( prattville baptist hospital , al ), 0.018000
( prattville baptist hospital , la ), 0.001000
( prattville baptist hospital , ajl ), 0.001000
( southeast alabama medical centelr , 3347938701 ), 0.001000
( southeast alabama medical centelr , 36302 ), 0.001000
( southeast alabama medical centelr , 10001 ), 0.001000
( southeast alabama medical centelr , 1108 ross clark circle ), 0.001000
( southeast alabama medical centelr , government - hospital district or authority ), 0.001000
( southeast alabama medical centelr , dothan ), 0.001000
( southeast alabama medical centelr , al ), 0.001000
( southeast alabama medical cefnter , 3347938701 ), 0.001000
( southeast alabama medical cefnter , 36302 ), 0.001000
( southeast alabama medical cefnter , 10001 ), 0.001000
( southeast alabama medical cefnter , 1108 ross clark circle ), 0.001000
( southeast alabama medical cefnter , government - hospital district or authority ), 0.001000
( southeast alabama medical cefnter , dothan ), 0.001000
( southeast alabama medical cefnter , al ), 0.001000
( jackson hospital & clinic inc , 3342938000 ), 0.021000
( jackson hospital & clinic inc , empty ), 0.001000
( jackson hospital & clinic inc , 36106 ), 0.020000
( jackson hospital & clinic inc , 31606 ), 0.001000
( jackson hospital & clinic inc , 36016 ), 0.001000
( jackson hospital & clinic inc , 10024 ), 0.022000
( jackson hospital & clinic inc , 1725 pine street ), 0.021000
( jackson hospital & clinic inc , 1725pine street ), 0.001000
( jackson hospital & clinic inc , voluntary non-profit - private ), 0.021000
( jackson hospital & clinic inc , voluntry non-profit - private ), 0.001000
( jackson hospital & clinic inc , montgomery ), 0.022000
( jackson hospital & clinic inc , al ), 0.022000
( community hospitazl inc , 3342836541 ), 0.001000
( community hospitazl inc , 36078 ), 0.001000
( community hospitazl inc , 10034 ), 0.001000
( community hospitazl inc , 805 friendship road ), 0.001000
( community hospitazl inc , voluntary non-profit - private ), 0.001000
( community hospitazl inc , tallassee ), 0.001000
( community hospitazl inc , al ), 0.001000
( community hospitl inc , 3342836541 ), 0.001000
( community hospitl inc , 36078 ), 0.001000
( community hospitl inc , 10034 ), 0.001000
( community hospitl inc , 805 friendship road ), 0.001000
( community hospitl inc , voluntary non-profit - private ), 0.001000
( community hospitl inc , tallassee ), 0.001000
( community hospitl inc , al ), 0.001000
( southeast alabaa medical center , 3347938701 ), 0.001000
( southeast alabaa medical center , 36302 ), 0.001000
( southeast alabaa medical center , 10001 ), 0.001000
( southeast alabaa medical center , 1108 ross clark circle ), 0.001000
( southeast alabaa medical center , government - hospital district or authority ), 0.001000
( southeast alabaa medical center , dothan ), 0.001000
( southeast alabaa medical center , al ), 0.001000
( andalusia regional hospital , 3342228466 ), 0.025000
( andalusia regional hospital , 36420 ), 0.024000
( andalusia regional hospital , 3640 ), 0.001000
( andalusia regional hospital , 10036 ), 0.025000
( andalusia regional hospital , empty ), 0.002000
( andalusia regional hospital , 849 south three notch street ), 0.024000
( andalusia regional hospital , proprietary ), 0.025000
( andalusia regional hospital , andalusia ), 0.024000
( andalusia regional hospital , andalusa ), 0.001000
( andalusia regional hospital , al ), 0.024000
( decatur general hospital , 2563412000 ), 0.001000
( decatur general hospital , 35609 ), 0.001000
( decatur general hospital , 10085 ), 0.001000
( decatur general hospital , 1201 7th street se ), 0.001000
( decatur general hospital , government - hospital district or authority ), 0.001000
( decatur general hospital , decatur ), 0.001000
( decatur general hospital , al ), 0.001000
( dekalb regional medicla center , 2568453150 ), 0.001000
( dekalb regional medicla center , 35968 ), 0.001000
( dekalb regional medicla center , 10012 ), 0.001000
( dekalb regional medicla center , 200 med center drive ), 0.001000
( dekalb regional medicla center , voluntary non-profit - church ), 0.001000
( dekalb regional medicla center , fort payne ), 0.001000
( dekalb regional medicla center , al ), 0.001000
( shelby bpatist medical center , 2056208100 ), 0.001000
( shelby bpatist medical center , 35007 ), 0.001000
( shelby bpatist medical center , 10016 ), 0.001000
( shelby bpatist medical center , 1000 first street north ), 0.001000
( shelby bpatist medical center , voluntary non-profit - church ), 0.001000
