1822.act_dep_time,08:25PM,08:25 PM
922.act_dep_time,06:08o AM,06:08 AM
1349.sched_arr_time,t01:17 PM,01:17 PM
1699.sched_dep_time,m07:10 AM,07:10 AM
1551.sched_arr_time,12:2 AM,12:29 AM
2253.sched_arr_time,0:640 AM,06:40 AM
870.sched_dep_time,1215 PM,12:15 PM
238.sched_arr_time,08:o00 AM,08:00 AM
1709.sched_dep_time,06:5t9 AM,06:59 AM
2076.sched_arr_time,01i:17 PM,01:17 PM
588.sched_dep_time,0455 PM,04:55 PM
603.act_dep_time,0:22 AM,07:22 AM
1530.act_dep_time,07:21 M,07:21 AM
1539.act_dep_time,05:08PM,05:08 PM
603.sched_dep_time,06:9 AM,06:59 AM
2372.sched_dep_time,11:55 MA,11:55 AM
624.sched_dep_time,02:5 PM,02:55 PM
648.sched_arr_time,09:55 pAM,09:55 AM
389.sched_dep_time,04:f55 PM,04:55 PM
210.sched_arr_time,40:17 PM,04:17 PM
1909.act_arr_time,07:55 hPM,07:55 PM
1924.sched_dep_time,60:59 AM,06:59 AM
2115.sched_dep_time,06:9 AM,06:59 AM
1040.act_arr_time,0:04 AM,10:04 AM
887.act_dep_time,02:55o PM,02:55 PM
1976.sched_arr_time,01:7 PM,01:17 PM
680.act_arr_time,0755 PM,07:55 PM
497.sched_arr_time,04:17P M,04:17 PM
1374.act_arr_time,075:5 PM,07:55 PM
595.act_dep_time,1:101 AM,11:01 AM
1539.act_arr_time,0:755 PM,07:55 PM
784.sched_arr_time,1229 AM,12:29 AM
561.sched_arr_time,01:q17 PM,01:17 PM
1666.act_arr_time,1:30 PM,10:30 PM
2001.sched_dep_time,4:55 PM,04:55 PM
848.act_arr_time,10:15 PM,01:15 PM
1578.sched_arr_time,06:40 MP,06:40 PM
1554.act_dep_time,07:22AM,07:22 AM
556.act_dep_time,0429 PM,04:29 PM
2020.sched_arr_time,09:43 AgM,09:43 AM
876.act_arr_time,01:04 AM,10:04 AM
2264.act_dep_time,70:25 AM,07:25 AM
1429.sched_arr_time,0:117 PM,01:17 PM
1646.sched_arr_time,0:10 PM,09:10 PM
1135.act_arr_time,10:04 AiM,10:04 AM
1600.sched_arr_time,10:17 PM,01:17 PM
551.sched_dep_time,040:0 PM,04:00 PM
774.act_arr_time,1z1:50 PM,11:50 PM
1554.act_arr_time,1:04 AM,10:04 AM
1142.act_dep_time,05:3 PM,05:30 PM
952.sched_dep_time,c08:20 PM,08:20 PM
1036.act_dep_time,11:55 PM***,11:55 PM
227.act_arr_time,0710 PM,07:10 PM
588.act_arr_time,70:55 PM,07:55 PM
2077.sched_arr_time,09:20 M,09:20 AM
1479.sched_dep_time,1200 PM,12:00 PM
370.sched_arr_time,01:39 M,01:39 PM
1823.sched_dep_time,06d:59 AM,06:59 AM
2206.act_arr_time,0z7:55 PM,07:55 PM
2001.act_dep_time,05:08 PgM,05:08 PM
1328.act_dep_time,08:4 2AM,08:42 AM
1059.sched_arr_time,01:39 PxM,01:39 PM
117.act_arr_time,01:04 AM,10:04 AM
1621.act_arr_time,10:4 AM,10:04 AM
1784.sched_arr_time,0:117 PM,01:17 PM
1290.act_dep_time,07:22 MA,07:22 AM
589.act_dep_time,07:93 AM,07:39 AM
2101.sched_dep_time,0f4:55 PM,04:55 PM
775.act_arr_time,10:04 AdM,10:04 AM
1300.act_arr_time,09:20 MP,09:20 PM
680.sched_dep_time,04:55PM,04:55 PM
673.act_arr_time,07:52 PM,07:25 PM
1329.sched_arr_time,10:30b PM,10:30 PM
594.act_dep_time,07:d05 AM,07:05 AM
1613.sched_dep_time,0455 PM,04:55 PM
