Attribute,Index,Dirty Value,Clean Value
article_title,134, mobilisation with movement and exercise corticosteroid injection or wait and see for tennis elbow,mobilisation with movement and exercise corticosteroid injection or wait and see for tennis elbow
journal_title,16,british journal of dermatology. ,british journal of dermatology.
journal_title,102,empty,cognitive processing
journal_title,134, bmj 2006 333:939,bmj 2006 333:939
journal_title,431,empty,nederlands tijdschrift voor fysiotherapie
journal_title,479,the intrenational journal of developmental biology,the international journal of developmental biology
journal_title,523,cochrae database syst. rev.,cochrane database syst. rev.
journal_title,633,empty,onkologie
journal_title,654,rstroke; a journal of cerebral circulation,stroke; a journal of cerebral circulation
journal_title,682,basic and clinical hparmacology and toxicology,basic and clinical pharmacology and toxicology
journal_title,900,empty,clinical infectious diseases : an official publication of the infectious diseases society of america
journal_title,990,empty,acta radiologica (stockholm sweden : 1987)
journal_issn,23,1432-86x,1432-086x
journal_issn,234,0002-9378 (print)x 0002-9378,0002-9378 (print) 0002-9378
journal_issn,236,jan-47,47-jan
journal_issn,298,empty,0300-8878
journal_issn,392,feb-62,62-feb
journal_issn,435,feb-65,65-feb
journal_issn,465,11j78-7090,1178-7090
journal_issn,508,nov-53,53-nov
journal_issn,567,empty,1474-547x
journal_issn,644,1524-4539,22-sep
journal_issn,645,jan-55,55-jan
journal_issn,684,empty,0019-9567
journal_issn,691,sep-60,60-sep
journal_issn,747,mar-67,67-may
journal_issn,828,1532-5415,14-feb
journal_issn,849,mar-67,67-may
journal_issn,984,feb-65,65-feb
