311.address1,1720 univerity blvd,1720 university blvd
184.countyname,marshal,marshall
930.phonenumber,256543200,2565435200
93.address1,205 marengo streept,205 marengo street
28.city,dthan,dothan
290.hospitalname,callahan eye foundation hospital,shelby baptist medical center
270.countyname,shelzby,shelby
467.emergencyservice,es,yes
463.condition,gsurgical infection prevention,surgical infection prevention
99.zipcode,35233,36467
931.measurename,heart attack padtients given aspirin at arrival,heart attack patients given aspirin at arrival
52.hospitalname,callahan eye foundation hospital,marshall medical center south
21.hospitalname,callahan eye foundation hospital,southeast alabama medical center
889.emergencyservice,es,yes
145.measurename,heart attack patiens given aspirin at arrival,heart attack patients given aspirin at arrival
371.zipcode,3559j4,35594
516.hospitalname,cherokee medical enter,cherokee medical center
22.measurename,surgery patients who were taking heart drugs called beta blockers before coming to the hospital who were kept on the beta blockers during the period just before and after their surgery,heart attack patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd)
21.measurename,surgery patients who were taking heart drugs called beta blockers before coming to the hospital who were kept on the beta blockers during the period just before and after their surgery,heart attack patients given aspirin at discharge
373.hospitalowner,proprietanry,proprietary
785.measurename,heart failure patients giveon discharge instructions,heart failure patients given discharge instructions
189.city,birmingham,guntersville
43.zipcode,6302,36302
464.phonenumber,2563864a556,2563864556
461.hospitalowner,government - hospital district or authoriyt,government - hospital district or authority
24.measurename,surgery patients who were taking heart drugs called beta blockers before coming to the hospital who were kept on the beta blockers during the period just before and after their surgery,heart attack patients given beta blocker at discharge
31.hospitalname,callahan eye foundation hospital,southeast alabama medical center
28.hospitalname,callahan eye foundation hospital,southeast alabama medical center
183.hospitalname,callahan eye foundation hospital,marshall medical center north
37.stateavg,al_scip-car-d2,al_scip-card-2
172.zipcode,35967,35976
406.stateavg,al_pn-i5c,al_pn-5c
707.state,la,al
504.address1,400 nworthwood dr,400 northwood dr
8.state,l,al
517.countyname,motngomery,montgomery
879.address1,1653 temple avenue orth,1653 temple avenue north
162.stateavg,al_cip-card-2,al_scip-card-2
287.countyname,shcelby,shelby
294.hospitalname,callahan eye foundation hospital,shelby baptist medical center
841.city,clanon,clanton
222.measurename,heart attack patients given ace inhibitor or arb for left ventricular systolic dysfunction u(lvsd),heart attack patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd)
637.condition,surgical infexction prevention,surgical infection prevention
20.measurename,surgery patients who were taking heart drugs called beta blockers before coming to the hospital who were kept on the beta blockers during the period just before and after their surgery,heart attack patients given aspirin at arrival
17.hospitalname,callahan eye foundation hospital,helen keller memorial hospital
825.zipcode,35093,35903
55.hospitalname,callahan eye foundation hospital,marshall medical center south
187.stateavg,la_scip-card-2,al_scip-card-2
112.stateavg,al_scpi-card-2,al_scip-card-2
97.zipcode,35233,36467
39.zipcode,6302,36302
237.stateavg,ala_scip-card-2,al_scip-card-2
548.condition,heart aattack,heart attack
800.state,mal,al
6.state,l,al
171.condition,heart tatack,heart attack
562.emergencyservice,yoes,yes
485.city,oazrk,ozark
464.hospitalowner,government - hospital disrtict or authority,government - hospital district or authority
291.countyname,hselby,shelby
432.hospitalowner,voluntary nno-profit - other,voluntary non-profit - other
668.emergencyservice,es,yes
236.phonenumber,256m8453150,2568453150
608.countyname,cofee,coffee
