Attribute: index, MSE: nan, Jaccard: 0.0
Attribute: id, MSE: nan, Jaccard: 0.0
Attribute: article_title, MSE: nan, Jaccard: 0.0020000000000000018
Attribute: article_language, MSE: nan, Jaccard: 0.0
Attribute: journal_title, MSE: nan, Jaccard: 0.00835654596100277
Attribute: journal_abbreviation, MSE: nan, Jaccard: 0.0
Attribute: journal_issn, MSE: nan, Jaccard: 0.38391384966481246
Attribute: article_jvolumn, MSE: nan, Jaccard: 0.0
Attribute: article_jissue, MSE: nan, Jaccard: 0.0
Attribute: article_jcreated_at, MSE: nan, Jaccard: 0.0
Attribute: article_pagination, MSE: nan, Jaccard: 0.0
Attribute: author_list, MSE: nan, Jaccard: 0.0
º”»®ªÏ∫œæ‡¿Î: 0.016427933151075633
