Attribute: index, MSE: nan, Jaccard: 0.0
Attribute: name, MSE: nan, Jaccard: 0.0
Attribute: surname, MSE: nan, Jaccard: 0.1034414693454917
Attribute: birthyear, MSE: nan, Jaccard: 0.0
Attribute: birthplace, MSE: nan, Jaccard: 0.0
Attribute: position, MSE: nan, Jaccard: 0.010271961356394854
Attribute: team, MSE: nan, Jaccard: 0.0
Attribute: city, MSE: nan, Jaccard: 0.030712830179991824
Attribute: stadium, MSE: nan, Jaccard: 0.0
Attribute: season, MSE: nan, Jaccard: 0.010801603826656403
Attribute: manager, MSE: nan, Jaccard: 0.0
加权混合距离: 0.0070558120322061265
