Attribute: index, MSE: nan, Jaccard: 0.0
Attribute: name, MSE: nan, Jaccard: 0.0
Attribute: surname, MSE: nan, Jaccard: 0.13328425450518477
Attribute: birthyear, MSE: nan, Jaccard: 0.5337342841169107
Attribute: birthplace, MSE: nan, Jaccard: 0.11254319821471226
Attribute: position, MSE: nan, Jaccard: 0.8194789379628853
Attribute: team, MSE: nan, Jaccard: 0.46538223176966786
Attribute: city, MSE: nan, Jaccard: 0.0
Attribute: stadium, MSE: nan, Jaccard: 0.7550095258363809
Attribute: season, MSE: nan, Jaccard: 0.0
Attribute: manager, MSE: nan, Jaccard: 0.0
加权混合距离: 0.12815601965480644
