Attribute: index, MSE: nan, Jaccard: 0.0
Attribute: id, MSE: nan, Jaccard: 0.0
Attribute: beer_name, MSE: nan, Jaccard: 0.018916595012897663
Attribute: style, MSE: nan, Jaccard: 0.03883495145631066
Attribute: ounces, MSE: nan, Jaccard: 0.0
Attribute: abv, MSE: 0.0, Jaccard: 0.0
Attribute: ibu, MSE: 0.0, Jaccard: 0.0
Attribute: brewery_id, MSE: nan, Jaccard: 0.0011904761904760752
Attribute: brewery_name, MSE: nan, Jaccard: 0.01795332136445238
Attribute: city, MSE: nan, Jaccard: 0.0
Attribute: state, MSE: nan, Jaccard: 0.07012467311317883
加权混合距离: 0.006682728051696164
