Attribute: index, MSE: nan, Jaccard: 0.0
Attribute: id, MSE: nan, Jaccard: 0.0
Attribute: beer_name, MSE: nan, Jaccard: 0.01721170395869187
Attribute: style, MSE: nan, Jaccard: 0.040839170619704324
Attribute: ounces, MSE: nan, Jaccard: 0.0
Attribute: abv, MSE: 1.8781942078364549e-07, Jaccard: 0.013703703703703662
Attribute: ibu, MSE: 0.0, Jaccard: 0.0
Attribute: brewery_id, MSE: nan, Jaccard: 0.0011904761904760752
Attribute: brewery_name, MSE: nan, Jaccard: 0.1279924777298369
Attribute: city, MSE: nan, Jaccard: 0.12815714952037716
Attribute: state, MSE: nan, Jaccard: 0.21726223597147798
加权混合距离: 0.024834413886985852
