Attribute: index, MSE: nan, Jaccard: 0.0
Attribute: id, MSE: nan, Jaccard: 0.0
Attribute: beer_name, MSE: nan, Jaccard: 0.018916595012897663
Attribute: style, MSE: nan, Jaccard: 0.03883495145631066
Attribute: ounces, MSE: nan, Jaccard: 0.0
Attribute: abv, MSE: nan, Jaccard: 0.0
Attribute: ibu, MSE: nan, Jaccard: 0.0
Attribute: brewery_id, MSE: nan, Jaccard: 0.03888690491838975
Attribute: brewery_name, MSE: nan, Jaccard: 0.08628489597144162
Attribute: city, MSE: nan, Jaccard: 0.045060690697142136
Attribute: state, MSE: nan, Jaccard: 0.08424154377063531
加权混合距离: 0.014192071901218961
