Attribute,Index,Clean Value,Dirty Value
surname,52,jungst,jgungst
surname,116,dighe,digeh
surname,224,aigrain,aigraivn
surname,226,aigrain,airgain
surname,240,burtschick,butschick
surname,243,aigrain,airain
surname,267,aigrain,iagrain
surname,362,aigrain,aigrcain
surname,431,marciano,empty
surname,446,aigrain,aigain
surname,632,aigrain,aifgrain
surname,665,aigrain,aigrin
surname,814,aigrain,aigrxain
surname,831,devroye,evroye
surname,904,steffan,empty
surname,997,aigrain,aigraiin
surname,1045,matyska,empty
surname,1088,aigrain,aigrjain
surname,1109,haining,empty
surname,1191,aigrain,aigrazin
surname,1217,harloff,haarloff
surname,1221,otillio,empty
surname,1265,stolovitch,empty
surname,1277,kadar,empty
surname,1297,alpuente,empty
surname,1333,aigrain,aigrani
surname,1336,farrag,farrga
surname,1363,aigrain,aicgrain
surname,1440,osterloh,empty
surname,1468,aigrain,aigryain
surname,1502,aigrain,aigrian
surname,1734,aigrain,aigarin
surname,1798,aigrain,igrain
surname,1865,aigrain,agirain
surname,1887,musselman,mustselman
surname,1953,aigrain,igrain
birthyear,103,1994,empty
birthyear,127,1982,1928
birthyear,219,1983,983
birthyear,328,1978,empty
birthyear,379,1978,1987
birthyear,388,1984,empty
birthyear,394,1983,empty
birthyear,395,1981,empty
birthyear,426,1984,empty
birthyear,486,1985,1958
birthyear,490,1978,d1978
birthyear,512,1993,9193
birthyear,563,1986,empty
birthyear,566,1980,19u80
birthyear,636,1978,1798
birthyear,656,1984,empty
birthyear,760,1976,empty
birthyear,823,1980,empty
birthyear,833,1980,empty
birthyear,850,1991,1919
birthyear,997,1990,990
birthyear,1098,1978,p1978
birthyear,1126,1991,empty
birthyear,1136,1978,1b978
birthyear,1143,1993,empty
birthyear,1145,1989,189
birthyear,1187,1985,empty
birthyear,1196,1984,984
birthyear,1236,1978,1987
birthyear,1478,1987,empty
birthyear,1542,1989,empty
birthyear,1594,1994,1994***
birthyear,1604,1978,978
birthyear,1617,1990,empty
birthyear,1737,1991,191
birthyear,1787,1977,19u77
birthyear,1810,1978,empty
birthyear,1848,1988,empty
birthyear,1861,1978,178
birthyear,1879,1978,198
birthyear,1885,1979,9179
birthyear,1942,1978,978
birthyear,1952,1982,9182
birthplace,24,prague,pague
birthplace,99,toronto,toronxto
birthplace,304,chihuahua,empty
birthplace,379,el,eol
birthplace,490,el,le
birthplace,580,orlando,empty
birthplace,591,albuquerque,empty
birthplace,636,el,le
birthplace,721,wichita,wichhita
birthplace,803,athens,athenos
birthplace,874,worcester,worcestr
birthplace,962,south,empty
birthplace,1014,birmingham,birmngham
birthplace,1016,barcelona,empty
birthplace,1098,el,eul
birthplace,1117,kiev,empty
birthplace,1136,el,l
birthplace,1233,augusta,empty
birthplace,1239,dayton,empty
birthplace,1253,charleston,hcarleston
birthplace,1334,wichita,empty
birthplace,1337,myrtle,empty
birthplace,1344,athens,thens
birthplace,1405,tri,empty
birthplace,1430,gulfport,glfport
birthplace,1454,pasco,empty
birthplace,1504,copenhagen,openhagen
birthplace,1535,corpus,empty
birthplace,1601,chattanooga,empty
birthplace,1604,el,rel
birthplace,1685,huntington,empty
birthplace,1773,guatemala,gualtemala
birthplace,1832,beaumont,empty
birthplace,1857,cancun,ancun
birthplace,1861,el,l
birthplace,1879,el,lel
birthplace,1892,sao,aso
birthplace,1910,vienna,vienna***
birthplace,1927,nice,fnice
birthplace,1942,el,l
birthplace,1954,nice,nce
birthplace,1980,cancun,empty
position,9,defender,empty
position,130,defender,defendenr
position,201,defender,defendser
position,204,defender,defkender
position,231,midfield,nmidfield
position,338,midfield,empty
position,419,midfield,empty
position,466,defender,efender
position,482,defender,defneder
