Attribute: index, MSE: nan, Jaccard: 0.0
Attribute: name, MSE: nan, Jaccard: 0.0
Attribute: surname, MSE: nan, Jaccard: 0.49189079364325494
Attribute: birthyear, MSE: nan, Jaccard: 0.5595533766271005
Attribute: birthplace, MSE: nan, Jaccard: 0.5653654700116468
Attribute: position, MSE: nan, Jaccard: 0.9597780728971224
Attribute: team, MSE: nan, Jaccard: 0.8567332973286119
Attribute: city, MSE: nan, Jaccard: 0.0
Attribute: stadium, MSE: nan, Jaccard: 0.8268269460125566
Attribute: season, MSE: nan, Jaccard: 0.0
Attribute: manager, MSE: nan, Jaccard: 0.0
加权混合距离: 0.1936430889327406
