Attribute: index, MSE: nan, Jaccard: 0.0
Attribute: id, MSE: nan, Jaccard: 0.0
Attribute: article_title, MSE: nan, Jaccard: 0.0014999999999999458
Attribute: article_language, MSE: nan, Jaccard: 0.7485080500837424
Attribute: journal_title, MSE: nan, Jaccard: 0.2199239417989418
Attribute: journal_abbreviation, MSE: nan, Jaccard: 0.31308756139969907
Attribute: journal_issn, MSE: nan, Jaccard: 0.27482142894306616
Attribute: article_jvolumn, MSE: nan, Jaccard: 0.0
Attribute: article_jissue, MSE: nan, Jaccard: 0.0
Attribute: article_jcreated_at, MSE: nan, Jaccard: 0.06155268607558684
Attribute: article_pagination, MSE: nan, Jaccard: 0.024870838117106664
Attribute: author_list, MSE: nan, Jaccard: 0.0
加权混合距离: 0.06851102110075596
