Attribute: index, MSE: nan, Jaccard: 0.0
Attribute: ProviderNumber, MSE: nan, Jaccard: 0.15772635912212563
Attribute: HospitalName, MSE: nan, Jaccard: 0.42363908380148796
Attribute: Address1, MSE: nan, Jaccard: 0.13390109890109902
Attribute: Address2, MSE: nan, Jaccard: nan
Attribute: Address3, MSE: nan, Jaccard: nan
Attribute: City, MSE: nan, Jaccard: 0.3103895840744838
Attribute: State, MSE: nan, Jaccard: 0.6016376663254862
Attribute: ZipCode, MSE: nan, Jaccard: 0.30303583240751375
Attribute: CountyName, MSE: nan, Jaccard: 0.028134240960328016
Attribute: PhoneNumber, MSE: nan, Jaccard: 0.157341952029452
Attribute: HospitalType, MSE: nan, Jaccard: 0.0
Attribute: HospitalOwner, MSE: nan, Jaccard: 0.6490614436345009
Attribute: EmergencyService, MSE: nan, Jaccard: 0.048307716811340384
Attribute: Condition, MSE: nan, Jaccard: 0.0
Attribute: MeasureCode, MSE: nan, Jaccard: 0.21243575778808443
Attribute: MeasureName, MSE: nan, Jaccard: 0.0
检查你指定的属性 Score 是否为数值型！
Attribute: Score, MSE: nan, Jaccard: 0.0
Attribute: Sample, MSE: nan, Jaccard: 0.0
Attribute: Stateavg, MSE: nan, Jaccard: 0.4271864619445652
加权混合距离: 0.0959110332722352
