Attribute: index, MSE: nan, Jaccard: 0.0
Attribute: name, MSE: nan, Jaccard: 0.0
Attribute: surname, MSE: nan, Jaccard: 0.017621145374449365
Attribute: birthyear, MSE: nan, Jaccard: 0.12295659164487771
Attribute: birthplace, MSE: nan, Jaccard: 0.034017694382115216
Attribute: position, MSE: nan, Jaccard: 0.3402076739408074
Attribute: team, MSE: nan, Jaccard: 0.0
Attribute: city, MSE: nan, Jaccard: 0.0
Attribute: stadium, MSE: nan, Jaccard: 0.0
Attribute: season, MSE: nan, Jaccard: 0.0
Attribute: manager, MSE: nan, Jaccard: 0.0
加权混合距离: 0.02340014115192044
