Attribute,Index,Dirty Value,Cleaned Value,Clean Value
gender,200,***,f,m
gender,312,bm,f,m
gender,431,sm,f,m
gender,491,of,m,f
gender,504,of,m,f
gender,808,empty,f,m
gender,1098,empty,m,f
gender,1208,empty,m,f
gender,1215,empty,m,f
gender,1453,empty,m,f
gender,1482,empty,m,f
gender,1486,***,m,f
gender,1711,empty,f,m
gender,1782,lf,m,f
gender,1809,uf,m,f
gender,1961,***,m,f
gender,2049,empty,m,f
gender,2058,empty,f,m
gender,2211,empty,f,m
gender,2253,cf,m,f
gender,2280,lm,f,m
gender,2309,***,m,f
gender,2468,***,m,f
gender,2489,empty,f,m
gender,2541,empty,m,f
gender,2652,***,f,m
gender,2681,***,m,f
gender,2863,empty,f,m
gender,2877,empty,f,m
gender,3024,empty,f,m
gender,3070,empty,m,f
gender,3115,empty,m,f
gender,3127,empty,f,m
gender,3155,empty,m,f
gender,3183,empty,m,f
gender,3246,empty,f,m
gender,3255,empty,m,f
gender,3260,empty,m,f
gender,3571,empty,m,f
gender,3643,***,m,f
gender,3691,empty,m,f
gender,3724,empty,f,m
gender,3878,***,m,f
gender,3947,empty,f,m
gender,3956,empty,m,f
gender,4111,empty,m,f
gender,4140,***,m,f
gender,4296,empty,f,m
gender,4337,empty,m,f
gender,4442,***,m,f
gender,4612,empty,f,m
gender,4841,af,m,f
gender,5046,empty,m,f
gender,5361,empty,m,f
gender,5444,empty,f,m
gender,5579,empty,f,m
gender,5592,empty,m,f
gender,5709,***,m,f
gender,5758,of,m,f
gender,5885,empty,f,m
gender,5929,***,m,f
gender,6109,***,m,f
gender,6173,empty,m,f
gender,6184,empty,m,f
gender,6222,empty,m,f
gender,6234,empty,m,f
gender,6293,empty,m,f
gender,6444,nf,m,f
gender,6647,empty,m,f
gender,6695,empty,m,f
gender,6697,empty,m,f
gender,6814,yf,m,f
gender,6822,empty,m,f
gender,6852,empty,m,f
gender,6899,tf,m,f
gender,6959,lf,m,f
gender,7142,pf,m,f
gender,7168,empty,m,f
gender,7292,gf,m,f
gender,7308,***,m,f
gender,7421,empty,m,f
gender,7431,tf,m,f
gender,7441,empty,m,f
gender,7522,empty,m,f
gender,7654,empty,m,f
gender,7720,empty,m,f
gender,7762,empty,f,m
gender,7795,***,m,f
gender,7883,empty,m,f
gender,7941,tf,m,f
gender,7961,empty,m,f
gender,8128,empty,m,f
gender,8203,rf,m,f
gender,8220,empty,m,f
gender,8252,empty,m,f
gender,8279,***,m,f
gender,8340,empty,f,m
gender,8376,empty,m,f
gender,8477,empty,m,f
gender,8632,empty,f,m
gender,8643,empty,m,f
gender,8660,empty,f,m
gender,8751,empty,m,f
gender,8758,mf,m,f
gender,8866,empty,f,m
gender,9030,mm,f,m
gender,9106,***,f,m
gender,9166,empty,m,f
gender,9232,empty,m,f
gender,9248,***,m,f
gender,9272,empty,m,f
gender,9280,empty,f,m
gender,9323,***,f,m
gender,9403,of,m,f
gender,9437,empty,m,f
gender,9454,***,m,f
gender,9562,empty,f,m
gender,9567,om,f,m
gender,9691,empty,m,f
gender,9752,xf,m,f
gender,9976,qf,m,f
gender,10004,***,m,f
gender,10005,empty,f,m
gender,10011,af,m,f
gender,10078,***,f,m
gender,10100,empty,m,f
gender,10129,vm,f,m
gender,10174,***,m,f
gender,10232,***,m,f
gender,10237,empty,m,f
gender,10244,ff,m,f
gender,10255,bf,m,f
gender,10276,empty,m,f
gender,10277,empty,m,f
gender,10305,empty,m,f
gender,10329,empty,m,f
gender,10357,empty,f,m
gender,10374,empty,f,m
gender,10386,jf,m,f
gender,10392,kf,m,f
gender,10410,empty,f,m
gender,10441,empty,m,f
gender,10616,empty,m,f
gender,10654,***,m,f
gender,10687,df,m,f
gender,10692,empty,m,f
gender,10746,***,m,f
gender,10825,yf,m,f
gender,10844,empty,f,m
gender,10861,empty,m,f
gender,10909,qm,f,m
gender,10944,***,m,f
gender,10973,zf,m,f
gender,11058,***,m,f
gender,11111,empty,f,m
gender,11175,***,m,f
gender,11451,empty,m,f
gender,11593,empty,m,f
gender,11654,***,f,m
gender,11706,om,f,m
gender,11758,empty,m,f
gender,11798,empty,m,f
gender,11874,empty,f,m
gender,11973,empty,f,m
gender,12021,empty,m,f
gender,12052,empty,m,f
gender,12068,***,m,f
gender,12172,empty,m,f
gender,12183,***,m,f
gender,12195,empty,m,f
gender,12240,empty,m,f
gender,12254,***,m,f
gender,12321,***,m,f
gender,12525,lf,m,f
gender,12530,empty,m,f
gender,12617,***,m,f
gender,12622,***,m,f
gender,12630,empty,m,f
gender,12653,***,m,f
gender,12714,jf,m,f
gender,12814,***,m,f
gender,12887,im,f,m
gender,12907,empty,m,f
gender,12943,empty,m,f
gender,13113,empty,m,f
gender,13128,empty,m,f
gender,13159,mf,m,f
gender,13283,ym,f,m
gender,13366,***,m,f
gender,13418,***,m,f
gender,13445,***,m,f
gender,13521,empty,m,f
gender,13528,empty,f,m
gender,13647,empty,m,f
gender,13669,***,f,m
gender,13678,***,m,f
gender,13734,mm,f,m
gender,13849,empty,m,f
gender,13967,yf,m,f
gender,14019,empty,m,f
gender,14027,empty,m,f
gender,14038,empty,m,f
gender,14058,empty,m,f
gender,14141,empty,m,f
gender,14246,if,m,f
gender,14288,zm,f,m
gender,14384,***,m,f
gender,14476,yf,m,f
gender,14648,ff,m,f
gender,14711,empty,m,f
gender,14733,empty,m,f
gender,14798,empty,m,f
gender,14860,empty,m,f
gender,14987,vf,m,f
gender,15144,empty,m,f
gender,15252,cf,m,f
gender,15306,empty,m,f
gender,15316,empty,f,m
gender,15428,empty,f,m
gender,15433,empty,m,f
gender,15509,***,m,f
gender,15599,***,m,f
gender,15639,***,m,f
gender,15769,empty,m,f
gender,16000,xf,m,f
gender,16028,empty,f,m
gender,16115,empty,m,f
gender,16246,jm,f,m
gender,16295,***,m,f
gender,16336,empty,m,f
gender,16337,***,m,f
gender,16367,vf,m,f
gender,16449,empty,m,f
gender,16587,empty,m,f
gender,16661,empty,f,m
gender,16663,empty,m,f
gender,16673,empty,f,m
gender,16692,empty,m,f
gender,16736,empty,m,f
gender,16865,empty,m,f
gender,16922,qf,m,f
gender,16932,***,m,f
gender,16937,empty,m,f
gender,17049,empty,f,m
gender,17052,empty,f,m
gender,17113,empty,f,m
gender,17152,empty,m,f
gender,17176,yf,m,f
gender,17227,rf,m,f
gender,17233,am,f,m
gender,17237,***,m,f
gender,17369,empty,m,f
gender,17387,empty,f,m
gender,17391,empty,m,f
gender,17406,empty,f,m
gender,17431,empty,m,f
gender,17460,***,f,m
gender,17481,empty,m,f
gender,17492,empty,m,f
gender,17517,empty,m,f
gender,17518,zf,m,f
gender,17529,empty,f,m
gender,17545,empty,f,m
gender,17557,empty,m,f
gender,17703,***,m,f
gender,17758,***,m,f
gender,17759,***,f,m
gender,17777,sf,m,f
gender,17791,empty,f,m
gender,17800,empty,m,f
gender,17891,empty,m,f
gender,17911,***,m,f
gender,18014,empty,f,m
gender,18040,jf,m,f
gender,18085,om,f,m
gender,18087,empty,m,f
gender,18135,empty,f,m
gender,18337,***,m,f
gender,18385,empty,f,m
gender,18557,***,f,m
gender,18697,empty,f,m
gender,18700,zf,m,f
gender,18735,empty,m,f
gender,18965,empty,m,f
gender,19069,empty,f,m
gender,19124,vm,f,m
gender,19166,empty,f,m
gender,19194,if,m,f
gender,19331,empty,m,f
gender,19340,qf,m,f
gender,19368,***,m,f
gender,19390,empty,m,f
gender,19446,***,m,f
gender,19569,ff,m,f
gender,19681,empty,m,f
gender,19703,df,m,f
gender,19733,***,m,f
gender,19939,***,m,f
gender,19951,***,m,f
city,23,bartley,elbert,bartley
city,72,kistloer,charleston,kistler
city,175,empty,ms,yonkers
city,308,agawam,bantam,agawam
city,398,mckesport,birmingham,mckeesport
city,480,empty,ms,woodgate
city,586,empty,ms,saint inigoes
city,751,adrian,bantam,adrian
city,825,baltic,bantam,baltic
city,976,allred,bantam,allred
city,981,baileyton,birmingham,baileyton
city,991,garden ciyt,birmingham,garden city
city,1051,annandale,birmingham,annandale
city,1153,empty,ms,ashaway
city,1277,sandville,birmingham,sandyville
city,1300,mobiel,bantam,mobile
city,1363,ranoke,bantam,roanoke
city,1530,empty,ms,westminster
city,1707,empty,ms,sod
city,1784,empty,ms,frankfort
city,1822,cinicnnati,detroit,cincinnati
city,1878,asahway,providence,ashaway
city,1893,adamsviglle,providence,adamsville
city,1925,empty,ms,leicester
city,1935,empty,ms,cleveland
city,1964,empty,ms,ermine
city,1996,damsville,birmingham,adamsville
city,2015,empty,ms,tallahassee
city,2018,wimington,birmingham,wilmington
city,2091,empty,ms,lees creek
city,2095,empty,ms,washington
city,2097,notasuolga,birmingham,notasulga
city,2136,barnstead,birmingham,barnstead
city,2137,adamsvile,birmingham,adamsville
city,2201,barceloneta,san juan,barceloneta
city,2331,empty,ms,teays
city,2338,empty,ms,onekama
city,2521,orietn,bantam,orient
city,2601,josephien,birmingham,josephine
city,2680,empty,ms,seville
city,2705,empty,ms,hubbardston
city,2808,zadamsville,providence,adamsville
city,2907,bardstown,birmingham,bardstown
city,2960,bacreloneta,san juan,barceloneta
city,3105,empty,ms,fair haven
city,3117,empty,ms,blaine
city,3139,empty,ms,lejunior
city,3145,grham,birmingham,graham
city,3208,bistol,bantam,bristol
city,3238,socttdale,birmingham,scottdale
city,3295,empty,ms,new york
city,3469,ocnway,bantam,conway
city,3480,empty,ms,adrian
city,3662,empty,ms,oxford
city,3668,blatimore,birmingham,baltimore
city,3979,empty,ms,salisbury
city,4057,empty,ms,jeannette
city,4183,adran,charleston,adrian
city,4242,empty,ms,cedar brook
city,4313,empty,ms,white stone
city,4417,empty,ms,saint joe
city,4721,garden city,birmingham,garden city
city,5175,brisol,charlotte,bristol
city,5209,ehbron,bantam,hebron
city,5340,antrim,bantam,antrim
city,5378,empty,ms,mc caysville
city,5481,hmilam,charleston,milam
city,5558,empty,ms,washington
city,5680,empty,ms,cambridge
city,5773,dadamsville,providence,adamsville
city,6018,empty,ms,cleveland
city,6158,empty,ms,ripton
