Attribute,Index,Dirty Value,Cleaned Value,Clean Value
journal_title,16,British Journal of Dermatoogy. ,British Journal of Dermatoogy.,British Journal of Dermatology.
journal_title,35,empty,Journal of stroke andd cerebrovascular diseases : the official journal of National Stroke Association,Journal of stroke and cerebrovascular diseases : the official journal of National Stroke Association
journal_title,372,empty,Annals of iinternal medicine,Annals of internal medicine
journal_title,473,Science (New York N.Y.),Science (New Yor N.Y.),Science (New York N.Y.)
journal_title,587,European Journal Of Anaesthesiology,European Journal Of Anaesthesidology,European Journal Of Anaesthesiology
journal_issn,149,0017-5749,0v017-5749,0017-5749
journal_issn,416,1097-0142,0197-0142,1097-0142
journal_issn,741,Apr-74,74-Apr,Apr-74
journal_issn,747,Mar-67,67-Mar,67-May
journal_issn,849,Mar-67,67-Mar,67-May
