Attribute: index, MSE: nan, Jaccard: 0.0
Attribute: id, MSE: nan, Jaccard: 0.0
Attribute: article_title, MSE: nan, Jaccard: 0.0
Attribute: article_language, MSE: nan, Jaccard: 0.24165051882191657
Attribute: journal_title, MSE: nan, Jaccard: 0.05537098560354381
Attribute: journal_abbreviation, MSE: nan, Jaccard: 0.31339476495726504
Attribute: journal_issn, MSE: nan, Jaccard: 0.05394431554524359
Attribute: article_jvolumn, MSE: nan, Jaccard: 0.14654658762509776
Attribute: article_jissue, MSE: nan, Jaccard: 0.06845065769375935
Attribute: article_jcreated_at, MSE: nan, Jaccard: 0.03329385706809851
Attribute: article_pagination, MSE: nan, Jaccard: 0.0
Attribute: author_list, MSE: nan, Jaccard: 0.0
加权混合距离: 0.03802715363812186
