Attribute,Index,Dirty Value,Cleaned Value,Clean Value
brewery_id,2260,177,166,177
brewery_id,797,368,166,368
brewery_id,2517,67,166,67
brewery_id,2540,62,1,62
brewery_id,2539,62,1,62
brewery_id,1350,171,166,171
brewery_id,2187,116,166,116
brewery_id,1847,294,386,294
brewery_id,2449,95,12,95
brewery_id,1408,414,382,414
brewery_id,2487,77,166,77
brewery_id,170,182,166,182
brewery_id,1927,267,67,267
brewery_id,2079,226,141,226
brewery_id,1141,141,166,141
brewery_id,946,127,166,127
brewery_id,2003,81,166,81
brewery_id,1455,405,166,405
brewery_id,2587,39,68,39
brewery_id,863,365,166,365
brewery_id,539,365,141,365
brewery_id,1351,423,3,423
brewery_id,1834,297,166,297
brewery_id,2383,120,141,120
brewery_id,1571,377,456,377
brewery_id,1506,393,166,393
brewery_id,1051,326,166,326
brewery_id,1707,82,166,82
brewery_id,2069,184,82,184
brewery_id,2113,216,166,216
brewery_id,933,166,25,166
brewery_id,661,166,25,166
brewery_id,805,503,166,503
brewery_id,804,503,166,503
brewery_id,803,503,166,503
brewery_id,787,503,166,503
brewery_id,786,503,166,503
brewery_id,745,503,166,503
brewery_id,744,503,166,503
brewery_id,743,503,166,503
brewery_id,742,503,166,503
brewery_id,741,503,166,503
brewery_id,734,503,166,503
brewery_id,733,503,166,503
brewery_id,1328,389,166,389
brewery_id,1175,389,166,389
brewery_id,1166,389,166,389
brewery_id,1065,389,166,389
brewery_id,1946,261,275,261
brewery_id,1797,310,166,310
brewery_id,1861,128,61,128
brewery_id,710,386,10,386
brewery_id,2576,44,166,44
brewery_id,2580,42,41,42
brewery_id,2373,43,141,43
brewery_id,1995,30,141,30
brewery_id,629,46,166,46
brewery_id,2305,163,371,163
brewery_id,2405,115,60,115
brewery_id,2421,108,103,108
brewery_id,451,190,166,190
brewery_id,1285,435,166,435
brewery_id,2100,159,166,159
brewery_id,1312,384,166,384
brewery_name,2539,against the grain brewery,against the grain breery,against the grain brewery
brewery_name,1847,black shirt brewing company,revolution brewing,black shirt brewing company
brewery_name,1927,cape cod beer,3 daughters brewing,cape cod beer
brewery_name,2079,chatham brewing,cigar city brewing company,chatham brewing
brewery_name,2587,gonzo's biggdogg brewing,red shedman farm brewery and hop...,gonzo's biggdogg brewing
brewery_name,539,great river brewery,cigar city brewing company,great river brewery
brewery_name,1351,hess brewing company,mike hess brewing company,hess brewing company
brewery_name,1834,hop farm brewing company,oskar blues brewery,hop farm brewing company
