Attribute: index, MSE: nan, Jaccard: 0.0
Attribute: id, MSE: nan, Jaccard: 0.0
Attribute: article_title, MSE: nan, Jaccard: 0.0
Attribute: article_language, MSE: nan, Jaccard: 0.320274191721873
Attribute: journal_title, MSE: nan, Jaccard: 0.16561246528849127
Attribute: journal_abbreviation, MSE: nan, Jaccard: 0.3431319776714514
Attribute: journal_issn, MSE: nan, Jaccard: 0.11484341484341476
Attribute: article_jvolumn, MSE: nan, Jaccard: 0.1376177716263708
Attribute: article_jissue, MSE: nan, Jaccard: 0.02939651068624982
Attribute: article_jcreated_at, MSE: nan, Jaccard: 0.030871575732050016
Attribute: article_pagination, MSE: nan, Jaccard: 0.0
Attribute: author_list, MSE: nan, Jaccard: 0.0
加权混合距离: 0.047572829482079214
