Attribute: index, MSE: nan, Jaccard: 0.0
Attribute: fname, MSE: nan, Jaccard: 0.002596624388295221
Attribute: lname, MSE: nan, Jaccard: 0.007372720932549592
Attribute: gender, MSE: nan, Jaccard: 0.3338308012217811
Attribute: areacode, MSE: nan, Jaccard: 0.0
Attribute: phone, MSE: nan, Jaccard: 0.0
Attribute: city, MSE: nan, Jaccard: 0.028290315951564282
Attribute: state, MSE: nan, Jaccard: 0.3343926553672316
Attribute: zip, MSE: nan, Jaccard: 0.0
Attribute: maritalstatus, MSE: nan, Jaccard: 0.0
Attribute: haschild, MSE: nan, Jaccard: 0.0
Attribute: salary, MSE: nan, Jaccard: 0.0
Attribute: rate, MSE: 0.0, Jaccard: 0.0
Attribute: singleexemp, MSE: nan, Jaccard: 0.8445121025791437
Attribute: marriedexemp, MSE: nan, Jaccard: 0.8436537810498911
Attribute: childexemp, MSE: nan, Jaccard: 0.855611884304411
加权混合距离: 0.10157065268108961
